,From,To,From_Table,To_Table,Weight,Distance,Edge_Name
3717,469,2926,Warehouses,Products,100,0.0,Related_To
3718,227,2926,Warehouses,Products,100,0.0,Related_To
3719,1140,2926,Warehouses,Products,100,0.0,Related_To
3720,958,2926,Warehouses,Products,100,0.0,Related_To
3721,825,2927,Warehouses,Products,100,0.0,Related_To
3722,635,2927,Warehouses,Products,100,0.0,Related_To
3723,451,2927,Warehouses,Products,85,44.07341983387689,Related_To
3724,270,2927,Warehouses,Products,100,0.0,Related_To
3725,372,2927,Warehouses,Products,100,0.0,Related_To
3726,454,2927,Warehouses,Products,100,0.0,Related_To
3727,548,2927,Warehouses,Products,100,0.0,Related_To
3728,176,2927,Warehouses,Products,100,0.0,Related_To
3729,1064,2927,Warehouses,Products,100,0.0,Related_To
3730,541,2927,Warehouses,Products,85,42.228442083937736,Related_To
3731,550,2928,Warehouses,Products,100,0.0,Related_To
3732,904,2928,Warehouses,Products,100,0.0,Related_To
3733,721,2928,Warehouses,Products,100,0.0,Related_To
3734,1056,2929,Warehouses,Products,100,0.0,Related_To
3735,274,2929,Warehouses,Products,100,0.0,Related_To
3736,318,2929,Warehouses,Products,100,0.0,Related_To
3737,501,2929,Warehouses,Products,100,0.0,Related_To
3738,465,2929,Warehouses,Products,90,72.44884082667943,Related_To
3739,586,2929,Warehouses,Products,100,0.0,Related_To
3740,1095,2929,Warehouses,Products,100,0.0,Related_To
3741,398,2929,Warehouses,Products,100,0.0,Related_To
3742,838,2929,Warehouses,Products,80,33.05664825427427,Related_To
3743,1101,2930,Warehouses,Products,85,56.97894678921507,Related_To
3744,1085,2930,Warehouses,Products,100,0.0,Related_To
3745,518,2930,Warehouses,Products,100,0.0,Related_To
3746,722,2930,Warehouses,Products,85,44.73256269817394,Related_To
3747,454,2930,Warehouses,Products,100,0.0,Related_To
3748,614,2930,Warehouses,Products,100,0.0,Related_To
3749,1047,2930,Warehouses,Products,100,0.0,Related_To
3750,977,2930,Warehouses,Products,100,0.0,Related_To
3751,696,2931,Warehouses,Products,100,0.0,Related_To
3752,832,2931,Warehouses,Products,100,0.0,Related_To
3753,799,2931,Warehouses,Products,100,0.0,Related_To
3754,688,2931,Warehouses,Products,100,0.0,Related_To
3755,1087,2931,Warehouses,Products,100,0.0,Related_To
3756,910,2931,Warehouses,Products,100,0.0,Related_To
3757,1053,2931,Warehouses,Products,100,0.0,Related_To
3758,980,2931,Warehouses,Products,100,0.0,Related_To
3759,313,2931,Warehouses,Products,100,0.0,Related_To
3760,408,2932,Warehouses,Products,100,0.0,Related_To
3761,391,2932,Warehouses,Products,100,0.0,Related_To
3762,598,2932,Warehouses,Products,100,0.0,Related_To
3763,277,2933,Warehouses,Products,100,0.0,Related_To
3764,1119,2933,Warehouses,Products,100,0.0,Related_To
3765,752,2933,Warehouses,Products,100,0.0,Related_To
3766,469,2933,Warehouses,Products,100,0.0,Related_To
3767,883,2933,Warehouses,Products,100,0.0,Related_To
3768,337,2933,Warehouses,Products,85,53.50614728879436,Related_To
3769,596,2933,Warehouses,Products,100,0.0,Related_To
3770,875,2933,Warehouses,Products,100,0.0,Related_To
3771,422,2933,Warehouses,Products,100,0.0,Related_To
3772,1114,2934,Warehouses,Products,100,0.0,Related_To
3773,582,2934,Warehouses,Products,80,29.01064859828862,Related_To
3774,525,2934,Warehouses,Products,100,0.0,Related_To
3775,207,2934,Warehouses,Products,100,0.0,Related_To
3776,1139,2934,Warehouses,Products,100,0.0,Related_To
3777,790,2934,Warehouses,Products,100,0.0,Related_To
3778,644,2934,Warehouses,Products,100,0.0,Related_To
3779,411,2935,Warehouses,Products,100,0.0,Related_To
3780,220,2935,Warehouses,Products,100,0.0,Related_To
3781,343,2936,Warehouses,Products,100,0.0,Related_To
3782,826,2936,Warehouses,Products,100,0.0,Related_To
3783,999,2936,Warehouses,Products,100,0.0,Related_To
3784,765,2937,Warehouses,Products,100,0.0,Related_To
3785,937,2937,Warehouses,Products,100,0.0,Related_To
3786,298,2937,Warehouses,Products,100,0.0,Related_To
3787,552,2937,Warehouses,Products,100,0.0,Related_To
3788,822,2937,Warehouses,Products,100,0.0,Related_To
3789,470,2937,Warehouses,Products,100,0.0,Related_To
3790,511,2937,Warehouses,Products,85,57.19306462146604,Related_To
3791,966,2937,Warehouses,Products,100,0.0,Related_To
3792,1005,2938,Warehouses,Products,100,0.0,Related_To
3793,905,2938,Warehouses,Products,85,42.7344378429254,Related_To
3794,791,2938,Warehouses,Products,100,0.0,Related_To
3795,292,2938,Warehouses,Products,100,0.0,Related_To
3796,926,2938,Warehouses,Products,100,0.0,Related_To
3797,156,2938,Warehouses,Products,100,0.0,Related_To
3798,651,2938,Warehouses,Products,100,0.0,Related_To
3799,260,2938,Warehouses,Products,100,0.0,Related_To
3800,876,2939,Warehouses,Products,100,0.0,Related_To
3801,497,2939,Warehouses,Products,100,0.0,Related_To
3802,736,2939,Warehouses,Products,100,0.0,Related_To
3803,675,2939,Warehouses,Products,100,0.0,Related_To
3804,1111,2939,Warehouses,Products,100,0.0,Related_To
3805,1098,2939,Warehouses,Products,100,0.0,Related_To
3806,360,2939,Warehouses,Products,100,0.0,Related_To
3807,681,2939,Warehouses,Products,100,0.0,Related_To
3808,529,2939,Warehouses,Products,100,0.0,Related_To
3809,328,2940,Warehouses,Products,100,0.0,Related_To
3810,271,2940,Warehouses,Products,100,0.0,Related_To
3811,255,2940,Warehouses,Products,100,0.0,Related_To
3812,729,2940,Warehouses,Products,100,0.0,Related_To
3813,950,2940,Warehouses,Products,100,0.0,Related_To
3814,1136,2940,Warehouses,Products,100,0.0,Related_To
3815,1097,2940,Warehouses,Products,100,0.0,Related_To
3816,614,2941,Warehouses,Products,100,0.0,Related_To
3817,1008,2941,Warehouses,Products,100,0.0,Related_To
3818,958,2941,Warehouses,Products,100,0.0,Related_To
3819,220,2941,Warehouses,Products,100,0.0,Related_To
3820,292,2941,Warehouses,Products,100,0.0,Related_To
3821,390,2941,Warehouses,Products,100,0.0,Related_To
3822,428,2942,Warehouses,Products,85,55.26320677750836,Related_To
3823,195,2943,Warehouses,Products,80,22.932835572099968,Related_To
3824,985,2943,Warehouses,Products,95,92.31578873977624,Related_To
3825,271,2943,Warehouses,Products,100,0.0,Related_To
3826,1091,2943,Warehouses,Products,100,0.0,Related_To
3827,325,2943,Warehouses,Products,100,0.0,Related_To
3828,531,2943,Warehouses,Products,100,0.0,Related_To
3829,811,2943,Warehouses,Products,100,0.0,Related_To
3830,808,2943,Warehouses,Products,100,0.0,Related_To
3831,1095,2943,Warehouses,Products,100,0.0,Related_To
3832,911,2943,Warehouses,Products,100,0.0,Related_To
3833,856,2944,Warehouses,Products,100,0.0,Related_To
3834,611,2944,Warehouses,Products,100,0.0,Related_To
3835,335,2944,Warehouses,Products,100,0.0,Related_To
3836,695,2944,Warehouses,Products,100,0.0,Related_To
3837,515,2944,Warehouses,Products,100,0.0,Related_To
3838,555,2944,Warehouses,Products,100,0.0,Related_To
3839,573,2944,Warehouses,Products,90,77.96166691273419,Related_To
3840,324,2944,Warehouses,Products,100,0.0,Related_To
3841,600,2944,Warehouses,Products,100,0.0,Related_To
3842,624,2944,Warehouses,Products,90,79.35526029202008,Related_To
3843,993,2945,Warehouses,Products,100,0.0,Related_To
3844,1045,2945,Warehouses,Products,100,0.0,Related_To
3845,828,2945,Warehouses,Products,100,0.0,Related_To
3846,535,2945,Warehouses,Products,100,0.0,Related_To
3847,831,2945,Warehouses,Products,100,0.0,Related_To
3848,258,2945,Warehouses,Products,90,71.13864317182323,Related_To
3849,324,2945,Warehouses,Products,100,0.0,Related_To
3850,470,2945,Warehouses,Products,100,0.0,Related_To
3851,153,2945,Warehouses,Products,95,84.90183827132225,Related_To
3852,370,2945,Warehouses,Products,100,0.0,Related_To
3853,956,2946,Warehouses,Products,100,0.0,Related_To
3854,154,2946,Warehouses,Products,100,0.0,Related_To
3855,322,2947,Warehouses,Products,85,41.345545559392235,Related_To
3856,468,2947,Warehouses,Products,100,0.0,Related_To
3857,702,2947,Warehouses,Products,100,0.0,Related_To
3858,884,2947,Warehouses,Products,100,0.0,Related_To
3859,708,2947,Warehouses,Products,100,0.0,Related_To
3860,154,2947,Warehouses,Products,100,0.0,Related_To
3861,184,2947,Warehouses,Products,100,0.0,Related_To
3862,991,2947,Warehouses,Products,100,0.0,Related_To
3863,449,2948,Warehouses,Products,100,0.0,Related_To
3864,318,2949,Warehouses,Products,100,0.0,Related_To
3865,504,2949,Warehouses,Products,100,0.0,Related_To
3866,927,2950,Warehouses,Products,100,0.0,Related_To
3867,452,2950,Warehouses,Products,100,0.0,Related_To
3868,675,2950,Warehouses,Products,100,0.0,Related_To
3869,332,2950,Warehouses,Products,100,0.0,Related_To
3870,466,2950,Warehouses,Products,100,0.0,Related_To
3871,336,2950,Warehouses,Products,100,0.0,Related_To
3872,843,2950,Warehouses,Products,100,0.0,Related_To
3873,410,2950,Warehouses,Products,100,0.0,Related_To
3874,952,2951,Warehouses,Products,100,0.0,Related_To
3875,658,2951,Warehouses,Products,100,0.0,Related_To
3876,379,2951,Warehouses,Products,100,0.0,Related_To
3877,471,2951,Warehouses,Products,100,0.0,Related_To
3878,850,2951,Warehouses,Products,100,0.0,Related_To
3879,494,2951,Warehouses,Products,100,0.0,Related_To
3880,273,2951,Warehouses,Products,100,0.0,Related_To
3881,315,2951,Warehouses,Products,100,0.0,Related_To
3882,1074,2951,Warehouses,Products,100,0.0,Related_To
3883,1119,2951,Warehouses,Products,100,0.0,Related_To
3884,153,2952,Warehouses,Products,95,84.90183827132225,Related_To
3885,1144,2952,Warehouses,Products,100,0.0,Related_To
3886,1003,2952,Warehouses,Products,100,0.0,Related_To
3887,560,2952,Warehouses,Products,100,0.0,Related_To
3888,1139,2952,Warehouses,Products,100,0.0,Related_To
3889,191,2952,Warehouses,Products,100,0.0,Related_To
3890,793,2953,Warehouses,Products,100,0.0,Related_To
3891,953,2953,Warehouses,Products,100,0.0,Related_To
3892,193,2953,Warehouses,Products,100,0.0,Related_To
3893,852,2953,Warehouses,Products,100,0.0,Related_To
3894,250,2953,Warehouses,Products,100,0.0,Related_To
3895,580,2953,Warehouses,Products,100,0.0,Related_To
3896,229,2953,Warehouses,Products,100,0.0,Related_To
3897,690,2954,Warehouses,Products,100,0.0,Related_To
3898,683,2954,Warehouses,Products,100,0.0,Related_To
3899,166,2954,Warehouses,Products,100,0.0,Related_To
3900,1092,2954,Warehouses,Products,100,0.0,Related_To
3901,789,2954,Warehouses,Products,100,0.0,Related_To
3902,905,2955,Warehouses,Products,85,42.7344378429254,Related_To
3903,165,2955,Warehouses,Products,100,0.0,Related_To
3904,706,2955,Warehouses,Products,100,0.0,Related_To
3905,304,2955,Warehouses,Products,100,0.0,Related_To
3906,722,2955,Warehouses,Products,85,44.73256269817394,Related_To
3907,772,2955,Warehouses,Products,100,0.0,Related_To
3908,385,2955,Warehouses,Products,100,0.0,Related_To
3909,624,2955,Warehouses,Products,90,79.35526029202008,Related_To
3910,553,2955,Warehouses,Products,100,0.0,Related_To
3911,835,2955,Warehouses,Products,100,0.0,Related_To
3912,475,2956,Warehouses,Products,100,0.0,Related_To
3913,501,2956,Warehouses,Products,100,0.0,Related_To
3914,624,2956,Warehouses,Products,90,79.35526029202008,Related_To
3915,153,2956,Warehouses,Products,95,84.90183827132225,Related_To
3916,490,2956,Warehouses,Products,100,0.0,Related_To
3917,953,2956,Warehouses,Products,100,0.0,Related_To
3918,209,2956,Warehouses,Products,100,0.0,Related_To
3919,784,2956,Warehouses,Products,100,0.0,Related_To
3920,754,2957,Warehouses,Products,100,0.0,Related_To
3921,1083,2957,Warehouses,Products,100,0.0,Related_To
3922,781,2957,Warehouses,Products,100,0.0,Related_To
3923,209,2957,Warehouses,Products,100,0.0,Related_To
3924,1042,2957,Warehouses,Products,100,0.0,Related_To
3925,1069,2958,Warehouses,Products,100,0.0,Related_To
3926,748,2958,Warehouses,Products,100,0.0,Related_To
3927,258,2958,Warehouses,Products,90,71.13864317182323,Related_To
3928,902,2958,Warehouses,Products,100,0.0,Related_To
3929,721,2958,Warehouses,Products,100,0.0,Related_To
3930,336,2958,Warehouses,Products,100,0.0,Related_To
3931,550,2958,Warehouses,Products,100,0.0,Related_To
3932,566,2959,Warehouses,Products,100,0.0,Related_To
3933,923,2959,Warehouses,Products,100,0.0,Related_To
3934,732,2960,Warehouses,Products,100,0.0,Related_To
3935,704,2960,Warehouses,Products,100,0.0,Related_To
3936,559,2960,Warehouses,Products,100,0.0,Related_To
3937,1048,2960,Warehouses,Products,100,0.0,Related_To
3938,184,2960,Warehouses,Products,100,0.0,Related_To
3939,890,2960,Warehouses,Products,100,0.0,Related_To
3940,476,2960,Warehouses,Products,100,0.0,Related_To
3941,601,2960,Warehouses,Products,100,0.0,Related_To
3942,855,2961,Warehouses,Products,90,65.97483412121005,Related_To
3943,294,2961,Warehouses,Products,100,0.0,Related_To
3944,705,2961,Warehouses,Products,100,0.0,Related_To
3945,412,2961,Warehouses,Products,95,84.70784894054943,Related_To
3946,573,2961,Warehouses,Products,90,77.96166691273419,Related_To
3947,902,2961,Warehouses,Products,100,0.0,Related_To
3948,999,2961,Warehouses,Products,100,0.0,Related_To
3949,446,2961,Warehouses,Products,100,0.0,Related_To
3950,605,2961,Warehouses,Products,100,0.0,Related_To
3951,740,2962,Warehouses,Products,75,14.72384435685769,Related_To
3952,775,2962,Warehouses,Products,100,0.0,Related_To
3953,597,2962,Warehouses,Products,100,0.0,Related_To
3954,488,2962,Warehouses,Products,100,0.0,Related_To
3955,441,2963,Warehouses,Products,75,9.318106042811468,Related_To
3956,814,2963,Warehouses,Products,100,0.0,Related_To
3957,616,2963,Warehouses,Products,100,0.0,Related_To
3958,167,2963,Warehouses,Products,100,0.0,Related_To
3959,615,2964,Warehouses,Products,100,0.0,Related_To
3960,217,2964,Warehouses,Products,100,0.0,Related_To
3961,964,2964,Warehouses,Products,100,0.0,Related_To
3962,270,2964,Warehouses,Products,100,0.0,Related_To
3963,842,2964,Warehouses,Products,100,0.0,Related_To
3964,463,2964,Warehouses,Products,100,0.0,Related_To
3965,788,2965,Warehouses,Products,100,0.0,Related_To
3966,710,2965,Warehouses,Products,100,0.0,Related_To
3967,569,2965,Warehouses,Products,100,0.0,Related_To
3968,647,2965,Warehouses,Products,85,45.439825331194115,Related_To
3969,163,2966,Warehouses,Products,90,67.29370151327149,Related_To
3970,370,2967,Warehouses,Products,100,0.0,Related_To
3971,921,2967,Warehouses,Products,100,0.0,Related_To
3972,322,2967,Warehouses,Products,85,41.345545559392235,Related_To
3973,771,2967,Warehouses,Products,100,0.0,Related_To
3974,1093,2967,Warehouses,Products,100,0.0,Related_To
3975,919,2967,Warehouses,Products,100,0.0,Related_To
3976,238,2968,Warehouses,Products,100,0.0,Related_To
3977,311,2968,Warehouses,Products,100,0.0,Related_To
3978,192,2968,Warehouses,Products,100,0.0,Related_To
3979,626,2968,Warehouses,Products,100,0.0,Related_To
3980,755,2968,Warehouses,Products,100,0.0,Related_To
3981,331,2968,Warehouses,Products,100,0.0,Related_To
3982,565,2968,Warehouses,Products,100,0.0,Related_To
3983,519,2969,Warehouses,Products,100,0.0,Related_To
3984,1094,2969,Warehouses,Products,100,0.0,Related_To
3985,955,2969,Warehouses,Products,100,0.0,Related_To
3986,336,2969,Warehouses,Products,100,0.0,Related_To
3987,426,2970,Warehouses,Products,95,83.84382222272329,Related_To
3988,446,2970,Warehouses,Products,100,0.0,Related_To
3989,375,2970,Warehouses,Products,100,0.0,Related_To
3990,494,2970,Warehouses,Products,100,0.0,Related_To
3991,563,2970,Warehouses,Products,100,0.0,Related_To
3992,1024,2970,Warehouses,Products,100,0.0,Related_To
3993,1036,2970,Warehouses,Products,100,0.0,Related_To
3994,309,2970,Warehouses,Products,100,0.0,Related_To
3995,1099,2971,Warehouses,Products,100,0.0,Related_To
3996,588,2971,Warehouses,Products,100,0.0,Related_To
3997,582,2971,Warehouses,Products,80,29.01064859828862,Related_To
3998,278,2971,Warehouses,Products,100,0.0,Related_To
3999,1094,2972,Warehouses,Products,100,0.0,Related_To
4000,799,2972,Warehouses,Products,100,0.0,Related_To
4001,1093,2972,Warehouses,Products,100,0.0,Related_To
4002,653,2972,Warehouses,Products,90,78.23581542077453,Related_To
4003,611,2972,Warehouses,Products,100,0.0,Related_To
4004,712,2972,Warehouses,Products,100,0.0,Related_To
4005,949,2972,Warehouses,Products,100,0.0,Related_To
4006,327,2972,Warehouses,Products,100,0.0,Related_To
4007,329,2972,Warehouses,Products,100,0.0,Related_To
4008,258,2973,Warehouses,Products,90,71.13864317182323,Related_To
4009,905,2973,Warehouses,Products,85,42.7344378429254,Related_To
4010,331,2973,Warehouses,Products,100,0.0,Related_To
4011,719,2973,Warehouses,Products,100,0.0,Related_To
4012,1004,2973,Warehouses,Products,100,0.0,Related_To
4013,573,2973,Warehouses,Products,90,77.96166691273419,Related_To
4014,203,2973,Warehouses,Products,100,0.0,Related_To
4015,294,2973,Warehouses,Products,100,0.0,Related_To
4016,1105,2973,Warehouses,Products,100,0.0,Related_To
4017,569,2973,Warehouses,Products,100,0.0,Related_To
4018,1014,2974,Warehouses,Products,90,62.48388727832266,Related_To
4019,1003,2974,Warehouses,Products,100,0.0,Related_To
4020,698,2974,Warehouses,Products,100,0.0,Related_To
4021,592,2974,Warehouses,Products,100,0.0,Related_To
4022,1051,2975,Warehouses,Products,100,0.0,Related_To
4023,158,2975,Warehouses,Products,100,0.0,Related_To
4024,350,2975,Warehouses,Products,100,0.0,Related_To
4025,646,2975,Warehouses,Products,100,0.0,Related_To
4026,940,2975,Warehouses,Products,85,55.39966880946642,Related_To
4027,263,2975,Warehouses,Products,100,0.0,Related_To
4028,492,2976,Warehouses,Products,100,0.0,Related_To
4029,941,2977,Warehouses,Products,100,0.0,Related_To
4030,273,2977,Warehouses,Products,100,0.0,Related_To
4031,1032,2977,Warehouses,Products,100,0.0,Related_To
4032,172,2978,Warehouses,Products,100,0.0,Related_To
4033,913,2978,Warehouses,Products,100,0.0,Related_To
4034,687,2978,Warehouses,Products,100,0.0,Related_To
4035,226,2978,Warehouses,Products,100,0.0,Related_To
4036,968,2978,Warehouses,Products,100,0.0,Related_To
4037,829,2978,Warehouses,Products,100,0.0,Related_To
4038,835,2978,Warehouses,Products,100,0.0,Related_To
4039,1101,2978,Warehouses,Products,85,56.97894678921507,Related_To
4040,204,2979,Warehouses,Products,100,0.0,Related_To
4041,896,2979,Warehouses,Products,100,0.0,Related_To
4042,629,2979,Warehouses,Products,75,8.743433310460114,Related_To
4043,1147,2980,Warehouses,Products,100,0.0,Related_To
4044,1141,2980,Warehouses,Products,100,0.0,Related_To
4045,800,2981,Warehouses,Products,90,61.0070290652196,Related_To
4046,1101,2981,Warehouses,Products,85,56.97894678921507,Related_To
4047,752,2981,Warehouses,Products,100,0.0,Related_To
4048,858,2981,Warehouses,Products,100,0.0,Related_To
4049,479,2981,Warehouses,Products,100,0.0,Related_To
4050,825,2981,Warehouses,Products,100,0.0,Related_To
4051,170,2981,Warehouses,Products,100,0.0,Related_To
4052,227,2981,Warehouses,Products,100,0.0,Related_To
4053,717,2981,Warehouses,Products,100,0.0,Related_To
4054,881,2982,Warehouses,Products,100,0.0,Related_To
4055,877,2982,Warehouses,Products,100,0.0,Related_To
4056,1063,2982,Warehouses,Products,100,0.0,Related_To
4057,393,2982,Warehouses,Products,100,0.0,Related_To
4058,372,2982,Warehouses,Products,100,0.0,Related_To
4059,1106,2982,Warehouses,Products,100,0.0,Related_To
4060,241,2982,Warehouses,Products,85,45.89154988314726,Related_To
4061,202,2983,Warehouses,Products,100,0.0,Related_To
4062,584,2983,Warehouses,Products,100,0.0,Related_To
4063,520,2983,Warehouses,Products,100,0.0,Related_To
4064,678,2983,Warehouses,Products,90,67.7100424545471,Related_To
4065,1018,2983,Warehouses,Products,100,0.0,Related_To
4066,999,2983,Warehouses,Products,100,0.0,Related_To
4067,960,2983,Warehouses,Products,100,0.0,Related_To
4068,379,2983,Warehouses,Products,100,0.0,Related_To
4069,763,2983,Warehouses,Products,100,0.0,Related_To
4070,1061,2984,Warehouses,Products,100,0.0,Related_To
4071,681,2984,Warehouses,Products,100,0.0,Related_To
4072,744,2984,Warehouses,Products,100,0.0,Related_To
4073,201,2984,Warehouses,Products,100,0.0,Related_To
4074,823,2984,Warehouses,Products,100,0.0,Related_To
4075,749,2984,Warehouses,Products,100,0.0,Related_To
4076,523,2984,Warehouses,Products,100,0.0,Related_To
4077,633,2985,Warehouses,Products,100,0.0,Related_To
4078,655,2985,Warehouses,Products,100,0.0,Related_To
4079,802,2985,Warehouses,Products,100,0.0,Related_To
4080,532,2985,Warehouses,Products,100,0.0,Related_To
4081,321,2985,Warehouses,Products,100,0.0,Related_To
4082,585,2985,Warehouses,Products,85,50.597546092147766,Related_To
4083,630,2985,Warehouses,Products,100,0.0,Related_To
4084,629,2985,Warehouses,Products,75,8.743433310460114,Related_To
4085,272,2985,Warehouses,Products,85,42.276340934387164,Related_To
4086,467,2985,Warehouses,Products,100,0.0,Related_To
4087,675,2986,Warehouses,Products,100,0.0,Related_To
4088,653,2986,Warehouses,Products,90,78.23581542077453,Related_To
4089,247,2986,Warehouses,Products,100,0.0,Related_To
4090,1090,2986,Warehouses,Products,100,0.0,Related_To
4091,1055,2987,Warehouses,Products,100,0.0,Related_To
4092,490,2987,Warehouses,Products,100,0.0,Related_To
4093,820,2987,Warehouses,Products,80,39.638070593850735,Related_To
4094,718,2987,Warehouses,Products,100,0.0,Related_To
4095,1065,2987,Warehouses,Products,100,0.0,Related_To
4096,1118,2987,Warehouses,Products,100,0.0,Related_To
4097,330,2987,Warehouses,Products,100,0.0,Related_To
4098,831,2987,Warehouses,Products,100,0.0,Related_To
4099,629,2987,Warehouses,Products,75,8.743433310460114,Related_To
4100,638,2988,Warehouses,Products,100,0.0,Related_To
4101,273,2988,Warehouses,Products,100,0.0,Related_To
4102,724,2988,Warehouses,Products,100,0.0,Related_To
4103,374,2988,Warehouses,Products,100,0.0,Related_To
4104,753,2988,Warehouses,Products,100,0.0,Related_To
4105,200,2988,Warehouses,Products,100,0.0,Related_To
4106,462,2988,Warehouses,Products,100,0.0,Related_To
4107,738,2988,Warehouses,Products,90,63.38021389805824,Related_To
4108,155,2989,Warehouses,Products,100,0.0,Related_To
4109,693,2989,Warehouses,Products,100,0.0,Related_To
4110,684,2990,Warehouses,Products,80,25.772678025097324,Related_To
4111,831,2990,Warehouses,Products,100,0.0,Related_To
4112,662,2990,Warehouses,Products,100,0.0,Related_To
4113,208,2990,Warehouses,Products,100,0.0,Related_To
4114,219,2990,Warehouses,Products,100,0.0,Related_To
4115,606,2991,Warehouses,Products,100,0.0,Related_To
4116,815,2991,Warehouses,Products,100,0.0,Related_To
4117,933,2991,Warehouses,Products,100,0.0,Related_To
4118,161,2991,Warehouses,Products,100,0.0,Related_To
4119,1107,2991,Warehouses,Products,100,0.0,Related_To
4120,531,2991,Warehouses,Products,100,0.0,Related_To
4121,1041,2991,Warehouses,Products,100,0.0,Related_To
4122,650,2991,Warehouses,Products,100,0.0,Related_To
4123,352,2991,Warehouses,Products,100,0.0,Related_To
4124,375,2992,Warehouses,Products,100,0.0,Related_To
4125,1119,2992,Warehouses,Products,100,0.0,Related_To
4126,301,2992,Warehouses,Products,100,0.0,Related_To
4127,964,2992,Warehouses,Products,100,0.0,Related_To
4128,442,2992,Warehouses,Products,85,43.3425723551461,Related_To
4129,355,2992,Warehouses,Products,100,0.0,Related_To
4130,1145,2992,Warehouses,Products,100,0.0,Related_To
4131,1057,2992,Warehouses,Products,100,0.0,Related_To
4132,1007,2992,Warehouses,Products,100,0.0,Related_To
4133,575,2992,Warehouses,Products,100,0.0,Related_To
4134,605,2993,Warehouses,Products,100,0.0,Related_To
4135,722,2993,Warehouses,Products,85,44.73256269817394,Related_To
4136,742,2993,Warehouses,Products,100,0.0,Related_To
4137,764,2993,Warehouses,Products,100,0.0,Related_To
4138,985,2993,Warehouses,Products,95,92.31578873977624,Related_To
4139,1098,2993,Warehouses,Products,100,0.0,Related_To
4140,610,2993,Warehouses,Products,95,80.41777232668969,Related_To
4141,1015,2994,Warehouses,Products,100,0.0,Related_To
4142,227,2994,Warehouses,Products,100,0.0,Related_To
4143,833,2994,Warehouses,Products,100,0.0,Related_To
4144,665,2994,Warehouses,Products,85,53.30349886890014,Related_To
4145,491,2994,Warehouses,Products,100,0.0,Related_To
4146,701,2994,Warehouses,Products,100,0.0,Related_To
4147,1005,2995,Warehouses,Products,100,0.0,Related_To
4148,853,2995,Warehouses,Products,100,0.0,Related_To
4149,283,2995,Warehouses,Products,100,0.0,Related_To
4150,808,2995,Warehouses,Products,100,0.0,Related_To
4151,224,2995,Warehouses,Products,100,0.0,Related_To
4152,535,2995,Warehouses,Products,100,0.0,Related_To
4153,1046,2996,Warehouses,Products,100,0.0,Related_To
4154,436,2996,Warehouses,Products,100,0.0,Related_To
4155,469,2996,Warehouses,Products,100,0.0,Related_To
4156,472,2996,Warehouses,Products,100,0.0,Related_To
4157,358,2996,Warehouses,Products,100,0.0,Related_To
4158,322,2996,Warehouses,Products,85,41.345545559392235,Related_To
4159,687,2996,Warehouses,Products,100,0.0,Related_To
4160,1025,2997,Warehouses,Products,85,59.69452270984491,Related_To
4161,213,2997,Warehouses,Products,100,0.0,Related_To
4162,641,2997,Warehouses,Products,100,0.0,Related_To
4163,874,2997,Warehouses,Products,100,0.0,Related_To
4164,1059,2997,Warehouses,Products,75,16.269607229616177,Related_To
4165,749,2997,Warehouses,Products,100,0.0,Related_To
4166,591,2997,Warehouses,Products,100,0.0,Related_To
4167,1050,2997,Warehouses,Products,100,0.0,Related_To
4168,930,2997,Warehouses,Products,100,0.0,Related_To
4169,895,2997,Warehouses,Products,100,0.0,Related_To
4170,490,2998,Warehouses,Products,100,0.0,Related_To
4171,827,2998,Warehouses,Products,100,0.0,Related_To
4172,1135,2998,Warehouses,Products,100,0.0,Related_To
4173,833,2998,Warehouses,Products,100,0.0,Related_To
4174,243,2999,Warehouses,Products,80,35.38003045291518,Related_To
4175,232,2999,Warehouses,Products,100,0.0,Related_To
4176,240,2999,Warehouses,Products,100,0.0,Related_To
4177,804,2999,Warehouses,Products,100,0.0,Related_To
4178,487,2999,Warehouses,Products,100,0.0,Related_To
4179,309,2999,Warehouses,Products,100,0.0,Related_To
4180,323,2999,Warehouses,Products,100,0.0,Related_To
4181,591,2999,Warehouses,Products,100,0.0,Related_To
4182,791,2999,Warehouses,Products,100,0.0,Related_To
4183,720,3000,Warehouses,Products,100,0.0,Related_To
4184,573,3000,Warehouses,Products,90,77.96166691273419,Related_To
4185,786,3000,Warehouses,Products,100,0.0,Related_To
4186,822,3000,Warehouses,Products,100,0.0,Related_To
4187,525,3000,Warehouses,Products,100,0.0,Related_To
4188,898,3000,Warehouses,Products,100,0.0,Related_To
4189,463,3001,Warehouses,Products,100,0.0,Related_To
4190,786,3001,Warehouses,Products,100,0.0,Related_To
4191,739,3001,Warehouses,Products,100,0.0,Related_To
4192,1065,3001,Warehouses,Products,100,0.0,Related_To
4193,570,3001,Warehouses,Products,100,0.0,Related_To
4194,1079,3001,Warehouses,Products,100,0.0,Related_To
4195,797,3001,Warehouses,Products,100,0.0,Related_To
4196,613,3001,Warehouses,Products,100,0.0,Related_To
4197,709,3001,Warehouses,Products,100,0.0,Related_To
4198,448,3002,Warehouses,Products,85,47.689571935633886,Related_To
4199,428,3002,Warehouses,Products,85,55.26320677750836,Related_To
4200,647,3002,Warehouses,Products,85,45.439825331194115,Related_To
4201,871,3002,Warehouses,Products,100,0.0,Related_To
4202,175,3002,Warehouses,Products,80,27.517384234598033,Related_To
