,index,sourceNodeName,targetNodeName,totalCost,isDirect,costs,nodeNames
199,1680,Supplier 65468,Customer 60542,826.0,,"[0.0, 100.0, 170.0, 227.25, 269.5, 365.25, 436.0, 536.0, 626.0, 726.0, 826.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10286', 'Supplier 90236', 'Externaltransactions 9795', 'Customer 60542']"
200,1685,Supplier 65468,Customer 99404,826.0,,"[0.0, 100.0, 170.0, 227.25, 269.5, 365.25, 436.0, 536.0, 626.0, 726.0, 826.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10286', 'Supplier 90236', 'Externaltransactions 7858', 'Customer 99404']"
201,1686,Supplier 65468,Customer 95571,826.0,,"[0.0, 100.0, 170.0, 227.25, 269.5, 365.25, 436.0, 536.0, 626.0, 726.0, 826.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10286', 'Supplier 90236', 'Externaltransactions 8367', 'Customer 95571']"
202,1691,Supplier 65468,Customer 85900,837.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 426.0, 467.0, 567.0, 637.0, 737.0, 837.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Ssintship 6224', 'Supplier 86815', 'Internaltransactions 5792', 'Supplier 23640', 'Scextship 4413', 'Customer 85900']"
203,1697,Supplier 65468,Customer 69145,839.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 639.5, 739.5, 839.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Internaltransactions 3345', 'Supplier 55787', 'Scextship 9033', 'Customer 69145']"
204,1698,Supplier 65468,Customer 31548,839.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5, 539.5, 639.5, 739.5, 839.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10262', 'Supplier 11790', 'Srintship 2887', 'Retailer 83982', 'Rcextship 1248', 'Customer 31548']"
205,1701,Supplier 65468,Customer 14142,839.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5, 539.5, 639.5, 739.5, 839.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10262', 'Supplier 11790', 'Srintship 2887', 'Retailer 83982', 'Rcextship 8708', 'Customer 14142']"
206,1708,Supplier 65468,Retailer 78981,839.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 639.5, 739.5, 839.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Internaltransactions 3345', 'Supplier 55787', 'Srintship 1058', 'Retailer 78981']"
207,1718,Supplier 65468,Retailer 49955,839.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 639.5, 739.5, 839.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Internaltransactions 6661', 'Supplier 92698', 'Srintship 5025', 'Retailer 49955']"
208,1724,Supplier 65468,Customer 63407,839.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 639.5, 739.5, 839.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Internaltransactions 6661', 'Supplier 92698', 'Externaltransactions 9808', 'Customer 63407']"
209,1732,Supplier 65468,Customer 12717,854.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 654.5, 754.5, 854.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Srintship 6843', 'Retailer 31412', 'Rcextship 1264', 'Customer 12717']"
210,1747,Supplier 65468,Retailer 82777,873.5,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0, 606.75, 673.5, 773.5, 873.5]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Ssintship 9997', 'Supplier 21166', 'Srintship 9456', 'Retailer 82777']"
211,1753,Supplier 65468,Retailer 41072,880.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 680.0, 780.0, 880.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10194', 'Supplier 90942', 'Ssintship 7281', 'Supplier 52160', 'Srintship 8010', 'Retailer 41072']"
212,1780,Supplier 65468,Retailer 41879,913.0,,"[0.0, 100.0, 170.0, 269.0, 353.0, 453.0, 523.0, 623.0, 713.0, 813.0, 913.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10159', 'Supplier 14125', 'Internaltransactions 4789', 'Supplier 75444', 'Internaltransactions 9221', 'Supplier 19072', 'Srintship 2067', 'Retailer 41879']"
213,1795,Supplier 65468,Customer 21113,930.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 530.0, 630.0, 730.0, 830.0, 930.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 4906', 'Supplier 97142', 'Ssintship 10470', 'Supplier 15367', 'Srintship 4556', 'Retailer 94027', 'Rcextship 6650', 'Customer 21113']"
