,label,Attributes
416,supplier,"['Löchel' 'Bonaire, Sint Eustatius and Saba' 'Saba' 'Dollars'
 'Real Estate' 705 8.56 1382 76 503000000000.0]"
417,supplier,"['Pacheco, Davies and Randall' 'Portugal' 'Vila Real' 'Dollars'
 'Paper, Forest Products & Packaging' 372 8.58 3644 48 226000000000.0]"
418,supplier,"['Reed, Matthews and Holmes' 'Finland' 'Norra Savolax' 'Dollars'
 'Automotive & Assembly' 388 4.2 1673 57 501000000000.0]"
419,supplier,"['Campbell-West' 'Chad' 'Tibastī' 'Dollars' 'Semiconductors' 761 1141.39
 4777 30 644000000000.0]"
420,supplier,"['Voisin' 'New Caledonia' 'Unknown' 'Dollars'
 'Healthcare Systems & Services' 423 471.96 3919 2 649000000000.0]"
421,supplier,"['Schüler' 'Sudan' 'North Darfur' 'Dollars'
 'Engineering, Construction & Building Materials' 432 545.34 2240 48
 402000000000.0]"
422,supplier,"['Didier' 'China' 'Hong Kong SAR' 'Dollars' 'Aerospace & Defense' 825 6.59
 6728 61 806000000000.0]"
423,supplier,"['Smith-Hill' 'Bulgaria' 'Sofia' 'Dollars' 'Aerospace & Defense' 738 72.84
 7639 55 328000000000.0]"
424,supplier,"['Gotthard Stiftung & Co. KGaA' 'Cyprus' 'Baf' 'Dollars'
 'Financial Services' 602 75.43 3397 51 747000000000.0]"
425,supplier,"['Casarin-Valentino Group' 'Botswana' 'Central' 'Dollars'
 'Healthcare Systems & Services' 926 5954.35 8479 63 813000000000.0]"
426,supplier,"['Gould Inc' 'United States' 'Vermont' 'Dollars' 'Financial Services' 730
 372.62 6193 3 855000000000.0]"
427,supplier,"['Gray-Johnson' 'Brazil' 'Paraíba' 'Dollars' 'Real Estate' 744 4.57 5607
 45 815000000000.0]"
428,supplier,"['Murphy-Mitchell' 'Slovenia' 'Kozje' 'Dollars'
 'Private Equity & Principal Investors' 659 24.94 8030 39 111000000000.0]"
429,supplier,"['Christoph KG' 'Mali' 'Ménaka' 'Dollars'
 'Engineering, Construction & Building Materials' 564 7878.81 7403 80
 651000000000.0]"
430,supplier,"['Norris, Dominguez and Smith' 'New Caledonia' 'Unknown' 'Dollars'
 'Paper, Forest Products & Packaging' 809 7.38 9314 25 606000000000.0]"
431,supplier,"['Richardson LLC' 'Botswana' 'Lobatse' 'Dollars' 'Education' 674 2589.86
 2770 14 194000000000.0]"
432,supplier,"['Marty S.A.R.L.' 'Djibouti' 'Tadjourah' 'Dollars' 'Real Estate' 715 4.97
 3173 51 564000000000.0]"
433,supplier,"['Murillo Group' 'Comoros' 'Andjazîdja' 'Dollars' 'Education' 610 628.14
 6486 93 982000000000.0]"
434,supplier,"['Tropea, Soprano e Chiappetta s.r.l.' 'Papua New Guinea' 'Bougainville'
 'Dollars' 'Consumer Packaged Goods' 514 22.93 8291 29 243000000000.0]"
435,supplier,"['Flores-Anderson' 'Guernsey' 'Unknown' 'Dollars' 'Aerospace & Defense'
 767 670.25 6775 98 227000000000.0]"
436,supplier,"['Hall-Bell' 'Falkland Islands (Malvinas)' 'Unknown' 'Dollars'
 'Advanced Electronics' 240 7945.64 8289 35 600000000000.0]"
437,supplier,"['Charles PLC' 'Mali' 'Mopti' 'Dollars' 'Public & Social Sector' 990 6.13
 7048 99 537000000000.0]"
438,supplier,"['Giolitti, Pincherle e Zanazzo Group' 'Paraguay' 'Cordillera' 'Dollars'
 'Advanced Electronics' 119 5.62 3190 21 523000000000.0]"
439,supplier,"['Leblanc and Sons' 'Western Sahara' 'Unknown' 'Dollars'
 'Advanced Electronics' 109 59.47 9012 60 220000000000.0]"
440,supplier,"['Heidrich Christoph KG' 'Curaçao' 'Unknown' 'Dollars'
 'Financial Services' 154 2.4 6927 12 10956758891.0]"
441,supplier,"['Bolzmann Säuberlich GmbH' 'French Guiana' 'Unknown' 'Dollars'
 'Travel, Logistics & Infrastructure' 797 71.57 7655 67 351000000000.0]"
442,supplier,"['Harper-Jones' 'Mali' 'Koulikoro' 'Dollars' 'Oil & Gas' 471 58.36 6620 22
 253000000000.0]"
443,supplier,"['Rose KG' 'Palau' 'Ngarchelong' 'Dollars' 'Automotive & Assembly' 597
 4.46 9729 35 282000000000.0]"
444,supplier,"['Lefebvre' 'Brazil' 'Paraná' 'Dollars' 'Semiconductors' 310 3.25 3748 97
 112000000000.0]"
445,supplier,"['Förster' 'Ethiopia' 'Addis Ababa' 'Dollars'
 'Paper, Forest Products & Packaging' 764 7024.13 7003 46 69190139802.0]"
446,supplier,"['Gotthard Zahn GmbH' 'Finland' 'Pohjanmaa' 'Dollars'
 'Healthcare Systems & Services' 570 6.51 7985 42 147000000000.0]"
447,supplier,"['Cook-Webb' 'Morocco' 'Berkane' 'Dollars'
 'Paper, Forest Products & Packaging' 762 10.69 2171 35 763000000000.0]"
448,supplier,"['Shah-Lowe' 'Central African Republic' 'Bamingui-Bangoran' 'Dollars'
 'Automotive & Assembly' 862 37.45 6844 50 215000000000.0]"
449,supplier,"['Brandt Ltd' 'Anguilla' 'Unknown' 'Dollars' 'Oil & Gas' 593 788.49 1593
 20 325000000000.0]"
450,warehouses,"['Sierra Leone' 'Eastern' 870268 list(['B', 'N', 'D', 'R']) 0.51 2.87]"
451,warehouses,"['Réunion' 'Unknown' 453753 list(['G', 'W', 'O', 'A']) 0.67 2.11]"
452,warehouses,"['Malawi' 'Chitipa' 687914 list(['Z', 'M', 'F', 'E', 'O', 'X', 'S']) 0.59
 2.26]"
453,warehouses,"[""Lao People's Democratic Republic"" 'Viangchan' 594912
 list(['H', 'D', 'R', 'G', 'O', 'A', 'W']) 0.93 2.7]"
454,warehouses,"['Cocos (Keeling) Islands' 'Unknown' 336363 list(['S', 'Q', 'C', 'V'])
 0.67 1.93]"
455,warehouses,"['Guinea' 'Dabola' 911569 list(['V', 'U', 'W', 'P', 'X', 'I']) 0.87 2.06]"
456,warehouses,"['Malta' 'Santa Venera' 568726 list(['R', 'N']) 0.93 2.79]"
457,warehouses,['Sweden' 'Dalarnas län [SE-20]' 520255 list(['J']) 0.64 2.51]
458,warehouses,['Slovenia' 'Osilnica' 285053 list(['K']) 0.71 1.82]
459,warehouses,"['Dominican Republic' 'Cibao Nordeste' 624345 list(['W', 'J', 'X', 'U'])
 0.51 2.82]"
460,warehouses,"['Cuba' 'Holguín' 500970 list(['O', 'E', 'P', 'M', 'H', 'G']) 0.72 2.01]"
461,warehouses,['Oman' 'Al Buraymī' 297933 list(['B']) 0.7 2.38]
462,warehouses,"['San Marino' 'Faetano' 909405 list(['X', 'Z']) 0.99 2.7]"
463,warehouses,"['Papua New Guinea' 'Chimbu' 180650 list(['B', 'Y', 'C', 'I']) 0.62 2.17]"
464,warehouses,"['Benin' 'Atlantique' 550011 list(['O', 'L', 'P', 'E', 'Q', 'R']) 0.72
 2.04]"
465,warehouses,"['Saudi Arabia' 'Makkah al Mukarramah' 126954
 list(['O', 'M', 'D', 'J', 'P', 'H', 'L']) 0.59 2.37]"
466,warehouses,['Denmark' 'Midtjylland' 721644 list(['M']) 0.8 2.4]
467,warehouses,"['Gabon' 'Haut-Ogooué' 526216 list(['F', 'X', 'A', 'G']) 0.65 2.65]"
468,warehouses,"['Fiji' 'Eastern' 314860 list(['P', 'L', 'R', 'E', 'O', 'F', 'Z']) 0.9
 1.77]"
469,warehouses,['Namibia' 'Kunene' 266111 list(['Z']) 0.74 1.82]
470,warehouses,"['Jordan' 'Al Mafraq' 248306 list(['P', 'M']) 0.89 1.98]"
471,warehouses,"['Curaçao' 'Unknown' 127246 list(['S', 'N', 'O', 'A', 'J', 'V']) 0.55 2.3]"
472,warehouses,"['Saudi Arabia' 'Ar Riyāḑ' 531056 list(['N', 'L', 'X', 'M', 'Z', 'J'])
 0.85 2.82]"
473,warehouses,"['Comoros' 'Andjouân' 368856 list(['F', 'X', 'D']) 0.71 2.6]"
474,warehouses,"['Islamic Republic of Iran ' 'Zanjān' 751640
 list(['H', 'Q', 'K', 'J', 'B']) 0.71 2.43]"
475,warehouses,"['Saint Kitts and Nevis' 'Saint Peter Basseterre' 951570
 list(['V', 'C', 'I', 'O', 'P', 'K']) 0.83 2.7]"
476,warehouses,"['Argentina' 'Formosa' 800638 list(['L', 'I', 'O', 'X', 'T', 'P', 'Y'])
 0.78 2.73]"
477,warehouses,"['Mauritania' 'Assaba' 283426 list(['O', 'X', 'N', 'F']) 0.99 2.26]"
478,warehouses,"['Armenia' 'Vayoć Jor' 114667 list(['I', 'Y', 'T', 'U', 'H', 'V']) 0.79
 2.91]"
479,warehouses,"['United Arab Emirates' 'Abū Z̧aby' 349300 list(['T', 'H', 'J', 'Y']) 0.92
 2.35]"
480,warehouses,"['Sudan' 'Gezira' 407988 list(['F', 'B', 'H', 'W', 'I']) 0.63 2.14]"
481,warehouses,"['Switzerland' 'Jura' 764828 list(['S', 'D', 'B', 'G']) 0.96 2.31]"
482,warehouses,"['Mayotte' 'Unknown' 510024 list(['D', 'E']) 0.77 2.61]"
483,warehouses,"['Austria' 'Salzburg' 298763 list(['P', 'A', 'G']) 0.53 1.88]"
484,warehouses,['Curaçao' 'Unknown' 118793 list(['A']) 0.54 1.88]
485,warehouses,"['Malawi' 'Karonga' 838221 list(['F', 'J', 'E', 'H', 'X', 'B', 'Y']) 0.76
 2.06]"
486,warehouses,['Maldives' 'South Miladhunmadulu' 712194 list(['R']) 0.96 2.4]
487,warehouses,"['Northern Mariana Islands' 'Unknown' 475709 list(['X', 'N', 'W']) 0.77
 2.37]"
488,warehouses,"['Northern Mariana Islands' 'Unknown' 292877 list(['B', 'D', 'I']) 0.82
 2.21]"
489,warehouses,"['Philippines' 'Cebu' 672396 list(['P', 'I', 'Z', 'K', 'V', 'C', 'X'])
 0.55 2.03]"
490,warehouses,"['Belize' 'Stann Creek' 702288 list(['V', 'O', 'Z']) 0.73 1.78]"
491,warehouses,"['Spain' 'Murcia, Región de' 616588 list(['B', 'V', 'N', 'H']) 0.68 2.36]"
492,warehouses,"['Saint Barthélemy' 'Unknown' 360583
 list(['U', 'H', 'N', 'E', 'M', 'Y', 'A']) 0.98 1.79]"
493,warehouses,"['Pitcairn' 'Unknown' 340849 list(['K', 'X', 'V', 'U', 'D', 'F', 'Y'])
 0.84 2.33]"
494,warehouses,"['Norfolk Island' 'Unknown' 557269 list(['O', 'H', 'D']) 0.97 2.8]"
495,warehouses,"['Oman' 'Musandam' 556774 list(['A', 'L', 'T', 'E', 'N', 'C']) 0.5 2.93]"
496,warehouses,"['Réunion' 'Unknown' 762671 list(['U', 'T', 'N', 'L']) 0.58 2.31]"
497,warehouses,['Gambia' 'Lower River' 924130 list(['P']) 0.99 2.24]
498,warehouses,"['Rwanda' 'Southern' 763060 list(['L', 'U', 'S', 'T', 'M']) 0.79 2.96]"
499,warehouses,['Botswana' 'Gaborone' 127229 list(['U']) 0.8 1.94]
500,warehouses,"['Saint Martin (French part)' 'Unknown' 846033
 list(['Q', 'S', 'R', 'I', 'B', 'G']) 0.79 2.88]"
501,warehouses,"['United Republic of Tanzania' 'Morogoro' 174677
 list(['R', 'X', 'T', 'K', 'E', 'J', 'C']) 0.6 2.47]"
502,warehouses,"['Isle of Man' 'Unknown' 988986 list(['O', 'G', 'K']) 0.63 2.37]"
503,warehouses,"['Trinidad and Tobago' 'Siparia' 891190 list(['D', 'Y']) 0.88 2.49]"
504,warehouses,"['French Southern Territories' 'Unknown' 865451 list(['N', 'Q', 'S', 'R'])
 0.61 2.55]"
505,warehouses,"['Zimbabwe' 'Harare' 640912 list(['A', 'G', 'W', 'V', 'I', 'M', 'J']) 0.65
 1.92]"
506,warehouses,"['Sint Maarten (Dutch part)' 'Unknown' 463241
 list(['H', 'O', 'Z', 'V', 'I', 'M']) 0.9 2.92]"
507,warehouses,"['Wallis and Futuna' 'Uvea' 931581 list(['E', 'A', 'N', 'Z', 'R', 'T'])
 0.79 2.88]"
508,warehouses,"['Falkland Islands (Malvinas)' 'Unknown' 156877
 list(['Q', 'J', 'N', 'Y', 'T']) 0.63 1.89]"
509,warehouses,"['Åland Islands' 'Unknown' 318392 list(['G', 'L']) 0.79 2.52]"
510,warehouses,"['Afghanistan' 'Bādghīs' 841116 list(['D', 'P', 'H', 'F', 'O', 'Y', 'B'])
 0.81 2.62]"
511,warehouses,"['Virgin Islands, U.S.' 'Unknown' 888353 list(['K']) 0.62 2.75]"
512,warehouses,"['Brunei Darussalam' 'Tutong' 970353 list(['Q', 'C', 'U', 'B']) 0.97 2.13]"
513,warehouses,"['Russian Federation' 'Krasnojarskij kraj' 952284 list(['B', 'G', 'X'])
 0.81 2.7]"
514,warehouses,"['Heard Island and McDonald Islands' 'Unknown' 828796 list(['F']) 0.75
 2.86]"
515,warehouses,"['India' 'Tripura' 708237 list(['O', 'S', 'A', 'R', 'F']) 0.84 2.45]"
516,warehouses,['United States' 'Jarvis Island' 957385 list(['R']) 0.74 2.89]
517,warehouses,"['Dominica' 'Saint Andrew' 844389 list(['N', 'B', 'C', 'E', 'K']) 0.54
 2.77]"
518,warehouses,"['Kiribati' 'Phoenix Islands' 115466 list(['Z', 'N', 'S', 'U', 'T']) 0.9
 2.52]"
519,warehouses,['Holy See (Vatican City State)' 'Unknown' 562643 list(['L']) 0.84 2.1]
520,warehouses,['United States' 'Navassa Island' 721357 list(['E']) 0.71 1.77]
521,warehouses,"['Uganda' 'Zombo' 575957 list(['O', 'A']) 0.91 2.15]"
522,warehouses,['Cocos (Keeling) Islands' 'Unknown' 387594 list(['J']) 0.82 2.56]
523,warehouses,"['Israel' 'Al Quds' 473061 list(['W', 'P']) 0.5 2.62]"
524,warehouses,"['Saint Martin (French part)' 'Unknown' 467969
 list(['R', 'D', 'E', 'C', 'S', 'V', 'G']) 0.65 2.31]"
525,warehouses,['Morocco' 'Sefrou' 685917 list(['T']) 0.51 2.54]
526,warehouses,"['Ecuador' 'Cotopaxi' 948692 list(['K', 'R', 'Z']) 0.75 2.16]"
527,warehouses,['Burundi' 'Bujumbura Mairie' 935344 list(['N']) 0.54 2.45]
528,warehouses,"['Denmark' 'Midtjylland' 531276 list(['Q', 'L', 'A']) 0.75 2.92]"
529,warehouses,"['Bangladesh' 'Sylhet' 808383 list(['E', 'K', 'Y', 'N', 'D', 'X']) 0.54
 1.77]"
530,warehouses,"['French Polynesia' 'Unknown' 544819 list(['T', 'V', 'L', 'Z', 'D', 'H'])
 0.79 2.72]"
531,warehouses,"['Ukraine' 'Khersonska oblast' 651458
 list(['H', 'D', 'L', 'U', 'N', 'S', 'I']) 0.79 2.96]"
532,warehouses,"['New Zealand' 'West Coast' 796997 list(['Z', 'J', 'I', 'D', 'E', 'V'])
 0.78 2.51]"
533,warehouses,"['Bulgaria' 'Kardzhali' 919980 list(['A', 'Z', 'S', 'H', 'E']) 0.69 2.27]"
534,warehouses,"['Saint Kitts and Nevis' 'Christ Church Nichola Town' 547134
 list(['Q', 'V', 'P', 'R']) 0.74 1.8]"
535,warehouses,"['Netherlands' 'Drenthe' 511605 list(['W', 'C', 'L', 'Y']) 0.61 2.88]"
536,warehouses,"['Iceland' 'Ásahreppur' 882879 list(['U', 'P', 'L', 'F']) 0.91 2.3]"
537,warehouses,['Romania' 'Mehedinți' 114178 list(['S']) 0.96 1.79]
538,warehouses,"['Cabo Verde' 'Tarrafal de São Nicolau' 360271 list(['H', 'M', 'W', 'N'])
 0.8 2.53]"
539,warehouses,"['Syrian Arab Republic' 'Al Qunayţirah' 533133 list(['H', 'D', 'P']) 0.76
 2.8]"
540,warehouses,"['Turkmenistan' 'Balkan' 498812 list(['S', 'P', 'D', 'X', 'Q']) 0.63 2.67]"
541,warehouses,"['South Africa' 'Eastern Cape' 524291 list(['M', 'T', 'P', 'S']) 0.72 2.61]"
542,warehouses,"['Saint Vincent and the Grenadines' 'Charlotte' 594576
 list(['B', 'Z', 'U', 'O']) 0.98 2.97]"
543,warehouses,"['Guernsey' 'Unknown' 115399 list(['G', 'J', 'D', 'T', 'E']) 0.6 2.32]"
544,warehouses,"['Turks and Caicos Islands' 'Unknown' 724069
 list(['U', 'S', 'G', 'I', 'O', 'Y', 'W']) 0.87 1.95]"
545,warehouses,['Armenia' 'Širak' 441998 list(['N']) 0.91 2.14]
546,warehouses,"['Fiji' 'Cakaudrove' 454741 list(['J', 'V']) 0.92 2.39]"
547,warehouses,"['Chile' 'Coquimbo' 721312 list(['M', 'S', 'B', 'N']) 0.51 2.66]"
548,warehouses,"['Nauru' 'Anetan' 173862 list(['U', 'B', 'M', 'S', 'D']) 0.62 2.17]"
549,warehouses,"['Iran, Islamic Republic of' 'Eşfahān' 105918
 list(['G', 'Y', 'X', 'N', 'Z', 'B', 'W']) 0.85 2.97]"
550,warehouses,"['Portugal' 'Portalegre' 679163 list(['T', 'X', 'P', 'C', 'S', 'R', 'A'])
 0.96 2.66]"
551,warehouses,"['South Africa' 'Northern Cape' 175458
 list(['A', 'D', 'Q', 'N', 'G', 'S']) 0.94 2.78]"
552,warehouses,"['Germany' 'Rheinland-Pfalz' 727779 list(['S', 'I', 'N', 'P']) 0.9 2.7]"
553,warehouses,"['Oman' 'Janūb ash Sharqīyah' 629313 list(['P', 'O', 'D', 'Q', 'L', 'K'])
 0.7 1.82]"
554,warehouses,['Norfolk Island' 'Unknown' 929596 list(['L']) 0.88 2.61]
555,warehouses,"['Brazil' 'Paraíba' 916584 list(['T', 'P', 'J', 'X', 'G']) 0.78 2.44]"
556,warehouses,"['United Arab Emirates' 'Umm al Qaywayn' 298045
 list(['T', 'G', 'X', 'N', 'H', 'A', 'S']) 0.66 1.75]"
557,warehouses,"['Mayotte' 'Unknown' 393016 list(['Q', 'X', 'Z', 'N', 'E', 'B', 'M']) 0.93
 1.91]"
558,warehouses,"[""Democratic People's Republic of Korea"" 'Hamgyǒng-namdo' 669077
 list(['Q', 'X', 'E', 'B', 'P', 'K']) 0.93 2.57]"
559,warehouses,"['Holy See (Vatican City State)' 'Unknown' 923532
 list(['F', 'Z', 'E', 'K']) 0.79 2.7]"
560,warehouses,"['Seychelles' 'Grand Anse Praslin' 873365 list(['Y', 'I', 'F', 'M']) 0.64
 2.57]"
561,warehouses,"['Guam' 'Unknown' 643851 list(['N', 'P', 'W', 'L', 'C', 'F', 'X']) 0.94
 2.46]"
562,warehouses,"['Armenia' 'Vayoć Jor' 401971 list(['J', 'X', 'P', 'U', 'O', 'G']) 0.81
 2.81]"
563,warehouses,"['Sierra Leone' 'Western Area (Freetown)' 514487
 list(['G', 'E', 'D', 'A']) 0.6 2.52]"
564,warehouses,"['Poland' 'Zachodniopomorskie' 957116 list(['X', 'T', 'V', 'H', 'L', 'A'])
 0.81 2.14]"
565,warehouses,"['Micronesia, Federated States of' 'Chuuk' 345692
 list(['B', 'L', 'E', 'X', 'D', 'Z']) 0.68 1.82]"
566,warehouses,"['Germany' 'Saarland' 136211 list(['C', 'K', 'S']) 0.88 2.24]"
567,warehouses,"['Faroe Islands' 'Unknown' 380536 list(['E', 'Z', 'G', 'X', 'F', 'M'])
 0.95 1.88]"
568,warehouses,"['Saint Barthélemy' 'Unknown' 610305 list(['P', 'E', 'J', 'F', 'X']) 0.66
 2.29]"
569,warehouses,"['Réunion' 'Unknown' 802809 list(['R', 'H', 'Y', 'P']) 0.9 2.08]"
570,warehouses,"['South Georgia and the South Sandwich Islands' 'Unknown' 518204
 list(['K', 'I', 'L']) 0.88 1.89]"
571,warehouses,"['Brazil' 'Distrito Federal' 182247 list(['S', 'Q', 'L', 'P', 'K']) 0.57
 2.91]"
572,warehouses,['Liechtenstein' 'Gamprin' 503373 list(['I']) 0.5 2.29]
573,warehouses,"['Liechtenstein' 'Schellenberg' 684684 list(['P', 'Z']) 0.62 2.02]"
574,warehouses,"['Bhutan' 'Zhemgang' 574433 list(['J', 'N', 'Y']) 0.79 2.36]"
575,warehouses,"['Serbia' 'Južnobanatski okrug' 834168
 list(['S', 'P', 'C', 'N', 'O', 'D']) 0.74 2.15]"
576,warehouses,['Singapore' 'South West' 582724 list(['G']) 0.79 2.63]
577,warehouses,"['Rwanda' 'Northern' 976557 list(['K', 'E']) 0.53 2.02]"
578,warehouses,"['Seychelles' 'Ile Perseverance II' 818828 list(['C', 'F', 'S']) 0.94 2.94]"
579,warehouses,"['Montserrat' 'Unknown' 320179 list(['U', 'B', 'C', 'F', 'K']) 0.5 2.82]"
580,warehouses,"[' The Democratic Republic of the Congo' 'Lomami' 277143
 list(['E', 'H', 'L', 'M']) 0.85 2.25]"
581,warehouses,"['Mayotte' 'Unknown' 302337 list(['T', 'M', 'F']) 0.52 2.78]"
582,warehouses,"['Paraguay' 'Caaguazú' 176403 list(['R', 'U', 'V', 'X', 'I', 'W', 'O'])
 0.91 2.38]"
583,warehouses,"['Bolivarian Republic of Venezuela' 'Bolívar' 312251
 list(['F', 'R', 'U', 'Y', 'J', 'C', 'X']) 0.93 2.29]"
584,warehouses,['France' 'Mayotte' 201442 list(['B']) 0.95 2.83]
585,warehouses,"['South Sudan' 'Western Equatoria' 604853 list(['V', 'O', 'C', 'D', 'S'])
 0.76 2.61]"
586,warehouses,"['Suriname' 'Commewijne' 871572 list(['E', 'V', 'W', 'X']) 0.57 2.31]"
587,warehouses,"['Timor-Leste' 'Cova Lima' 258681 list(['J', 'H', 'L', 'Q']) 0.96 1.89]"
588,warehouses,"['Comoros' 'Andjouân' 846130 list(['R', 'D']) 0.82 2.36]"
589,warehouses,"['Austria' 'Salzburg' 819561 list(['K', 'R', 'A', 'J']) 0.85 2.64]"
590,warehouses,['Norfolk Island' 'Unknown' 285083 list(['C']) 0.61 2.49]
591,warehouses,"['Ghana' 'Upper East' 619604 list(['V', 'E', 'K', 'C', 'F']) 0.66 1.94]"
592,warehouses,"['Fiji' 'Macuata' 346247 list(['Y', 'X', 'A', 'S', 'T', 'J', 'C']) 0.83
 1.77]"
593,warehouses,"['Cocos (Keeling) Islands' 'Unknown' 830688
 list(['E', 'L', 'S', 'W', 'D', 'U', 'Y']) 0.73 2.04]"
594,warehouses,"['Federated States of Micronesia' 'Pohnpei' 130823 list(['I', 'B', 'O'])
 0.85 2.7]"
595,warehouses,"['New Caledonia' 'Unknown' 471849 list(['X', 'U', 'T', 'Z', 'J']) 0.6 2.06]"
596,warehouses,"['Antarctica' 'Unknown' 842926 list(['E', 'B', 'F', 'P', 'N', 'W', 'H'])
 0.84 1.79]"
597,warehouses,"['Saint Kitts and Nevis' 'Saint Thomas Middle Island' 617653
 list(['Z', 'H', 'S']) 0.82 2.11]"
598,warehouses,"['Saint Kitts and Nevis' 'Saint Anne Sandy Point' 658056
 list(['Z', 'S', 'R', 'P']) 0.94 2.96]"
599,warehouses,"['Lebanon' 'Jabal Lubnān' 644589 list(['O', 'A', 'X', 'E', 'T', 'W', 'I'])
 0.69 2.92]"
600,warehouses,['Marshall Islands' 'Utrik' 586679 list(['F']) 0.51 2.46]
601,warehouses,"['Botswana' 'Lobatse' 562969 list(['Z', 'U', 'E']) 0.83 1.92]"
602,warehouses,"['Guam' 'Unknown' 901297 list(['L', 'X', 'E']) 0.53 2.0]"
603,warehouses,"['Japan' 'Gunma' 842697 list(['V', 'O', 'C', 'U', 'P', 'E', 'A']) 0.93
 2.46]"
604,warehouses,"['Libya' 'Nālūt' 214482 list(['M', 'O', 'Q']) 0.98 2.18]"
605,warehouses,"['Tunisia' 'Jendouba' 260630 list(['D', 'P', 'W', 'T']) 0.64 1.82]"
606,warehouses,"['Christmas Island' 'Unknown' 525345 list(['S', 'P', 'D']) 0.93 2.68]"
607,warehouses,"['Argentina' 'Mendoza' 312288 list(['R', 'A', 'N']) 0.67 2.13]"
608,warehouses,"['Guinea-Bissau' 'Bolama / Bijagós' 637712
 list(['A', 'E', 'S', 'Y', 'M', 'H', 'V']) 0.91 2.87]"
609,warehouses,"['Andorra' 'Encamp' 973853 list(['A', 'K', 'R', 'W', 'D', 'H', 'S']) 0.58
 2.25]"
610,warehouses,"['Slovakia' 'Prešovský kraj' 805314 list(['N', 'J', 'T', 'D', 'V']) 0.7
 2.4]"
611,warehouses,"['Israel' 'Al Awsaţ' 775013 list(['O', 'U']) 0.64 2.44]"
612,warehouses,"['Georgia' 'Samegrelo-Zemo Svaneti' 919120 list(['I', 'B', 'K']) 0.91 2.03]"
613,warehouses,"['El Salvador' 'Ahuachapán' 916170 list(['X', 'W', 'D', 'A']) 0.85 2.75]"
614,warehouses,"['Gibraltar' 'Unknown' 905613 list(['U', 'O', 'R', 'W', 'D']) 0.96 2.97]"
615,warehouses,"['Dominican Republic' 'Cibao Noroeste' 140866
 list(['A', 'F', 'J', 'B', 'V', 'S', 'Y']) 0.95 1.86]"
616,warehouses,"['Curaçao' 'Unknown' 345206 list(['R', 'O', 'H', 'S']) 0.81 2.96]"
617,warehouses,"['Cyprus' 'Larnaka' 375007 list(['S', 'R', 'T', 'A', 'I', 'J', 'L']) 0.89
 2.45]"
618,warehouses,['Sao Tome and Principe' 'Cantagalo' 198084 list(['P']) 0.58 2.54]
619,warehouses,"['Saint Martin (French part)' 'Unknown' 162796 list(['O', 'I', 'Z']) 0.51
 2.08]"
620,warehouses,['Comoros' 'Ngazidja' 523068 list(['L']) 0.85 2.93]
621,warehouses,"['Faroe Islands' 'Unknown' 885712 list(['X', 'J', 'I', 'N']) 0.75 2.11]"
622,warehouses,"['Dominica' 'Saint Andrew' 871372 list(['M', 'S', 'T']) 0.79 2.06]"
623,warehouses,"['Zimbabwe' 'Matabeleland South' 257286 list(['X', 'J', 'O']) 0.52 2.11]"
624,warehouses,"['Wallis and Futuna' 'Uvea' 497534 list(['X', 'M', 'Y', 'P', 'Q']) 0.64
 1.93]"
625,warehouses,"['Tanzania, United Republic of' 'Shinyanga' 483339
 list(['X', 'M', 'F', 'V', 'G', 'O', 'Z']) 0.92 2.01]"
626,warehouses,"['Svalbard and Jan Mayen' 'Unknown' 133287 list(['M', 'W', 'Y']) 0.56 2.46]"
627,warehouses,['Australia' 'Australian Capital Territory' 147945 list(['E']) 0.88 2.04]
628,warehouses,['San Marino' 'Montegiardino' 679250 list(['H']) 0.84 2.42]
629,warehouses,"['Niue' 'Unknown' 274601 list(['E', 'L', 'K', 'Y', 'W', 'I']) 0.76 1.89]"
630,warehouses,"['Maldives' 'Unknown' 742500 list(['O', 'C', 'E', 'M', 'T']) 0.53 1.95]"
631,warehouses,"['Saint Vincent and the Grenadines' 'Saint David' 861965
 list(['T', 'H', 'J']) 0.94 1.92]"
632,warehouses,"['United States' 'Johnston Atoll' 711521
 list(['X', 'M', 'I', 'L', 'F', 'H']) 0.72 1.92]"
633,warehouses,"['Tonga' ""Ha'apai"" 983278 list(['H', 'G', 'X', 'Q']) 0.94 1.91]"
634,warehouses,"['Turks and Caicos Islands' 'Unknown' 944666
 list(['O', 'R', 'C', 'Q', 'U', 'P', 'I']) 0.74 1.86]"
635,warehouses,['Angola' 'Moxico' 152203 list(['E']) 0.94 1.99]
636,warehouses,"['San Marino' 'Serravalle' 689191 list(['B', 'C', 'J']) 0.62 1.82]"
637,warehouses,"['Nicaragua' 'Estelí' 541345 list(['A', 'C', 'I', 'Q', 'T', 'V']) 0.57
 2.42]"
638,warehouses,"['Ecuador' 'El Oro' 137387 list(['L', 'S', 'C', 'H']) 0.95 2.6]"
639,warehouses,"['Liberia' 'River Gee' 760039 list(['U', 'W', 'G']) 0.92 2.85]"
640,warehouses,"['Saint Barthélemy' 'Unknown' 812482 list(['D', 'R', 'B', 'N']) 0.99 2.22]"
641,warehouses,"['Madagascar' 'Mahajanga' 390715 list(['K', 'C', 'L', 'G', 'X']) 0.67 2.27]"
642,warehouses,"['Sierra Leone' 'North Western' 441723 list(['K', 'Y', 'L', 'G']) 0.65 2.4]"
643,warehouses,"['Faroe Islands' 'Unknown' 169745 list(['A', 'H']) 0.77 2.05]"
