,From,To,From_Table,To_Table,Weight,Distance,Duration,Rental price,price,profit_margin (%),Annual_sales,Edge_Name,market_share (%)
4968,1205,4864,Warehouses,Products,183563,0,0,0,4938.64,9,0,Related_To,
4969,1565,4864,Warehouses,Products,183778,0,0,0,4938.64,9,0,Related_To,
4970,1143,4864,Warehouses,Products,183993,0,0,0,4938.64,9,0,Related_To,
4971,1303,4864,Warehouses,Products,184208,0,0,0,4938.64,9,0,Related_To,
4972,1454,4864,Warehouses,Products,184423,0,0,0,4938.64,9,0,Related_To,
4973,1261,4864,Warehouses,Products,184638,0,0,0,4938.64,9,0,Related_To,
4974,643,4864,Warehouses,Products,184853,0,0,0,4938.64,9,0,Related_To,
4975,1151,4865,Warehouses,Products,185033,0,0,0,757.29,38,0,Related_To,
4976,1352,4865,Warehouses,Products,185213,0,0,0,757.29,38,0,Related_To,
4977,989,4865,Warehouses,Products,185393,0,0,0,757.29,38,0,Related_To,
4978,1333,4865,Warehouses,Products,185573,0,0,0,757.29,38,0,Related_To,
4979,1477,4865,Warehouses,Products,185753,0,0,0,757.29,38,0,Related_To,
4980,1339,4865,Warehouses,Products,185933,0,0,0,757.29,38,0,Related_To,
4981,1156,4865,Warehouses,Products,186113,0,0,0,757.29,38,0,Related_To,
4982,974,4865,Warehouses,Products,186293,0,0,0,757.29,38,0,Related_To,
4983,1304,4865,Warehouses,Products,186473,0,0,0,757.29,38,0,Related_To,
4984,1413,4866,Warehouses,Products,186518,0,0,0,599.44,22,0,Related_To,
4985,1362,4866,Warehouses,Products,186563,0,0,0,599.44,22,0,Related_To,
4986,656,4866,Warehouses,Products,186608,0,0,0,599.44,22,0,Related_To,
4987,1162,4866,Warehouses,Products,186653,0,0,0,599.44,22,0,Related_To,
4988,739,4866,Warehouses,Products,186698,0,0,0,599.44,22,0,Related_To,
4989,1528,4866,Warehouses,Products,186743,0,0,0,599.44,22,0,Related_To,
4990,1036,4866,Warehouses,Products,186788,0,0,0,599.44,22,0,Related_To,
4991,1222,4867,Warehouses,Products,186968,0,0,0,899.39,28,0,Related_To,
4992,1235,4867,Warehouses,Products,187148,0,0,0,899.39,28,0,Related_To,
4993,1292,4867,Warehouses,Products,187328,0,0,0,899.39,28,0,Related_To,
4994,1207,4867,Warehouses,Products,187508,0,0,0,899.39,28,0,Related_To,
4995,1303,4867,Warehouses,Products,187688,0,0,0,899.39,28,0,Related_To,
4996,1323,4867,Warehouses,Products,187868,0,0,0,899.39,28,0,Related_To,
4997,1211,4867,Warehouses,Products,188048,0,0,0,899.39,28,0,Related_To,
4998,1552,4867,Warehouses,Products,188228,0,0,0,899.39,28,0,Related_To,
4999,732,4867,Warehouses,Products,188408,0,0,0,899.39,28,0,Related_To,
5000,1354,4868,Warehouses,Products,188453,0,0,0,275.15,8,0,Related_To,
5001,1393,4868,Warehouses,Products,188498,0,0,0,275.15,8,0,Related_To,
5002,875,4868,Warehouses,Products,188543,0,0,0,275.15,8,0,Related_To,
5003,1548,4868,Warehouses,Products,188588,0,0,0,275.15,8,0,Related_To,
5004,622,4868,Warehouses,Products,188633,0,0,0,275.15,8,0,Related_To,
5005,868,4868,Warehouses,Products,188678,0,0,0,275.15,8,0,Related_To,
5006,701,4869,Warehouses,Products,188858,0,0,0,742.5,28,0,Related_To,
5007,703,4869,Warehouses,Products,189038,0,0,0,742.5,28,0,Related_To,
5008,1097,4869,Warehouses,Products,189218,0,0,0,742.5,28,0,Related_To,
5009,1124,4869,Warehouses,Products,189398,0,0,0,742.5,28,0,Related_To,
5010,1049,4869,Warehouses,Products,189578,0,0,0,742.5,28,0,Related_To,
5011,952,4869,Warehouses,Products,189758,0,0,0,742.5,28,0,Related_To,
5012,1540,4869,Warehouses,Products,189938,0,0,0,742.5,28,0,Related_To,
5013,1415,4869,Warehouses,Products,190118,0,0,0,742.5,28,0,Related_To,
5014,1430,4869,Warehouses,Products,190298,0,0,0,742.5,28,0,Related_To,
5015,1144,4870,Warehouses,Products,190478,0,0,0,3.36,28,0,Related_To,
5016,1166,4870,Warehouses,Products,190658,0,0,0,3.36,28,0,Related_To,
5017,1138,4870,Warehouses,Products,190838,0,0,0,3.36,28,0,Related_To,
5018,1306,4870,Warehouses,Products,191018,0,0,0,3.36,28,0,Related_To,
5019,744,4870,Warehouses,Products,191198,0,0,0,3.36,28,0,Related_To,
5020,995,4870,Warehouses,Products,191378,0,0,0,3.36,28,0,Related_To,
5021,1234,4871,Warehouses,Products,191423,0,0,0,751.23,12,0,Related_To,
5022,838,4871,Warehouses,Products,191468,0,0,0,751.23,12,0,Related_To,
5023,1265,4872,Warehouses,Products,191513,0,0,0,49.77,11,0,Related_To,
5024,891,4872,Warehouses,Products,191558,0,0,0,49.77,11,0,Related_To,
5025,1347,4872,Warehouses,Products,191603,0,0,0,49.77,11,0,Related_To,
5026,976,4872,Warehouses,Products,191648,0,0,0,49.77,11,0,Related_To,
5027,1555,4872,Warehouses,Products,191693,0,0,0,49.77,11,0,Related_To,
5028,1072,4872,Warehouses,Products,191738,0,0,0,49.77,11,0,Related_To,
5029,1585,4872,Warehouses,Products,191783,0,0,0,49.77,11,0,Related_To,
5030,1099,4872,Warehouses,Products,191828,0,0,0,49.77,11,0,Related_To,
5031,1471,4872,Warehouses,Products,191873,0,0,0,49.77,11,0,Related_To,
5032,890,4873,Warehouses,Products,191918,0,0,0,7.34,11,0,Related_To,
5033,1469,4873,Warehouses,Products,191963,0,0,0,7.34,11,0,Related_To,
5034,617,4873,Warehouses,Products,192008,0,0,0,7.34,11,0,Related_To,
5035,897,4873,Warehouses,Products,192053,0,0,0,7.34,11,0,Related_To,
5036,1099,4873,Warehouses,Products,192098,0,0,0,7.34,11,0,Related_To,
5037,1528,4873,Warehouses,Products,192143,0,0,0,7.34,11,0,Related_To,
5038,1410,4873,Warehouses,Products,192188,0,0,0,7.34,11,0,Related_To,
5039,641,4873,Warehouses,Products,192233,0,0,0,7.34,11,0,Related_To,
5040,753,4874,Warehouses,Products,192413,0,0,0,3.38,48,0,Related_To,
5041,817,4874,Warehouses,Products,192593,0,0,0,3.38,48,0,Related_To,
5042,1192,4874,Warehouses,Products,192773,0,0,0,3.38,48,0,Related_To,
5043,1422,4874,Warehouses,Products,192953,0,0,0,3.38,48,0,Related_To,
5044,1343,4874,Warehouses,Products,193133,0,0,0,3.38,48,0,Related_To,
5045,1173,4875,Warehouses,Products,193483,0,0,0,4919.8,47,0,Related_To,
5046,1310,4875,Warehouses,Products,193833,0,0,0,4919.8,47,0,Related_To,
5047,1226,4875,Warehouses,Products,194183,0,0,0,4919.8,47,0,Related_To,
5048,927,4875,Warehouses,Products,194533,0,0,0,4919.8,47,0,Related_To,
5049,767,4875,Warehouses,Products,194883,0,0,0,4919.8,47,0,Related_To,
5050,1215,4875,Warehouses,Products,195233,0,0,0,4919.8,47,0,Related_To,
5051,622,4875,Warehouses,Products,195583,0,0,0,4919.8,47,0,Related_To,
5052,880,4876,Warehouses,Products,195628,0,0,0,532.83,10,0,Related_To,
5053,1482,4876,Warehouses,Products,195673,0,0,0,532.83,10,0,Related_To,
5054,621,4876,Warehouses,Products,195718,0,0,0,532.83,10,0,Related_To,
5055,829,4876,Warehouses,Products,195763,0,0,0,532.83,10,0,Related_To,
5056,1164,4876,Warehouses,Products,195808,0,0,0,532.83,10,0,Related_To,
5057,1581,4876,Warehouses,Products,195853,0,0,0,532.83,10,0,Related_To,
5058,1505,4876,Warehouses,Products,195898,0,0,0,532.83,10,0,Related_To,
5059,974,4876,Warehouses,Products,195943,0,0,0,532.83,10,0,Related_To,
5060,1197,4876,Warehouses,Products,195988,0,0,0,532.83,10,0,Related_To,
5061,1153,4876,Warehouses,Products,196033,0,0,0,532.83,10,0,Related_To,
5062,1471,4877,Warehouses,Products,196078,0,0,0,273.76,23,0,Related_To,
5063,1509,4877,Warehouses,Products,196123,0,0,0,273.76,23,0,Related_To,
5064,1220,4877,Warehouses,Products,196168,0,0,0,273.76,23,0,Related_To,
5065,718,4877,Warehouses,Products,196213,0,0,0,273.76,23,0,Related_To,
5066,1321,4877,Warehouses,Products,196258,0,0,0,273.76,23,0,Related_To,
5067,1432,4878,Warehouses,Products,196438,0,0,0,991.51,33,0,Related_To,
5068,671,4878,Warehouses,Products,196618,0,0,0,991.51,33,0,Related_To,
5069,1100,4878,Warehouses,Products,196798,0,0,0,991.51,33,0,Related_To,
5070,1403,4878,Warehouses,Products,196978,0,0,0,991.51,33,0,Related_To,
5071,1057,4878,Warehouses,Products,197158,0,0,0,991.51,33,0,Related_To,
5072,1555,4878,Warehouses,Products,197338,0,0,0,991.51,33,0,Related_To,
5073,687,4879,Warehouses,Products,197383,0,0,0,64.31,26,0,Related_To,
5074,813,4879,Warehouses,Products,197428,0,0,0,64.31,26,0,Related_To,
5075,762,4879,Warehouses,Products,197473,0,0,0,64.31,26,0,Related_To,
5076,939,4879,Warehouses,Products,197518,0,0,0,64.31,26,0,Related_To,
5077,1192,4879,Warehouses,Products,197563,0,0,0,64.31,26,0,Related_To,
5078,874,4879,Warehouses,Products,197608,0,0,0,64.31,26,0,Related_To,
5079,1085,4879,Warehouses,Products,197653,0,0,0,64.31,26,0,Related_To,
5080,933,4879,Warehouses,Products,197698,0,0,0,64.31,26,0,Related_To,
5081,866,4880,Warehouses,Products,197878,0,0,0,32.24,45,0,Related_To,
5082,814,4880,Warehouses,Products,198058,0,0,0,32.24,45,0,Related_To,
5083,1465,4880,Warehouses,Products,198238,0,0,0,32.24,45,0,Related_To,
5084,882,4880,Warehouses,Products,198418,0,0,0,32.24,45,0,Related_To,
5085,1072,4880,Warehouses,Products,198598,0,0,0,32.24,45,0,Related_To,
5086,1175,4880,Warehouses,Products,198778,0,0,0,32.24,45,0,Related_To,
5087,722,4880,Warehouses,Products,198958,0,0,0,32.24,45,0,Related_To,
5088,975,4881,Warehouses,Products,199173,0,0,0,8242.19,21,0,Related_To,
5089,1025,4882,Warehouses,Products,199353,0,0,0,24.87,42,0,Related_To,
5090,789,4882,Warehouses,Products,199533,0,0,0,24.87,42,0,Related_To,
5091,940,4882,Warehouses,Products,199713,0,0,0,24.87,42,0,Related_To,
5092,899,4883,Warehouses,Products,199893,0,0,0,2.1,36,0,Related_To,
5093,1034,4883,Warehouses,Products,200073,0,0,0,2.1,36,0,Related_To,
5094,872,4883,Warehouses,Products,200253,0,0,0,2.1,36,0,Related_To,
5095,1237,4883,Warehouses,Products,200433,0,0,0,2.1,36,0,Related_To,
5096,603,4883,Warehouses,Products,200613,0,0,0,2.1,36,0,Related_To,
5097,1409,4883,Warehouses,Products,200793,0,0,0,2.1,36,0,Related_To,
5098,785,4883,Warehouses,Products,200973,0,0,0,2.1,36,0,Related_To,
5099,845,4883,Warehouses,Products,201153,0,0,0,2.1,36,0,Related_To,
5100,734,4883,Warehouses,Products,201333,0,0,0,2.1,36,0,Related_To,
5101,753,4883,Warehouses,Products,201513,0,0,0,2.1,36,0,Related_To,
5102,816,4884,Warehouses,Products,201728,0,0,0,7807.82,16,0,Related_To,
5103,935,4884,Warehouses,Products,201943,0,0,0,7807.82,16,0,Related_To,
5104,1211,4884,Warehouses,Products,202158,0,0,0,7807.82,16,0,Related_To,
5105,1212,4885,Warehouses,Products,202508,0,0,0,1794.14,42,0,Related_To,
5106,909,4885,Warehouses,Products,202858,0,0,0,1794.14,42,0,Related_To,
5107,1521,4885,Warehouses,Products,203208,0,0,0,1794.14,42,0,Related_To,
5108,962,4885,Warehouses,Products,203558,0,0,0,1794.14,42,0,Related_To,
5109,682,4885,Warehouses,Products,203908,0,0,0,1794.14,42,0,Related_To,
5110,1205,4886,Warehouses,Products,204123,0,0,0,8883.41,10,0,Related_To,
5111,1467,4886,Warehouses,Products,204338,0,0,0,8883.41,10,0,Related_To,
5112,662,4886,Warehouses,Products,204553,0,0,0,8883.41,10,0,Related_To,
5113,1448,4886,Warehouses,Products,204768,0,0,0,8883.41,10,0,Related_To,
5114,620,4886,Warehouses,Products,204983,0,0,0,8883.41,10,0,Related_To,
5115,746,4887,Warehouses,Products,205163,0,0,0,46.56,32,0,Related_To,
5116,843,4887,Warehouses,Products,205343,0,0,0,46.56,32,0,Related_To,
5117,1535,4887,Warehouses,Products,205523,0,0,0,46.56,32,0,Related_To,
5118,1009,4887,Warehouses,Products,205703,0,0,0,46.56,32,0,Related_To,
5119,1554,4888,Warehouses,Products,205748,0,0,0,936.43,6,0,Related_To,
5120,1527,4888,Warehouses,Products,205793,0,0,0,936.43,6,0,Related_To,
5121,1382,4888,Warehouses,Products,205838,0,0,0,936.43,6,0,Related_To,
5122,903,4888,Warehouses,Products,205883,0,0,0,936.43,6,0,Related_To,
5123,1491,4889,Warehouses,Products,205928,0,0,0,1.5,17,0,Related_To,
5124,895,4889,Warehouses,Products,205973,0,0,0,1.5,17,0,Related_To,
5125,1325,4889,Warehouses,Products,206018,0,0,0,1.5,17,0,Related_To,
5126,1096,4889,Warehouses,Products,206063,0,0,0,1.5,17,0,Related_To,
5127,1051,4889,Warehouses,Products,206108,0,0,0,1.5,17,0,Related_To,
5128,1333,4889,Warehouses,Products,206153,0,0,0,1.5,17,0,Related_To,
5129,1404,4889,Warehouses,Products,206198,0,0,0,1.5,17,0,Related_To,
5130,1317,4890,Warehouses,Products,206243,0,0,0,6.31,25,0,Related_To,
5131,1227,4890,Warehouses,Products,206288,0,0,0,6.31,25,0,Related_To,
5132,622,4890,Warehouses,Products,206333,0,0,0,6.31,25,0,Related_To,
5133,1406,4890,Warehouses,Products,206378,0,0,0,6.31,25,0,Related_To,
5134,817,4890,Warehouses,Products,206423,0,0,0,6.31,25,0,Related_To,
5135,1479,4890,Warehouses,Products,206468,0,0,0,6.31,25,0,Related_To,
5136,938,4890,Warehouses,Products,206513,0,0,0,6.31,25,0,Related_To,
5137,1458,4891,Warehouses,Products,206693,0,0,0,62.52,28,0,Related_To,
5138,701,4891,Warehouses,Products,206873,0,0,0,62.52,28,0,Related_To,
5139,776,4891,Warehouses,Products,207053,0,0,0,62.52,28,0,Related_To,
5140,1445,4892,Warehouses,Products,207098,0,0,0,193.37,8,0,Related_To,
5141,1196,4892,Warehouses,Products,207143,0,0,0,193.37,8,0,Related_To,
5142,1581,4892,Warehouses,Products,207188,0,0,0,193.37,8,0,Related_To,
5143,1274,4892,Warehouses,Products,207233,0,0,0,193.37,8,0,Related_To,
5144,1484,4892,Warehouses,Products,207278,0,0,0,193.37,8,0,Related_To,
5145,1488,4892,Warehouses,Products,207323,0,0,0,193.37,8,0,Related_To,
5146,642,4892,Warehouses,Products,207368,0,0,0,193.37,8,0,Related_To,
5147,820,4892,Warehouses,Products,207413,0,0,0,193.37,8,0,Related_To,
5148,706,4892,Warehouses,Products,207458,0,0,0,193.37,8,0,Related_To,
5149,871,4892,Warehouses,Products,207503,0,0,0,193.37,8,0,Related_To,
5150,1240,4893,Warehouses,Products,207683,0,0,0,98.97,37,0,Related_To,
5151,1222,4893,Warehouses,Products,207863,0,0,0,98.97,37,0,Related_To,
5152,1186,4893,Warehouses,Products,208043,0,0,0,98.97,37,0,Related_To,
5153,1401,4893,Warehouses,Products,208223,0,0,0,98.97,37,0,Related_To,
5154,1508,4893,Warehouses,Products,208403,0,0,0,98.97,37,0,Related_To,
5155,733,4893,Warehouses,Products,208583,0,0,0,98.97,37,0,Related_To,
5156,1125,4893,Warehouses,Products,208763,0,0,0,98.97,37,0,Related_To,
5157,1564,4894,Warehouses,Products,208943,0,0,0,69.78,33,0,Related_To,
5158,633,4894,Warehouses,Products,209123,0,0,0,69.78,33,0,Related_To,
5159,1039,4895,Warehouses,Products,209473,0,0,0,9549.33,40,0,Related_To,
5160,1283,4895,Warehouses,Products,209823,0,0,0,9549.33,40,0,Related_To,
5161,965,4895,Warehouses,Products,210173,0,0,0,9549.33,40,0,Related_To,
5162,1486,4895,Warehouses,Products,210523,0,0,0,9549.33,40,0,Related_To,
5163,1448,4895,Warehouses,Products,210873,0,0,0,9549.33,40,0,Related_To,
5164,1012,4896,Warehouses,Products,210918,0,0,0,68.75,18,0,Related_To,
5165,1136,4896,Warehouses,Products,210963,0,0,0,68.75,18,0,Related_To,
5166,1206,4896,Warehouses,Products,211008,0,0,0,68.75,18,0,Related_To,
5167,820,4897,Warehouses,Products,211053,0,0,0,713.21,21,0,Related_To,
5168,1560,4897,Warehouses,Products,211098,0,0,0,713.21,21,0,Related_To,
5169,651,4897,Warehouses,Products,211143,0,0,0,713.21,21,0,Related_To,
5170,1143,4897,Warehouses,Products,211188,0,0,0,713.21,21,0,Related_To,
5171,1169,4897,Warehouses,Products,211233,0,0,0,713.21,21,0,Related_To,
5172,629,4897,Warehouses,Products,211278,0,0,0,713.21,21,0,Related_To,
5173,779,4897,Warehouses,Products,211323,0,0,0,713.21,21,0,Related_To,
5174,862,4898,Warehouses,Products,211673,0,0,0,2941.72,41,0,Related_To,
5175,1483,4898,Warehouses,Products,212023,0,0,0,2941.72,41,0,Related_To,
5176,852,4898,Warehouses,Products,212373,0,0,0,2941.72,41,0,Related_To,
5177,944,4898,Warehouses,Products,212723,0,0,0,2941.72,41,0,Related_To,
5178,1317,4898,Warehouses,Products,213073,0,0,0,2941.72,41,0,Related_To,
5179,682,4898,Warehouses,Products,213423,0,0,0,2941.72,41,0,Related_To,
5180,1365,4899,Warehouses,Products,213773,0,0,0,7367.6,35,0,Related_To,
5181,1329,4899,Warehouses,Products,214123,0,0,0,7367.6,35,0,Related_To,
5182,1178,4899,Warehouses,Products,214473,0,0,0,7367.6,35,0,Related_To,
5183,1374,4899,Warehouses,Products,214823,0,0,0,7367.6,35,0,Related_To,
5184,1457,4899,Warehouses,Products,215173,0,0,0,7367.6,35,0,Related_To,
5185,1121,4899,Warehouses,Products,215523,0,0,0,7367.6,35,0,Related_To,
5186,1106,4899,Warehouses,Products,215873,0,0,0,7367.6,35,0,Related_To,
5187,807,4900,Warehouses,Products,216053,0,0,0,17.41,50,0,Related_To,
5188,781,4900,Warehouses,Products,216233,0,0,0,17.41,50,0,Related_To,
5189,763,4900,Warehouses,Products,216413,0,0,0,17.41,50,0,Related_To,
5190,628,4900,Warehouses,Products,216593,0,0,0,17.41,50,0,Related_To,
5191,641,4901,Warehouses,Products,216773,0,0,0,85.65,47,0,Related_To,
5192,967,4901,Warehouses,Products,216953,0,0,0,85.65,47,0,Related_To,
5193,1023,4902,Warehouses,Products,217168,0,0,0,5333.53,13,0,Related_To,
5194,1315,4902,Warehouses,Products,217383,0,0,0,5333.53,13,0,Related_To,
5195,797,4902,Warehouses,Products,217598,0,0,0,5333.53,13,0,Related_To,
5196,716,4902,Warehouses,Products,217813,0,0,0,5333.53,13,0,Related_To,
5197,1561,4902,Warehouses,Products,218028,0,0,0,5333.53,13,0,Related_To,
5198,676,4902,Warehouses,Products,218243,0,0,0,5333.53,13,0,Related_To,
5199,1251,4903,Warehouses,Products,218423,0,0,0,64.49,29,0,Related_To,
5200,773,4903,Warehouses,Products,218603,0,0,0,64.49,29,0,Related_To,
5201,689,4903,Warehouses,Products,218783,0,0,0,64.49,29,0,Related_To,
5202,1400,4903,Warehouses,Products,218963,0,0,0,64.49,29,0,Related_To,
5203,772,4903,Warehouses,Products,219143,0,0,0,64.49,29,0,Related_To,
5204,1214,4903,Warehouses,Products,219323,0,0,0,64.49,29,0,Related_To,
5205,1017,4903,Warehouses,Products,219503,0,0,0,64.49,29,0,Related_To,
5206,1205,4903,Warehouses,Products,219683,0,0,0,64.49,29,0,Related_To,
5207,1315,4903,Warehouses,Products,219863,0,0,0,64.49,29,0,Related_To,
5208,966,4903,Warehouses,Products,220043,0,0,0,64.49,29,0,Related_To,
5209,1350,4904,Warehouses,Products,220223,0,0,0,25.22,30,0,Related_To,
5210,953,4904,Warehouses,Products,220403,0,0,0,25.22,30,0,Related_To,
5211,803,4905,Warehouses,Products,220583,0,0,0,5.87,43,0,Related_To,
5212,674,4905,Warehouses,Products,220763,0,0,0,5.87,43,0,Related_To,
5213,1250,4905,Warehouses,Products,220943,0,0,0,5.87,43,0,Related_To,
5214,1223,4905,Warehouses,Products,221123,0,0,0,5.87,43,0,Related_To,
5215,1505,4906,Warehouses,Products,221168,0,0,0,6.96,9,0,Related_To,
5216,1364,4906,Warehouses,Products,221213,0,0,0,6.96,9,0,Related_To,
5217,1511,4906,Warehouses,Products,221258,0,0,0,6.96,9,0,Related_To,
5218,769,4906,Warehouses,Products,221303,0,0,0,6.96,9,0,Related_To,
5219,842,4906,Warehouses,Products,221348,0,0,0,6.96,9,0,Related_To,
5220,797,4906,Warehouses,Products,221393,0,0,0,6.96,9,0,Related_To,
5221,1479,4906,Warehouses,Products,221438,0,0,0,6.96,9,0,Related_To,
5222,985,4906,Warehouses,Products,221483,0,0,0,6.96,9,0,Related_To,
5223,1484,4906,Warehouses,Products,221528,0,0,0,6.96,9,0,Related_To,
5224,967,4906,Warehouses,Products,221573,0,0,0,6.96,9,0,Related_To,
5225,990,4907,Warehouses,Products,221753,0,0,0,304.79,47,0,Related_To,
5226,1383,4907,Warehouses,Products,221933,0,0,0,304.79,47,0,Related_To,
5227,673,4907,Warehouses,Products,222113,0,0,0,304.79,47,0,Related_To,
5228,1138,4908,Warehouses,Products,222158,0,0,0,868.96,15,0,Related_To,
5229,681,4908,Warehouses,Products,222203,0,0,0,868.96,15,0,Related_To,
5230,1537,4908,Warehouses,Products,222248,0,0,0,868.96,15,0,Related_To,
5231,1529,4908,Warehouses,Products,222293,0,0,0,868.96,15,0,Related_To,
5232,1271,4909,Warehouses,Products,222338,0,0,0,717.39,8,0,Related_To,
5233,1297,4909,Warehouses,Products,222383,0,0,0,717.39,8,0,Related_To,
5234,829,4909,Warehouses,Products,222428,0,0,0,717.39,8,0,Related_To,
5235,1322,4909,Warehouses,Products,222473,0,0,0,717.39,8,0,Related_To,
5236,1206,4909,Warehouses,Products,222518,0,0,0,717.39,8,0,Related_To,
5237,855,4910,Warehouses,Products,222563,0,0,0,179.55,13,0,Related_To,
5238,863,4910,Warehouses,Products,222608,0,0,0,179.55,13,0,Related_To,
5239,1110,4910,Warehouses,Products,222653,0,0,0,179.55,13,0,Related_To,
5240,628,4910,Warehouses,Products,222698,0,0,0,179.55,13,0,Related_To,
5241,1409,4910,Warehouses,Products,222743,0,0,0,179.55,13,0,Related_To,
5242,604,4910,Warehouses,Products,222788,0,0,0,179.55,13,0,Related_To,
5243,965,4910,Warehouses,Products,222833,0,0,0,179.55,13,0,Related_To,
5244,1047,4911,Warehouses,Products,223013,0,0,0,80.19,36,0,Related_To,
5245,1514,4911,Warehouses,Products,223193,0,0,0,80.19,36,0,Related_To,
5246,643,4912,Warehouses,Products,223238,0,0,0,199.61,22,0,Related_To,
5247,1003,4912,Warehouses,Products,223283,0,0,0,199.61,22,0,Related_To,
5248,1551,4912,Warehouses,Products,223328,0,0,0,199.61,22,0,Related_To,
5249,1139,4913,Warehouses,Products,223373,0,0,0,911.18,14,0,Related_To,
5250,1295,4913,Warehouses,Products,223418,0,0,0,911.18,14,0,Related_To,
5251,1416,4913,Warehouses,Products,223463,0,0,0,911.18,14,0,Related_To,
5252,1414,4913,Warehouses,Products,223508,0,0,0,911.18,14,0,Related_To,
5253,1320,4914,Warehouses,Products,223858,0,0,0,7040.86,29,0,Related_To,
5254,643,4914,Warehouses,Products,224208,0,0,0,7040.86,29,0,Related_To,
5255,1294,4914,Warehouses,Products,224558,0,0,0,7040.86,29,0,Related_To,
5256,1296,4915,Warehouses,Products,224738,0,0,0,2.89,47,0,Related_To,
5257,1153,4915,Warehouses,Products,224918,0,0,0,2.89,47,0,Related_To,
5258,1074,4915,Warehouses,Products,225098,0,0,0,2.89,47,0,Related_To,
5259,1552,4915,Warehouses,Products,225278,0,0,0,2.89,47,0,Related_To,
5260,1398,4915,Warehouses,Products,225458,0,0,0,2.89,47,0,Related_To,
5261,1308,4915,Warehouses,Products,225638,0,0,0,2.89,47,0,Related_To,
5262,1108,4915,Warehouses,Products,225818,0,0,0,2.89,47,0,Related_To,
5263,1305,4916,Warehouses,Products,225998,0,0,0,44.17,48,0,Related_To,
5264,605,4917,Warehouses,Products,226178,0,0,0,3.61,39,0,Related_To,
5265,1178,4917,Warehouses,Products,226358,0,0,0,3.61,39,0,Related_To,
5266,666,4917,Warehouses,Products,226538,0,0,0,3.61,39,0,Related_To,
5267,1596,4917,Warehouses,Products,226718,0,0,0,3.61,39,0,Related_To,
5268,778,4917,Warehouses,Products,226898,0,0,0,3.61,39,0,Related_To,
5269,680,4917,Warehouses,Products,227078,0,0,0,3.61,39,0,Related_To,
5270,902,4917,Warehouses,Products,227258,0,0,0,3.61,39,0,Related_To,
5271,743,4918,Warehouses,Products,227608,0,0,0,2129.22,35,0,Related_To,
5272,1209,4918,Warehouses,Products,227958,0,0,0,2129.22,35,0,Related_To,
5273,1244,4918,Warehouses,Products,228308,0,0,0,2129.22,35,0,Related_To,
5274,756,4918,Warehouses,Products,228658,0,0,0,2129.22,35,0,Related_To,
5275,1027,4918,Warehouses,Products,229008,0,0,0,2129.22,35,0,Related_To,
5276,1579,4918,Warehouses,Products,229358,0,0,0,2129.22,35,0,Related_To,
5277,1553,4918,Warehouses,Products,229708,0,0,0,2129.22,35,0,Related_To,
5278,905,4918,Warehouses,Products,230058,0,0,0,2129.22,35,0,Related_To,
5279,1285,4918,Warehouses,Products,230408,0,0,0,2129.22,35,0,Related_To,
5280,894,4919,Warehouses,Products,230588,0,0,0,82.19,27,0,Related_To,
5281,1574,4919,Warehouses,Products,230768,0,0,0,82.19,27,0,Related_To,
5282,718,4919,Warehouses,Products,230948,0,0,0,82.19,27,0,Related_To,
5283,819,4919,Warehouses,Products,231128,0,0,0,82.19,27,0,Related_To,
5284,944,4919,Warehouses,Products,231308,0,0,0,82.19,27,0,Related_To,
5285,1509,4920,Warehouses,Products,231523,0,0,0,8884.77,17,0,Related_To,
5286,1326,4920,Warehouses,Products,231738,0,0,0,8884.77,17,0,Related_To,
5287,1591,4920,Warehouses,Products,231953,0,0,0,8884.77,17,0,Related_To,
5288,1564,4920,Warehouses,Products,232168,0,0,0,8884.77,17,0,Related_To,
5289,994,4920,Warehouses,Products,232383,0,0,0,8884.77,17,0,Related_To,
5290,709,4920,Warehouses,Products,232598,0,0,0,8884.77,17,0,Related_To,
5291,1455,4920,Warehouses,Products,232813,0,0,0,8884.77,17,0,Related_To,
5292,930,4920,Warehouses,Products,233028,0,0,0,8884.77,17,0,Related_To,
5293,955,4921,Warehouses,Products,233208,0,0,0,68.62,38,0,Related_To,
5294,1276,4921,Warehouses,Products,233388,0,0,0,68.62,38,0,Related_To,
5295,1335,4921,Warehouses,Products,233568,0,0,0,68.62,38,0,Related_To,
5296,1344,4921,Warehouses,Products,233748,0,0,0,68.62,38,0,Related_To,
5297,781,4921,Warehouses,Products,233928,0,0,0,68.62,38,0,Related_To,
5298,1246,4921,Warehouses,Products,234108,0,0,0,68.62,38,0,Related_To,
5299,1337,4921,Warehouses,Products,234288,0,0,0,68.62,38,0,Related_To,
5300,625,4922,Warehouses,Products,234468,0,0,0,6.11,47,0,Related_To,
5301,1517,4922,Warehouses,Products,234648,0,0,0,6.11,47,0,Related_To,
5302,1431,4922,Warehouses,Products,234828,0,0,0,6.11,47,0,Related_To,
5303,1475,4922,Warehouses,Products,235008,0,0,0,6.11,47,0,Related_To,
5304,1543,4922,Warehouses,Products,235188,0,0,0,6.11,47,0,Related_To,
5305,895,4923,Warehouses,Products,235403,0,0,0,4890.8,20,0,Related_To,
5306,972,4923,Warehouses,Products,235618,0,0,0,4890.8,20,0,Related_To,
5307,1172,4923,Warehouses,Products,235833,0,0,0,4890.8,20,0,Related_To,
5308,1375,4923,Warehouses,Products,236048,0,0,0,4890.8,20,0,Related_To,
