,fac_id,supplier_id,market_cap,country,city_name,currency,number_of_employees,Annual_sales
978,317079,86494,"278    6.659394e+09
Name: market_capitalization ($), dtype: float64","Micronesia, Federated States of",Kosrae,Dollars,934,54.57
979,985653,86494,"278    1.428228e+10
Name: market_capitalization ($), dtype: float64",New Zealand,Waikato,Dollars,814,1469.83
980,474683,91409,"127    5.436225e+10
Name: market_capitalization ($), dtype: float64",Turkey,Batman,Dollars,925,5033.58
981,749493,91409,"127    1.153934e+10
Name: market_capitalization ($), dtype: float64",Dominican Republic,El Valle,Dollars,363,4959.4
982,379698,91409,"127    2.412462e+10
Name: market_capitalization ($), dtype: float64",Antarctica,Unknown,Dollars,407,326.8
983,699008,91409,"127    1.209866e+10
Name: market_capitalization ($), dtype: float64",Estonia,Saue,Dollars,605,91.52
984,190850,91409,"127    1.118951e+10
Name: market_capitalization ($), dtype: float64",Indonesia,Bengkulu,Dollars,653,9095.84
985,885272,91409,"127    2.345373e+10
Name: market_capitalization ($), dtype: float64",Senegal,Kaolack,Dollars,824,13.75
986,511208,91409,"127    2.723609e+10
Name: market_capitalization ($), dtype: float64",Greece,Thessalía,Dollars,127,5.71
987,944956,91409,"127    8.670681e+09
Name: market_capitalization ($), dtype: float64",Equatorial Guinea,Centro Sud,Dollars,261,39.89
988,615819,91409,"127    3.860786e+09
Name: market_capitalization ($), dtype: float64",Mali,Gao,Dollars,432,8160.6
989,351887,91409,"127    4.977037e+10
Name: market_capitalization ($), dtype: float64",Paraguay,Alto Paraguay,Dollars,380,1.64
990,455590,89745,"85    3.329782e+10
Name: market_capitalization ($), dtype: float64",Croatia,Ličko-senjska županija,Dollars,594,4040.34
991,108410,89745,"85    8.051064e+09
Name: market_capitalization ($), dtype: float64",Senegal,Fatick,Dollars,599,129.32
992,394586,89745,"85    6.753032e+09
Name: market_capitalization ($), dtype: float64",Bangladesh,Sirajganj,Dollars,766,212.85
993,806703,89745,"85    1.098796e+10
Name: market_capitalization ($), dtype: float64",Ghana,Western North,Dollars,295,34.23
994,668648,89745,"85    3.441606e+09
Name: market_capitalization ($), dtype: float64",Costa Rica,Alajuela,Dollars,807,9479.26
995,381376,89745,"85    6.027616e+10
Name: market_capitalization ($), dtype: float64",Afghanistan,Nangarhār,Dollars,995,3297.49
996,917049,89745,"85    6.076345e+10
Name: market_capitalization ($), dtype: float64",Fiji,Ra,Dollars,963,1.7
997,907554,89745,"85    4.532372e+10
Name: market_capitalization ($), dtype: float64",Philippines,Samar,Dollars,865,853.71
998,257421,89745,"85    1.393976e+10
Name: market_capitalization ($), dtype: float64",Guinea-Bissau,Leste,Dollars,159,1.57
999,305812,89745,"85    4.746348e+10
Name: market_capitalization ($), dtype: float64","Bolivia, Plurinational State of",El Beni,Dollars,650,8.56
1000,745118,87209,"224    3.631302e+11
Name: market_capitalization ($), dtype: float64",Niger,Tillabéri,Dollars,900,81.9
1001,646653,87209,"224    2.105399e+11
Name: market_capitalization ($), dtype: float64",Iceland,Grundarfjarðarbær,Dollars,605,84.96
1002,974182,87209,"224    9.681527e+10
Name: market_capitalization ($), dtype: float64",Mauritania,Hodh el Gharbi,Dollars,284,435.22
1003,196810,87209,"224    7.737107e+09
Name: market_capitalization ($), dtype: float64",Japan,Gifu,Dollars,913,77.65
1004,142057,87209,"224    7.031894e+10
Name: market_capitalization ($), dtype: float64",Maldives,South Maalhosmadulu,Dollars,229,3.62
1005,889737,87209,"224    2.111353e+10
Name: market_capitalization ($), dtype: float64",Liberia,Bong,Dollars,689,67.81
1006,437878,87209,"224    8.216287e+10
Name: market_capitalization ($), dtype: float64",Algeria,Médéa,Dollars,264,2.78
1007,304508,87209,"224    2.237784e+09
Name: market_capitalization ($), dtype: float64",Greenland,Kommuneqarfik Sermersooq,Dollars,745,4410.52
1008,719684,87209,"224    4.373015e+10
Name: market_capitalization ($), dtype: float64",Netherlands,Overijssel,Dollars,704,992.54
1009,874877,87209,"224    3.236220e+10
Name: market_capitalization ($), dtype: float64","Taiwan, Province of China",Taitung,Dollars,767,93.28
1010,472060,73575,"195    2.989703e+10
Name: market_capitalization ($), dtype: float64",Cuba,Las Tunas,Dollars,255,52.24
1011,254848,73575,"195    1.520232e+10
Name: market_capitalization ($), dtype: float64",Barbados,Christ Church,Dollars,803,5.58
1012,332892,73575,"195    1.963902e+09
Name: market_capitalization ($), dtype: float64",El Salvador,La Paz,Dollars,839,4916.86
1013,312944,73575,"195    3.625978e+09
Name: market_capitalization ($), dtype: float64",Russian Federation,"Karelija, Respublika",Dollars,373,174.92
1014,284470,73575,"195    1.524711e+10
Name: market_capitalization ($), dtype: float64",Honduras,Santa Bárbara,Dollars,274,98.85
1015,785579,73575,"195    4.955326e+10
Name: market_capitalization ($), dtype: float64","Iran, Islamic Republic of",Kermānshāh,Dollars,845,7689.82
1016,779996,73575,"195    9.673049e+10
Name: market_capitalization ($), dtype: float64",Afghanistan,Sar-e Pul,Dollars,480,3930.51
1017,651438,73575,"195    4.269600e+10
Name: market_capitalization ($), dtype: float64",Malawi,Dowa,Dollars,301,40.43
1018,469471,73575,"195    2.053591e+09
Name: market_capitalization ($), dtype: float64",Saudi Arabia,Al Bāḩah,Dollars,499,864.82
1019,667191,73575,"195    2.069730e+10
Name: market_capitalization ($), dtype: float64",American Samoa,Unknown,Dollars,324,65.81
1020,514875,67411,"268    6.742099e+10
Name: market_capitalization ($), dtype: float64",Burkina Faso,Boucle du Mouhoun,Dollars,837,551.63
1021,956136,67411,"268    3.970295e+10
Name: market_capitalization ($), dtype: float64",Mexico,Guanajuato,Dollars,375,81.78
1022,161699,67411,"268    2.701310e+10
Name: market_capitalization ($), dtype: float64",Egypt,As Suways,Dollars,947,66.97
1023,205217,67411,"268    4.363108e+10
Name: market_capitalization ($), dtype: float64",Liechtenstein,Triesenberg,Dollars,211,98.68
1024,705112,67411,"268    2.112105e+10
Name: market_capitalization ($), dtype: float64",United Kingdom,Rochdale,Dollars,273,9.7
1025,450183,67411,"268    4.281593e+10
Name: market_capitalization ($), dtype: float64","Korea, Democratic People's Republic of",Hwanghae-namdo,Dollars,388,8.3
1026,849541,67411,"268    1.056372e+11
Name: market_capitalization ($), dtype: float64",Cameroon,South,Dollars,248,7.83
1027,929169,67411,"268    4.251333e+10
Name: market_capitalization ($), dtype: float64","Korea, Republic of",Jeollanam-do,Dollars,639,87.69
1028,751526,67411,"268    8.140473e+10
Name: market_capitalization ($), dtype: float64",Kenya,Bomet,Dollars,385,3.31
1029,164819,67411,"268    3.005253e+10
Name: market_capitalization ($), dtype: float64",Curaçao,Unknown,Dollars,864,149.31
1030,128191,72157,"137    4.447633e+10
Name: market_capitalization ($), dtype: float64",Eritrea,Debubawi K’eyyĭḥ Baḥri,Dollars,949,424.77
1031,343810,72157,"137    9.261351e+09
Name: market_capitalization ($), dtype: float64",Russian Federation,Volgogradskaja oblast',Dollars,542,51.96
1032,707300,72157,"137    5.987055e+10
Name: market_capitalization ($), dtype: float64",Germany,Saarland,Dollars,988,90.1
1033,474106,72157,"137    4.812947e+10
Name: market_capitalization ($), dtype: float64",Burundi,Rutana,Dollars,208,8106.73
1034,982014,72157,"137    7.413749e+09
Name: market_capitalization ($), dtype: float64",Malawi,Nkhotakota,Dollars,959,5.82
1035,192579,72157,"137    4.875511e+09
Name: market_capitalization ($), dtype: float64",Zambia,Western,Dollars,426,2462.55
1036,459718,72157,"137    1.367947e+11
Name: market_capitalization ($), dtype: float64",Myanmar,Kayah,Dollars,375,4.24
1037,866073,72157,"137    7.842214e+10
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Redonda,Dollars,930,91.84
1038,619079,72157,"137    2.612554e+09
Name: market_capitalization ($), dtype: float64","Iran, Islamic Republic of",Eşfahān,Dollars,456,20.67
1039,872868,72157,"137    4.702645e+10
Name: market_capitalization ($), dtype: float64","Palestine, State of",Ramallah,Dollars,181,91.22
1040,323699,13355,"298    1.742127e+10
Name: market_capitalization ($), dtype: float64",Belize,Toledo,Dollars,580,518.26
1041,434814,13355,"298    1.923731e+09
Name: market_capitalization ($), dtype: float64",Malaysia,Kedah,Dollars,321,33.85
1042,502464,13355,"298    4.558950e+09
Name: market_capitalization ($), dtype: float64",Gambia,North Bank,Dollars,213,7.5
1043,283795,13355,"298    7.530623e+08
Name: market_capitalization ($), dtype: float64",Mexico,San Luis Potosí,Dollars,586,957.99
1044,703072,13355,"298    7.788407e+10
Name: market_capitalization ($), dtype: float64",China,Yunnan Sheng,Dollars,362,79.58
1045,425834,13355,"298    1.470261e+09
Name: market_capitalization ($), dtype: float64",Seychelles,La Digue,Dollars,767,6.63
1046,952649,13355,"298    4.525171e+10
Name: market_capitalization ($), dtype: float64",Ireland,Munster,Dollars,491,7.46
1047,550815,13355,"298    9.592890e+09
Name: market_capitalization ($), dtype: float64",Maldives,Male Atoll,Dollars,624,187.69
1048,294344,13355,"298    8.187888e+09
Name: market_capitalization ($), dtype: float64",Azerbaijan,Ağdaş,Dollars,907,93.24
1049,457872,13355,"298    4.755818e+10
Name: market_capitalization ($), dtype: float64",Barbados,Saint James,Dollars,596,877.62
1050,492438,27896,"31    1.532332e+10
Name: market_capitalization ($), dtype: float64",Bouvet Island,Unknown,Dollars,599,441.3
1051,925336,27896,"31    5.081867e+10
Name: market_capitalization ($), dtype: float64",Denmark,Syddanmark,Dollars,131,37.39
1052,441512,27896,"31    6.774911e+10
Name: market_capitalization ($), dtype: float64",Nepal,Rapti,Dollars,185,2670.45
1053,769686,27896,"31    6.795035e+10
Name: market_capitalization ($), dtype: float64",Netherlands,Aruba,Dollars,759,7524.36
1054,835387,27896,"31    6.791948e+10
Name: market_capitalization ($), dtype: float64",Chile,Antofagasta,Dollars,291,1848.87
1055,232498,27896,"31    4.608154e+10
Name: market_capitalization ($), dtype: float64",Czechia,Brno-venkov,Dollars,126,67.14
1056,791437,27896,"31    7.627554e+09
Name: market_capitalization ($), dtype: float64",Andorra,Sant Julià de Lòria,Denar,125,8.42
1057,837045,27896,"31    5.475109e+10
Name: market_capitalization ($), dtype: float64",Mauritania,Nouakchott Nord,Dollars,572,1279.76
1058,755909,27896,"31    1.792103e+10
Name: market_capitalization ($), dtype: float64",Pakistan,Balochistan,Dollars,133,2.68
1059,755987,27896,"31    3.375945e+11
Name: market_capitalization ($), dtype: float64",Faroe Islands,Unknown,Dollars,584,214.46
1060,845155,61603,"148    5.398977e+10
Name: market_capitalization ($), dtype: float64",Mauritania,Assaba,Dollars,196,10.41
1061,597506,61603,"148    2.215674e+11
Name: market_capitalization ($), dtype: float64",Suriname,Marowijne,Dollars,347,6.69
1062,825423,61603,"148    1.195469e+11
Name: market_capitalization ($), dtype: float64",Mayotte,Unknown,Dollars,760,8.41
1063,520974,61603,"148    2.819176e+10
Name: market_capitalization ($), dtype: float64",Paraguay,Canindeyú,Dollars,612,5.33
1064,521199,61603,"148    1.520195e+11
Name: market_capitalization ($), dtype: float64",Kiribati,Phoenix Islands,Dollars,211,28.4
1065,539225,61603,"148    3.360605e+09
Name: market_capitalization ($), dtype: float64",Italy,Bolzano,Dollars,623,4035.28
1066,938088,61603,"148    1.609277e+11
Name: market_capitalization ($), dtype: float64","Virgin Islands, British",Unknown,Dollars,427,5.27
1067,829501,61603,"148    4.054334e+10
Name: market_capitalization ($), dtype: float64",Jersey,Unknown,Dollars,481,9.62
1068,818672,61603,"148    5.187992e+10
Name: market_capitalization ($), dtype: float64",Burkina Faso,Est,Dollars,794,46.64
1069,310691,61603,"148    9.236427e+10
Name: market_capitalization ($), dtype: float64",Eritrea,Al Janūbī,Dollars,729,850.13
1070,175860,90059,"142    9.660072e+09
Name: market_capitalization ($), dtype: float64",Slovakia,Trenčiansky kraj,Dollars,273,867.72
1071,344721,90059,"142    1.836006e+10
Name: market_capitalization ($), dtype: float64",Togo,Maritime (Région),Dollars,732,650.86
1072,289665,90059,"142    1.333714e+11
Name: market_capitalization ($), dtype: float64",Mongolia,Arhangay,Dollars,937,328.16
1073,309091,90059,"142    2.017581e+11
Name: market_capitalization ($), dtype: float64",Gabon,Moyen-Ogooué,Dollars,558,55.13
1074,288516,90059,"142    4.813693e+10
Name: market_capitalization ($), dtype: float64",Nauru,Aiwo,Dollars,217,8.23
1075,899962,90059,"142    4.821222e+10
Name: market_capitalization ($), dtype: float64",Cameroon,South-West,Dollars,871,5805.56
1076,850486,90059,"142    3.004455e+08
Name: market_capitalization ($), dtype: float64",Bahrain,Ash Shamālīyah,Dollars,203,3.22
1077,938063,90059,"142    5.727876e+10
Name: market_capitalization ($), dtype: float64",Samoa,Tuamasaga,Dollars,506,5.29
1078,949288,90059,"142    5.807849e+10
Name: market_capitalization ($), dtype: float64","Virgin Islands, U.S.",Unknown,Dollars,558,92.34
1079,897292,90059,"142    5.738764e+10
Name: market_capitalization ($), dtype: float64",Guernsey,Unknown,Dollars,931,34.17
1080,694033,21602,"217    2.018367e+10
Name: market_capitalization ($), dtype: float64",Norway,Vestland,Dollars,247,618.66
1081,840538,21602,"217    1.441198e+10
Name: market_capitalization ($), dtype: float64",Afghanistan,Badakhshān,Dollars,116,2.83
1082,414149,21602,"217    1.912148e+10
Name: market_capitalization ($), dtype: float64","Congo, The Democratic Republic of the",Kasaï,Dollars,848,569.25
1083,284361,21602,"217    4.100059e+09
Name: market_capitalization ($), dtype: float64",Congo,Likouala,Dollars,712,478.98
1084,328103,21602,"217    1.602053e+10
Name: market_capitalization ($), dtype: float64",United States Minor Outlying Islands,Baker Island,Dollars,552,6.58
1085,434869,21602,"217    1.139787e+10
Name: market_capitalization ($), dtype: float64",Burundi,Makamba,Dollars,184,49.28
1086,367460,21602,"217    2.148221e+10
Name: market_capitalization ($), dtype: float64",Haiti,Sid,Dollars,715,5.12
1087,686544,21602,"217    2.113444e+10
Name: market_capitalization ($), dtype: float64",Canada,Northwest Territories,Dollars,508,3452.59
1088,797352,21602,"217    8.892700e+09
Name: market_capitalization ($), dtype: float64",Palau,Ngatpang,Dollars,837,6.68
1089,571990,21602,"217    4.877053e+10
Name: market_capitalization ($), dtype: float64",Malaysia,Perlis,Dollars,664,5660.71
1090,315816,11770,"80    1.458612e+10
Name: market_capitalization ($), dtype: float64",Saint Barthélemy,Unknown,Dollars,730,618.22
1091,986829,11770,"80    6.925428e+06
Name: market_capitalization ($), dtype: float64",Åland Islands,Unknown,Dollars,930,94.1
1092,175432,11770,"80    8.897700e+09
Name: market_capitalization ($), dtype: float64",Guernsey,Unknown,Dollars,592,3.87
1093,161438,11770,"80    4.768258e+10
Name: market_capitalization ($), dtype: float64",Slovenia,Komenda,Dollars,885,45.72
1094,456621,11770,"80    9.473539e+09
Name: market_capitalization ($), dtype: float64",Luxembourg,Capellen,Dollars,147,983.81
1095,265440,11770,"80    3.168386e+10
Name: market_capitalization ($), dtype: float64",Greece,Ípeiros,Dollars,281,114.73
1096,341078,11770,"80    2.113963e+10
Name: market_capitalization ($), dtype: float64",Antarctica,Unknown,Dollars,842,4.39
1097,154982,11770,"80    1.141632e+10
Name: market_capitalization ($), dtype: float64",Seychelles,Grand Anse Praslin,Dollars,695,1.69
1098,846600,11770,"80    6.381002e+10
Name: market_capitalization ($), dtype: float64",Jersey,Unknown,Dollars,719,727.86
1099,302128,11770,"80    1.355202e+10
Name: market_capitalization ($), dtype: float64",United Kingdom,Lancashire,Dollars,595,726.58
1100,915792,41542,"205    2.949060e+10
Name: market_capitalization ($), dtype: float64",Burundi,Karuzi,Dollars,838,5.78
1101,141913,41542,"205    5.162428e+10
Name: market_capitalization ($), dtype: float64",Costa Rica,Heredia,Dollars,570,7.95
1102,730552,41542,"205    1.101516e+09
Name: market_capitalization ($), dtype: float64",Nauru,Ewa,Dollars,510,95.43
1103,713563,41542,"205    3.738737e+10
Name: market_capitalization ($), dtype: float64",El Salvador,San Salvador,Dollars,800,50.49
1104,118420,41542,"205    1.158751e+11
Name: market_capitalization ($), dtype: float64",Cook Islands,Unknown,Denar,304,978.85
1105,399132,41542,"205    5.463114e+10
Name: market_capitalization ($), dtype: float64",Guernsey,Unknown,Dollars,444,4645.36
1106,763217,41542,"205    8.527381e+10
Name: market_capitalization ($), dtype: float64",France,Val-de-Marne,Dollars,346,8416.52
1107,338242,41542,"205    1.472677e+11
Name: market_capitalization ($), dtype: float64",Norway,Svalbard (Arctic Region),Dollars,449,3349.64
1108,755863,41542,"205    1.617873e+10
Name: market_capitalization ($), dtype: float64",Namibia,Ohangwena,Dollars,650,7.72
1109,466181,41542,"205    2.281454e+10
Name: market_capitalization ($), dtype: float64",Equatorial Guinea,Região Insular,Dollars,419,854.85
1110,407554,99869,"215    6.236698e+10
Name: market_capitalization ($), dtype: float64",Bahrain,Al Janūbīyah,Dollars,669,72.59
1111,877245,99869,"215    8.236210e+10
Name: market_capitalization ($), dtype: float64",American Samoa,Unknown,Dollars,140,749.48
1112,708244,99869,"215    4.644552e+09
Name: market_capitalization ($), dtype: float64","Korea, Democratic People's Republic of",P'yǒngan-namdo,Dollars,984,70.74
1113,164864,99869,"215    3.225667e+10
Name: market_capitalization ($), dtype: float64",Ecuador,Pichincha,Dollars,615,712.31
1114,905816,99869,"215    2.828492e+10
Name: market_capitalization ($), dtype: float64",Togo,Centrale,Dollars,180,4.14
1115,280214,99869,"215    1.614392e+11
Name: market_capitalization ($), dtype: float64",Mali,Kayes,Dollars,988,18.83
1116,535621,99869,"215    1.164516e+11
Name: market_capitalization ($), dtype: float64","Saint Helena, Ascension and Tristan da Cunha",Saint Helena,Dollars,313,232.54
1117,263016,99869,"215    2.971259e+10
Name: market_capitalization ($), dtype: float64",Belize,Stann Creek,Dollars,167,1120.59
1118,554305,99869,"215    1.114636e+11
Name: market_capitalization ($), dtype: float64",Lebanon,Bayrūt,Dollars,501,4963.99
1119,961802,99869,"215    1.170143e+11
Name: market_capitalization ($), dtype: float64",Serbia,Južnobački okrug,Dollars,639,66.7
1120,992621,17977,"26    4.221503e+10
Name: market_capitalization ($), dtype: float64",Central African Republic,Ouham-Pendé,Dollars,409,3.88
1121,457563,17977,"26    3.615351e+09
Name: market_capitalization ($), dtype: float64",Eritrea,Debubawi K’eyyĭḥ Baḥri,Dollars,191,59.97
1122,574753,17977,"26    6.332674e+10
Name: market_capitalization ($), dtype: float64",United States Minor Outlying Islands,Jarvis Island,Dollars,160,24.79
1123,888405,17977,"26    1.577888e+11
Name: market_capitalization ($), dtype: float64",Isle of Man,Unknown,Dollars,477,4377.92
1124,353772,17977,"26    5.956375e+10
Name: market_capitalization ($), dtype: float64",Mozambique,Manica,Dollars,876,871.19
1125,323566,17977,"26    8.388289e+10
Name: market_capitalization ($), dtype: float64",Dominican Republic,Cibao Sur,Dollars,511,8.61
1126,480811,17977,"26    1.027176e+11
Name: market_capitalization ($), dtype: float64",Réunion,Unknown,Dollars,592,651.9
1127,188667,17977,"26    2.664024e+11
Name: market_capitalization ($), dtype: float64",Switzerland,Basel-Stadt,Dollars,596,73.96
1128,226908,17977,"26    1.528708e+10
Name: market_capitalization ($), dtype: float64",Cook Islands,Unknown,Dollars,448,37.54
1129,374374,17977,"26    4.172738e+10
Name: market_capitalization ($), dtype: float64",Panama,Herrera,Dollars,405,74.53
1130,376365,19974,"32    1.733323e+09
Name: market_capitalization ($), dtype: float64",Qatar,Umm Şalāl,Dollars,233,1.62
1131,582899,19974,"32    2.315266e+08
Name: market_capitalization ($), dtype: float64",Sweden,Östergötlands län [SE-05],Dollars,935,5116.22
1132,851959,19974,"32    9.247738e+09
Name: market_capitalization ($), dtype: float64",Zimbabwe,Manicaland,Dollars,750,393.11
1133,929837,19974,"32    1.409627e+10
Name: market_capitalization ($), dtype: float64",Malta,Fontana,Dollars,515,6.84
1134,102520,19974,"32    1.786797e+10
Name: market_capitalization ($), dtype: float64",Faroe Islands,Unknown,Dollars,927,1.98
1135,701538,19974,"32    1.762387e+09
Name: market_capitalization ($), dtype: float64",United Kingdom,Leicestershire,Dollars,827,633.83
1136,388612,19974,"32    5.789597e+09
Name: market_capitalization ($), dtype: float64",Iraq,Al Başrah,Dollars,194,71.55
1137,850164,19974,"32    1.479734e+10
Name: market_capitalization ($), dtype: float64",Hong Kong,Unknown,Dollars,816,598.87
1138,206007,19974,"32    7.108398e+09
Name: market_capitalization ($), dtype: float64",Oman,Shamāl al Bāţinah,Dollars,901,907.28
1139,141428,19974,"32    5.040118e+09
Name: market_capitalization ($), dtype: float64",Iceland,Seltjarnarnesbær,Dollars,332,6317.35
1140,135260,99559,"216    3.217551e+10
Name: market_capitalization ($), dtype: float64",Mexico,Guanajuato,Dollars,181,595.19
1141,322040,99559,"216    3.553453e+10
Name: market_capitalization ($), dtype: float64",American Samoa,Unknown,Dollars,845,319.35
1142,363244,99559,"216    3.731637e+10
Name: market_capitalization ($), dtype: float64",Austria,Steiermark,Dollars,932,7448.96
1143,961088,99559,"216    5.548431e+10
Name: market_capitalization ($), dtype: float64",Antarctica,Unknown,Dollars,173,8304.13
1144,635846,99559,"216    1.307408e+10
Name: market_capitalization ($), dtype: float64",French Guiana,Unknown,Dollars,669,1.85
1145,528262,99559,"216    8.424975e+10
Name: market_capitalization ($), dtype: float64",Romania,Dâmbovița,Dollars,718,1.16
1146,433158,99559,"216    1.387965e+10
Name: market_capitalization ($), dtype: float64",French Guiana,Unknown,Dollars,952,6218.36
1147,832300,99559,"216    4.987421e+10
Name: market_capitalization ($), dtype: float64",Namibia,Ohangwena,Dollars,285,36.81
1148,382554,99559,"216    4.398837e+10
Name: market_capitalization ($), dtype: float64",Sudan,Khartoum,Dollars,372,5064.48
1149,467081,99559,"216    1.920558e+11
Name: market_capitalization ($), dtype: float64",Kazakhstan,Akmolinskaja oblast',Dollars,715,894.74
1150,330639,14522,"98    3.131648e+09
Name: market_capitalization ($), dtype: float64",China,Yunnan Sheng,Dollars,557,897.85
1151,833791,14522,"98    4.034457e+09
Name: market_capitalization ($), dtype: float64",Jordan,Ma‘ān,Dollars,545,6.81
1152,742939,14522,"98    4.814129e+09
Name: market_capitalization ($), dtype: float64",Azerbaijan,Yevlax,Dollars,718,4513.15
1153,624227,14522,"98    1.742144e+10
Name: market_capitalization ($), dtype: float64",Bermuda,Unknown,Dollars,681,807.79
1154,389285,14522,"98    1.399810e+10
Name: market_capitalization ($), dtype: float64",Montserrat,Unknown,Dollars,902,5445.66
1155,247285,14522,"98    7.429108e+09
Name: market_capitalization ($), dtype: float64",Mexico,México,Dollars,410,7.82
1156,708055,14522,"98    1.604531e+10
Name: market_capitalization ($), dtype: float64",Martinique,Unknown,Dollars,873,5886.5
1157,679607,14522,"98    3.129762e+10
Name: market_capitalization ($), dtype: float64",Falkland Islands (Malvinas),Unknown,Dollars,768,7.29
1158,513124,14522,"98    9.187929e+09
Name: market_capitalization ($), dtype: float64",Belarus,Gorod Minsk,Dollars,338,5272.53
1159,655905,14522,"98    6.295184e+08
Name: market_capitalization ($), dtype: float64",Turks and Caicos Islands,Unknown,Dollars,706,4999.67
1160,144039,80325,"152    1.110897e+10
Name: market_capitalization ($), dtype: float64",Malta,Saint Julian's,Dollars,130,88.63
1161,663972,80325,"152    2.261269e+10
Name: market_capitalization ($), dtype: float64",United States Minor Outlying Islands,Navassa Island,Dollars,320,5985.81
1162,906969,80325,"152    3.751336e+10
Name: market_capitalization ($), dtype: float64",Mexico,Tabasco,Dollars,162,8644.41
1163,786775,80325,"152    6.549837e+10
Name: market_capitalization ($), dtype: float64",Saint Martin (French part),Unknown,Dollars,772,5640.11
1164,696430,80325,"152    6.996976e+10
Name: market_capitalization ($), dtype: float64",Isle of Man,Unknown,Dollars,493,5191.38
1165,258941,80325,"152    5.469320e+10
Name: market_capitalization ($), dtype: float64",Pitcairn,Unknown,Dollars,368,750.36
1166,503518,80325,"152    1.542918e+11
Name: market_capitalization ($), dtype: float64",Mauritius,Grand Port,Dollars,124,7461.76
1167,455527,80325,"152    2.586655e+10
Name: market_capitalization ($), dtype: float64",Guadeloupe,Unknown,Dollars,824,2879.54
1168,255708,80325,"152    1.364819e+11
Name: market_capitalization ($), dtype: float64",Egypt,Al Fayyūm,Dollars,461,109.62
1169,468611,80325,"152    7.862887e+09
Name: market_capitalization ($), dtype: float64",Zimbabwe,Mashonaland West,Dollars,560,6086.72
1170,474222,64580,"274    3.902196e+10
Name: market_capitalization ($), dtype: float64","Korea, Republic of",Busan-gwangyeoksi,Dollars,138,7.69
1171,338433,64580,"274    4.262386e+10
Name: market_capitalization ($), dtype: float64",Romania,Dolj,Dollars,630,2402.53
1172,425846,64580,"274    1.189521e+11
Name: market_capitalization ($), dtype: float64",Jordan,Aţ Ţafīlah,Dollars,955,1779.55
1173,661951,64580,"274    1.060290e+11
Name: market_capitalization ($), dtype: float64",Kenya,Makueni,Dollars,852,7942.3
1174,749825,64580,"274    1.186801e+11
Name: market_capitalization ($), dtype: float64",Malta,Saint Lawrence,Dollars,840,939.7
1175,293321,64580,"274    9.002107e+10
Name: market_capitalization ($), dtype: float64",Congo,Brazzaville,Dollars,121,6744.64
1176,456027,64580,"274    3.629121e+10
Name: market_capitalization ($), dtype: float64",Saint Barthélemy,Unknown,Dollars,956,15.82
1177,460541,64580,"274    1.682698e+10
Name: market_capitalization ($), dtype: float64",Estonia,Rakvere,Dollars,469,188.42
1178,739622,64580,"274    1.033893e+11
Name: market_capitalization ($), dtype: float64",Uganda,Buikwe,Dollars,253,7.85
1179,609638,64580,"274    7.480240e+10
Name: market_capitalization ($), dtype: float64",Lesotho,Quthing,Dollars,322,834.23
1180,560694,93778,"154    2.087185e+11
Name: market_capitalization ($), dtype: float64",Norway,Jan Mayen (Arctic Region),Dollars,667,222.76
1181,668890,93778,"154    1.528943e+11
Name: market_capitalization ($), dtype: float64",Myanmar,Kayah,Dollars,827,9669.6
1182,425509,93778,"154    3.798920e+09
Name: market_capitalization ($), dtype: float64",Nigeria,Niger,Dollars,241,84.4
1183,625517,93778,"154    3.928125e+10
Name: market_capitalization ($), dtype: float64",Grenada,Saint Mark,Dollars,480,5.33
1184,535581,93778,"154    5.365248e+10
Name: market_capitalization ($), dtype: float64",Mozambique,Inhambane,Dollars,141,57.99
1185,230197,93778,"154    1.006088e+11
Name: market_capitalization ($), dtype: float64",Serbia,Severnobački okrug,Dollars,789,20.36
1186,202159,93778,"154    8.216397e+10
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint John,Dollars,709,5148.55
1187,131286,93778,"154    1.320195e+11
Name: market_capitalization ($), dtype: float64","Congo, The Democratic Republic of the",Maniema,Dollars,128,1.68
1188,138208,93778,"154    2.691834e+10
Name: market_capitalization ($), dtype: float64",Martinique,Unknown,Dollars,319,82.63
1189,904135,93778,"154    1.556161e+11
Name: market_capitalization ($), dtype: float64",South Georgia and the South Sandwich Islands,Unknown,Dollars,515,268.51
1190,538718,68800,"134    7.304983e+10
Name: market_capitalization ($), dtype: float64",Singapore,South West,Dollars,693,976.61
1191,850939,68800,"134    1.663698e+11
Name: market_capitalization ($), dtype: float64",Somalia,Shabeellaha Dhexe,Dollars,318,84.82
1192,814053,68800,"134    1.983437e+11
Name: market_capitalization ($), dtype: float64",Isle of Man,Unknown,Dollars,813,284.14
1193,470157,68800,"134    1.182878e+10
Name: market_capitalization ($), dtype: float64",Solomon Islands,Malaita,Dollars,674,6.73
1194,408796,68800,"134    2.056858e+11
Name: market_capitalization ($), dtype: float64",Equatorial Guinea,Wele-Nzas,Dollars,877,972.53
1195,814789,68800,"134    4.039405e+09
Name: market_capitalization ($), dtype: float64",Malaysia,Johor,Dollars,427,2392.91
1196,129926,68800,"134    1.905348e+10
Name: market_capitalization ($), dtype: float64",Suriname,Marowijne,Dollars,495,6.46
1197,578530,68800,"134    3.272510e+10
Name: market_capitalization ($), dtype: float64",Romania,Bucharest,Dollars,835,78.46
