,warehouse_id,country,city_name,capacity (NA),product_types,Operations Expenses,Rental price
594,6314,Uzbekistan,Surxondaryo,907491,"['F', 'V', 'I', 'Q', 'Y', 'X']",0.83,2.44
595,6317,Brazil,Distrito Federal,380338,"['Z', 'U']",0.94,2.13
596,6326,Costa Rica,Heredia,707804,"['V', 'E', 'Q', 'T', 'I', 'K', 'S']",0.75,1.76
597,6349,Kiribati,Phoenix Islands,223586,"['J', 'Z', 'T', 'W', 'E']",0.54,1.79
598,6353,Rwanda,City of Kigali,879333,"['D', 'Z', 'Q', 'W', 'E']",0.97,2.43
599,6362,Botswana,Ghanzi,976427,"['G', 'X', 'U', 'N', 'M', 'Z', 'S']",0.63,2.88
600,6363,Cook Islands,Unknown,181177,"['H', 'Q']",0.64,1.88
601,6379,Eritrea,Debubawi K’eyyĭḥ Baḥri,895268,"['X', 'Q', 'O', 'Z', 'Y', 'B', 'K']",0.72,2.21
602,6390,Armenia,Tavuš,229250,"['B', 'O']",0.65,2.71
603,6405,Ethiopia,"Southern Nations, Nationalities and Peoples",947468,"['K', 'Z']",0.63,2.62
604,6406,Kenya,Marsabit,638885,"['Y', 'V', 'M', 'G', 'B', 'W', 'I']",0.66,1.96
605,6420,"Iran, Islamic Republic of",Yazd,906693,"['X', 'Z', 'E', 'L', 'W', 'B', 'K']",0.71,2.01
606,6434,Iceland,Dalabyggð,567072,"['L', 'X', 'A']",0.63,2.2
607,6443,Estonia,Paide,172956,"['Y', 'B', 'Q', 'F']",0.79,1.8
608,6482,Russian Federation,Evrejskaja avtonomnaja oblast,843939,"['V', 'W']",0.89,2.28
609,6485,Lesotho,Maseru,861693,"['J', 'V', 'P']",0.53,2.61
610,6492,Eritrea,Al Awsaţ,442453,"['N', 'P', 'B']",0.95,1.97
611,6507,Cambodia,Rotanak Kiri,892482,"['A', 'O', 'T', 'U', 'W', 'Z']",0.9,2.47
612,6520,Syrian Arab Republic,Dimashq,269625,"['Z', 'B', 'D', 'Y', 'M', 'K', 'V']",0.52,2.95
613,6536,American Samoa,Unknown,509269,"['Y', 'Z', 'V', 'K', 'W', 'P']",0.97,2.35
614,6541,Albania,Vlorë,226533,"['F', 'I', 'L']",0.54,2.16
615,6544,Iraq,Al Başrah,516823,"['E', 'R', 'K', 'X', 'Q']",0.68,1.99
616,6548,Romania,Cluj,658856,"['E', 'N', 'I', 'S']",0.84,2.25
617,6557,Saint Martin (French part),Unknown,141518,"['V', 'Z', 'A', 'E', 'H', 'C', 'L']",0.94,1.82
618,6586,Djibouti,Dikhil,297638,"['L', 'S', 'J', 'B', 'H']",0.85,2.98
619,6591,Trinidad and Tobago,Siparia,511376,"['B', 'P']",0.71,2.53
620,6601,Vanuatu,Taféa,870136,"['P', 'I', 'G']",0.56,2.16
621,6607,Lao People's Democratic Republic,Viangchan,889570,"['V', 'D', 'T', 'A', 'Q', 'H', 'I']",0.59,2.79
622,6626,The Democratic Republic of the Congo,Mongala,897003,"['D', 'G', 'Y', 'H', 'W']",0.55,2.92
623,6634,Nauru,Nibok,602836,"['T', 'P', 'Y', 'R']",0.69,2.98
624,6635,Greenland,Kommune Qeqertalik,108316,"['T', 'Z', 'S', 'U', 'J']",0.6,2.11
625,6641,Bermuda,Unknown,670654,"['S', 'E']",0.78,2.77
626,6660,Niger,Tahoua,217720,['F'],0.55,1.83
627,6670,South Africa,Limpopo,452332,"['Z', 'T', 'X', 'H', 'R']",0.72,2.46
628,6675,Svalbard and Jan Mayen,Unknown,196867,"['Y', 'X']",0.93,1.84
629,6694,Timor-Leste,Likisá,327669,"['J', 'O', 'D', 'A', 'F']",0.61,2.21
630,6722,Georgia,Samegrelo-Zemo Svaneti,391733,"['J', 'T', 'Q', 'O', 'S']",0.65,2.54
631,6724,Saint Pierre and Miquelon,Unknown,681591,"['P', 'L', 'O']",0.83,2.87
632,6731,Pakistan,Khyber Pakhtunkhwa,622662,"['Y', 'O', 'I', 'X', 'K']",0.91,2.42
633,6750,Brazil,Mato Grosso,671489,['W'],0.68,2.54
634,6764,Benin,Ouémé,756836,['G'],0.98,2.71
635,6770,"Virgin Islands, U.S.",Unknown,914398,"['P', 'M']",0.51,2.55
636,6787,Serbia,Moravički okrug,620217,"['Y', 'U', 'N']",0.87,2.92
637,6790,Saudi Arabia,Al Bāḩah,803731,"['G', 'S', 'Q', 'V', 'O']",0.53,2.3
638,6804,Islamic Republic of Iran,Āz̄ārbāyjān-e Shārqī,555457,"['Z', 'J']",0.72,2.57
639,6818,Morocco,Médiouna,518668,"['F', 'Z', 'X', 'Y', 'T', 'I', 'Q']",0.58,2.22
640,6833,Montserrat,Unknown,643444,"['V', 'S']",0.82,2.66
641,6840,Cocos (Keeling) Islands,Unknown,179014,"['A', 'W', 'C', 'Y', 'O']",0.74,1.91
642,6853,Singapore,North East,532804,"['Y', 'T', 'C', 'O']",0.52,2.87
643,6857,Guam,Unknown,432232,['B'],0.72,2.99
644,6858,Cambodia,Otdar Mean Chey,568020,"['P', 'Y', 'N']",0.76,2.3
645,6859,Bangladesh,Cumilla,838000,"['W', 'S', 'K', 'A', 'O']",0.78,2.55
646,6869,Vanuatu,Pénama,643761,"['Q', 'Z', 'N', 'F']",0.61,2.25
647,6877,Marshall Islands,Ailuk,297044,"['U', 'K', 'A', 'E', 'N']",0.54,1.95
648,6881,Malta,Dingli,850728,"['G', 'S', 'D', 'K']",0.73,2.88
649,6889,Peru,Ancash,450015,['K'],0.65,2.91
650,6894,Malaysia,Wilayah Persekutuan Kuala Lumpur,622784,"['R', 'Q']",0.69,2.45
651,6895,The Democratic Republic of the Congo,Kasaï Oriental,650151,"['M', 'D', 'Z', 'Q', 'R', 'G']",0.55,2.32
652,6898,Sierra Leone,Southern,152504,"['V', 'J']",0.89,2.09
653,6915,Andorra,Encamp,372980,"['I', 'R']",0.6,2.75
654,6928,The Democratic Republic of the Congo,Sud-Kivu,226213,"['P', 'U']",0.54,2.25
655,6958,Svalbard and Jan Mayen,Unknown,333627,"['L', 'C', 'E', 'F', 'W', 'S', 'D']",0.76,2.15
656,6960,Papua New Guinea,Jiwaka,344863,"['M', 'W', 'A']",0.68,1.83
657,6979,Bulgaria,Montana,973391,"['U', 'G', 'V', 'O', 'B']",0.98,1.89
658,6980,Holy See (Vatican City State),Unknown,449039,"['H', 'N']",0.59,2.7
659,6984,Lesotho,Leribe,699672,"['T', 'O']",0.65,2.49
660,7011,British Indian Ocean Territory,Unknown,499157,"['U', 'M', 'H', 'E']",0.84,1.94
661,7016,Haiti,Sid,704882,"['N', 'K', 'L']",0.57,2.88
662,7024,Nicaragua,León,759764,"['M', 'Q']",0.59,2.44
663,7026,Sweden,Värmlands län [SE-17],866941,"['X', 'T', 'M', 'V', 'H']",0.63,2.27
664,7033,Canada,Saskatchewan,685445,"['Y', 'Z', 'L', 'I']",0.66,1.9
665,7038,France,La Réunion,268667,['D'],0.85,2.38
666,7043,Greece,Anatolikí Makedonía kai Thráki,248637,"['A', 'E', 'P']",0.79,2.15
667,7045,Senegal,Kédougou,478538,"['T', 'O', 'Y', 'Z', 'E', 'G']",0.82,2.59
668,7058,Ghana,Oti,922238,"['B', 'V', 'C', 'Q', 'X', 'O', 'U']",0.93,2.44
669,7060,Switzerland,Graubünden,823980,"['S', 'P', 'J', 'I', 'Y']",0.78,1.9
670,7064,Liechtenstein,Schaan,824673,"['N', 'B', 'I', 'R', 'W', 'Y', 'Z']",0.87,2.17
671,7068,Honduras,Islas de la Bahía,861459,"['O', 'D']",0.5,1.79
672,7070,Iceland,Vesturbyggð,548654,"['U', 'E', 'B', 'K', 'W']",0.68,2.28
673,7093,Western Sahara,Unknown,730179,"['E', 'S']",0.81,1.92
674,7094,Cook Islands,Unknown,728453,"['P', 'W', 'Z', 'K', 'C']",0.53,2.14
675,7103,Paraguay,Boquerón,892232,"['B', 'G', 'L', 'X', 'H', 'V']",0.64,2.3
676,7117,Central African Republic,Haute-Sangha / Mambéré-Kadéï,825193,['T'],0.8,2.74
677,7118,Macao,Unknown,653910,"['O', 'P']",0.8,2.56
678,7123,Saudi Arabia,Al Bāḩah,110179,"['Y', 'R', 'M', 'D', 'Q', 'T']",0.91,1.91
679,7145,Botswana,Kgatleng,970346,['G'],0.71,1.94
680,7146,United Arab Emirates,Umm al Qaywayn,305012,"['B', 'H', 'G', 'O', 'X', 'L']",0.84,1.87
681,7158,Western Sahara,Unknown,886082,"['Y', 'O', 'C', 'P', 'E', 'R', 'D']",0.66,2.46
682,7160,Israel,Ash Shamālī,160028,"['N', 'W', 'Y', 'G', 'C']",0.8,2.07
683,7185,The Democratic Republic of the Congo,Kwango,906333,"['F', 'V', 'D', 'U', 'N']",0.95,1.84
684,7189,Netherlands,Saba,182365,['S'],0.83,2.45
685,7196,France,Aube,566499,"['L', 'G', 'D', 'J']",0.61,2.14
686,7202,Honduras,El Paraíso,129292,"['N', 'R', 'L', 'Z']",0.92,2.54
687,7209,South Sudan,Western Bahr el Ghazal,983438,"['S', 'T', 'A', 'X', 'Z', 'K']",0.73,2.27
688,7210,Pitcairn,Unknown,825552,"['B', 'Q', 'O', 'C', 'J', 'F']",0.99,1.87
689,7212,Somalia,Gedo,645737,['C'],0.83,2.35
690,7224,Uzbekistan,Jizzax,303719,['J'],0.72,2.8
691,7230,Zambia,Western,634986,['P'],0.9,2.6
692,7237,"Saint Helena, Ascension and Tristan da Cunha",Ascension,160625,"['A', 'Z', 'P']",0.81,2.58
693,7240,Japan,Shiga,853612,"['H', 'B', 'C', 'Z', 'T']",0.96,2.48
694,7248,Kenya,Uasin Gishu,112411,"['T', 'D', 'J', 'P']",0.62,2.11
695,7282,Central African Republic,Ouaka,762170,"['K', 'A', 'Q', 'L', 'E', 'P', 'S']",0.93,2.51
696,7286,Latvia,Pļaviņu novads,156669,"['R', 'H', 'Z', 'V', 'U', 'Q']",0.94,2.95
697,7295,Nigeria,Niger,227978,['A'],0.99,2.04
698,7306,Brazil,Pernambuco,378912,"['E', 'G', 'D', 'Q', 'X', 'Z', 'B']",0.51,2.77
699,7309,Sao Tome and Principe,Água Grande,315320,"['H', 'N']",0.88,2.7
700,7326,San Marino,Fiorentino,111370,"['W', 'I', 'F', 'J', 'R']",0.91,2.89
701,7329,Australia,New South Wales,462453,"['W', 'H', 'J', 'S', 'U', 'A']",0.83,1.78
702,7334,Chad,Chari-Baguirmi,711604,['E'],0.63,2.72
703,7339,British Indian Ocean Territory,Unknown,355016,['N'],0.57,2.7
704,7347,Paraguay,Caaguazú,344016,"['Y', 'T', 'C', 'Q', 'G']",0.89,2.03
705,7352,Libya,Al Marj,592671,"['F', 'H', 'P', 'G', 'Q', 'L']",0.71,2.83
706,7377,Serbia,Prizrenski okrug,902203,"['E', 'W', 'T']",0.95,2.79
707,7382,Islamic Republic of Iran,Qazvīn,174895,"['H', 'Z']",0.64,2.45
708,7400,Antarctica,Unknown,521046,['A'],0.58,2.57
709,7402,American Samoa,Unknown,174555,"['Q', 'H', 'I', 'J', 'O', 'F', 'P']",0.62,2.53
710,7404,Viet Nam,Hồ Chí Minh,302289,"['Z', 'R', 'J', 'N', 'C', 'V']",0.68,2.62
711,7408,Virgin Islands ,Unknown,770072,"['W', 'F']",0.97,2.87
712,7418,Peru,Tacna,435211,['D'],0.57,2.47
713,7425,Kenya,Murang'a,943633,"['T', 'R', 'V', 'C', 'F']",0.76,2.32
714,7434,Guadeloupe,Unknown,540139,"['I', 'E', 'K', 'Q']",0.81,2.0
715,7451,Macao,Unknown,597844,"['F', 'G', 'V']",0.5,2.25
716,7461,Sint Eustatius and Saba Bonaire,Sint Eustatius,956843,['W'],0.58,2.07
717,7465,"Korea, Democratic People's Republic of",Kangweonto,230422,"['S', 'I']",0.94,2.66
718,7466,Ukraine,Odeska oblast,980282,"['U', 'C', 'O', 'L', 'V', 'K']",0.73,1.93
719,7474,Ethiopia,Dire Dawa,612693,"['K', 'R', 'N', 'G', 'I']",0.79,1.97
720,7483,Botswana,Kgatleng,432023,"['F', 'G', 'I']",0.85,2.27
721,7486,Bouvet Island,Unknown,982943,"['Q', 'A']",0.76,2.52
722,7489,Algeria,Mostaganem,301828,"['T', 'N', 'R', 'G']",0.5,2.94
723,3108,State of Palestine,Tulkarm,785369,"['M', 'V', 'P', 'S', 'C']",0.87,2.65
724,7498,Congo,Kouilou,595107,"['M', 'A', 'P', 'C', 'I']",0.99,2.53
725,7525,Saint Lucia,Anse la Raye,474914,"['G', 'H', 'R', 'S', 'C', 'O', 'F']",0.88,2.73
726,7548,Qatar,Ash Shamāl,298671,"['S', 'H', 'Y', 'G', 'R', 'C', 'P']",0.52,2.73
727,7550,Rwanda,Southern,631605,"['X', 'E', 'O', 'G', 'R', 'Z', 'W']",0.95,2.87
728,7552,Yemen,Ma’rib,614683,"['Z', 'S', 'K', 'Q']",0.86,2.77
729,7564,"Korea, Republic of",Gyeongsangnam-do,832487,['V'],0.51,2.34
730,7567,Falkland Islands (Malvinas),Unknown,324347,"['T', 'H', 'K', 'U']",0.63,1.99
731,7571,Mozambique,Maputo,729156,"['V', 'I', 'K', 'T', 'P', 'O']",0.56,2.53
732,7581,Bosnia and Herzegovina,Federacija Bosne i Hercegovine,178463,"['F', 'Z']",0.92,2.91
733,7611,Province of China Taiwan,Kinmen,865590,"['P', 'E', 'D', 'S', 'I', 'L']",0.98,1.83
734,7614,Brazil,Rio de Janeiro,142029,"['I', 'R', 'Q', 'M']",0.72,2.25
735,7618,United Republic of Tanzania,Njombe,367160,['G'],0.77,1.82
736,7622,Cambodia,Mondol Kiri,541792,"['P', 'C', 'N', 'Y', 'V', 'Z', 'H']",0.74,2.49
737,7634,Bangladesh,Feni,819972,['I'],0.89,2.16
738,7651,Senegal,Saint-Louis,477790,['J'],0.9,1.88
739,2382,Uruguay,Lavalleja,235133,"['O', 'W', 'Q', 'C']",0.58,2.76
740,7660,Zambia,Luapula,115546,"['X', 'P', 'R', 'M']",0.86,2.23
741,7663,Hungary,Nógrád,568971,"['T', 'R', 'B', 'X', 'U', 'S']",0.75,1.88
742,7664,Benin,Mono,597700,"['J', 'F', 'R', 'A', 'N', 'D', 'E']",0.88,1.8
743,7673,Botswana,South East,388026,['F'],0.9,2.65
744,7685,Oman,Musandam,309305,"['U', 'Z', 'W', 'Q', 'T', 'D']",0.77,1.86
745,7688,Norway,Viken,728364,"['X', 'B', 'L', 'Z', 'S', 'Q', 'J']",0.55,1.9
746,7709,Aruba,Unknown,334039,"['N', 'X', 'Q']",0.66,1.91
747,4703,Holy See (Vatican City State),Unknown,741867,"['J', 'M', 'I', 'N', 'P', 'W']",0.56,2.15
748,7721, Plurinational State of Bolivia,Cochabamba,711640,"['W', 'D', 'Y', 'P', 'A']",0.86,2.54
749,7722,Brunei Darussalam,Tutong,385234,['L'],0.96,2.41
750,7727,Maldives,Unknown,773389,"['F', 'U', 'Y', 'T', 'H', 'S', 'Q']",0.83,2.24
751,7751,Liberia,Maryland,872794,"['Y', 'X', 'Z']",0.98,1.97
752,7763,Saint Vincent and the Grenadines,Saint Patrick,998218,"['P', 'U', 'C', 'J']",0.82,2.65
753,7774,Cook Islands,Unknown,814929,"['M', 'R']",0.84,1.87
754,7780,South Georgia and the South Sandwich Islands,Unknown,622111,"['D', 'K', 'N', 'T', 'V', 'Y', 'G']",0.89,2.99
755,7794,British Indian Ocean Territory,Unknown,392362,"['D', 'T', 'E', 'J', 'L', 'H']",0.67,2.1
756,7808,Ukraine,Chernihivska oblast,175293,"['T', 'W', 'U', 'D', 'E', 'F']",0.5,1.8
757,7839,Federated States of Micronesia,Yap,720523,"['I', 'Y']",0.74,2.73
758,7840,Angola,Namibe,522453,"['U', 'P', 'G', 'R', 'C']",0.61,2.8
759,7843,Mongolia,Bayanhongor,323100,"['L', 'W']",0.87,2.68
760,7845,Equatorial Guinea,Centro Sud,795271,"['O', 'E', 'R', 'A']",0.79,2.08
761,7848,Viet Nam,Thừa Thiên-Huế,950434,"['K', 'T', 'Q', 'C']",0.71,2.72
762,7864,Mauritius,Pamplemousses,159868,"['L', 'V']",0.69,2.58
763,7878,Namibia,Hardap,693283,"['K', 'E', 'N']",0.76,2.44
764,7884,Turks and Caicos Islands,Unknown,338910,"['L', 'V', 'N']",0.74,2.47
765,7888,Jordan,Al Mafraq,111397,"['G', 'J', 'A', 'W', 'P', 'N']",0.93,2.71
766,7895,Guadeloupe,Unknown,642485,"['K', 'Q', 'A', 'W', 'U', 'T', 'Y']",0.82,1.82
767,7898,New Zealand,Canterbury,647100,"['X', 'U', 'Z']",0.81,2.04
768,7899,Guam,Unknown,595547,"['I', 'S', 'W']",0.62,1.91
769,7922,Indonesia,Sulawesi Utara,721664,['K'],0.86,2.28
770,7926,Panama,Colón,209114,"['B', 'M', 'U']",0.69,2.57
771,7940,Guinea-Bissau,Bissau,485832,"['Q', 'Z', 'N', 'M', 'D', 'Y']",0.56,2.41
772,7945,Philippines,Romblon,850732,"['A', 'T']",0.52,2.91
773,7950,Vanuatu,Pénama,703853,"['Z', 'U', 'L', 'P', 'C', 'S']",0.5,2.02
774,7953,El Salvador,San Salvador,973596,"['X', 'H', 'E', 'L', 'T', 'M', 'K']",0.66,2.78
775,7959,Libya,Mişrātah,299031,"['G', 'N', 'M', 'J', 'L']",0.84,2.31
776,7965,Gabon,Haut-Ogooué,648508,"['R', 'F', 'I']",0.8,1.82
777,7971,"Korea, Republic of",Gangwon-do,878743,"['D', 'L']",0.83,2.91
778,7975,Ecuador,Cañar,216595,"['I', 'N']",0.69,2.86
779,7981,Paraguay,Concepción,693702,['X'],0.7,2.72
780,7982,Cameroon,North,211153,"['I', 'E']",0.85,2.24
781,7992,Saint Martin (French part),Unknown,854616,"['C', 'S', 'W', 'B', 'U', 'K']",0.68,2.88
782,8020,Maldives,North Maalhosmadulu,126427,"['X', 'R', 'Q', 'P', 'O', 'K', 'I']",0.89,2.04
783,8035,Viet Nam,Đà Nẵng,699226,"['K', 'M', 'J', 'H', 'V', 'S', 'U']",0.77,2.41
784,8050,Benin,Zou,536470,"['P', 'S']",0.85,1.76
785,8055,Norfolk Island,Unknown,783840,"['F', 'G', 'M', 'H', 'X']",0.57,2.15
786,8060,Virgin Islands ,Unknown,888799,"['L', 'Y', 'Q', 'X', 'I', 'B']",0.57,2.68
787,8064,San Marino,Fiorentino,161288,"['Y', 'H', 'G', 'K', 'R', 'S', 'U']",0.77,2.17
788,8065,Senegal,Dakar,815139,"['H', 'V', 'N', 'X']",0.94,2.79
789,8084,Zimbabwe,Harare,993607,"['J', 'R', 'P', 'U', 'G', 'X']",0.99,2.52
790,8094,Cyprus,Baf,801188,"['F', 'V', 'H', 'X', 'E']",0.78,1.93
791,8096,Maldives,North Nilandhe Atoll,191153,"['J', 'G']",0.62,2.91
792,8114,Croatia,Zagrebačka županija,225831,"['T', 'G', 'D', 'E']",0.99,1.77
793,8117,Saint Kitts and Nevis,Saint James Windward,666308,"['D', 'Y', 'G', 'V', 'U', 'Q', 'L']",0.62,2.74
794,8124,Bonaire  Sint Eustatius and Saba,Saba,858506,"['O', 'I', 'K', 'C', 'X']",0.52,2.86
795,8146,Bouvet Island,Unknown,756956,"['W', 'L', 'P', 'M', 'G', 'V']",0.76,1.83
796,8154,Belize,Belize,689960,['P'],0.72,1.92
797,8169,Tuvalu,Nanumea,169534,"['U', 'P', 'T']",0.83,1.85
798,8175,Nauru,Buada,212143,"['Z', 'A', 'U', 'S']",0.63,2.36
799,8183,Norway,Trööndelage,396771,"['P', 'C', 'L', 'F']",0.68,2.79
800,8187,Zambia,North-Western,791219,"['N', 'A', 'O', 'F', 'M']",0.51,2.93
801,8216,Bahrain,Ash Shamālīyah,580747,"['K', 'M']",0.81,2.87
802,8218,Hungary,Fejér,752727,"['G', 'Z', 'Q', 'M', 'K']",0.89,2.76
803,8563,Oman,Musandam,160797,"['K', 'E']",0.61,1.83
804,8231,Tonga,Ha'apai,972255,"['S', 'W', 'P', 'Y', 'M']",0.62,2.22
805,8235,Cambodia,Rotanak Kiri,411638,"['K', 'O', 'X']",0.95,2.89
806,3365,Benin,Borgou,235038,"['F', 'H', 'O', 'B', 'V', 'R', 'W']",0.63,1.97
807,8255,Lao People's Democratic Republic,Viangchan,795073,"['B', 'S', 'G']",0.59,2.37
808,8299,Ecuador,Napo,243758,"['I', 'P']",0.95,2.85
809,8327,Wallis and Futuna,Uvea,575263,"['P', 'N', 'X', 'Q', 'U', 'W']",0.91,2.58
810,8332,Côte d'Ivoire,Abidjan,518057,['S'],0.66,2.08
811,8337,Guadeloupe,Unknown,468465,"['P', 'C']",0.52,2.95
812,8344,Montenegro,Bar,361785,"['Y', 'V', 'F', 'U', 'Q', 'A']",0.93,2.02
813,8349,Congo,Cuvette,530275,"['J', 'P', 'V', 'I']",0.52,2.73
814,8354,Holy See (Vatican City State),Unknown,560755,"['I', 'N', 'A', 'J', 'L', 'M']",0.69,2.67
815,8359,Guernsey,Unknown,736384,"['Y', 'L', 'B', 'O']",0.5,2.34
816,8365,Bangladesh,Jamalpur,978895,"['B', 'M', 'V', 'L', 'Z', 'T', 'I']",0.69,2.27
817,8366,"Venezuela, Bolivarian Republic of",Mérida,596499,"['V', 'N', 'R', 'M', 'U', 'E', 'T']",0.6,1.91
818,8370,Guam,Unknown,705799,"['K', 'L']",0.59,2.78
819,8387,India,Mizoram,957203,"['C', 'J', 'F']",0.78,1.82
820,8389,Nauru,Ijuw,197669,"['B', 'P', 'Y', 'C']",0.78,2.86
821,8399,Heard Island and McDonald Islands,Unknown,103272,"['K', 'P', 'D']",0.75,1.83
822,8400,Niger,Maradi,246185,"['N', 'E', 'H', 'Y', 'X']",0.65,2.0
823,8412,Singapore,Central Singapore,301904,"['Z', 'V', 'P', 'D', 'N', 'O']",0.67,2.36
824,8426,Falkland Islands (Malvinas),Unknown,648723,['E'],0.74,2.64
825,8450,New Caledonia,Unknown,126398,"['X', 'R', 'Q', 'W', 'N', 'E']",0.89,2.32
826,8452,Paraguay,Paraguarí,564342,"['I', 'B']",0.77,2.98
827,8456,Kuwait,Al Jahrā’,647961,"['J', 'C', 'O']",0.54,2.71
828,8479,Philippines,Misamis Occidental,144101,"['W', 'T', 'E', 'F', 'B', 'C']",0.79,2.56
829,8480,Panama,Bocas del Toro,755001,"['L', 'D', 'S', 'K', 'W']",0.56,1.99
830,8484,Northern Mariana Islands,Unknown,971663,"['M', 'A', 'L', 'E', 'F', 'Q']",0.96,1.89
831,8488,Fiji,Lomaiviti,297151,"['Z', 'H', 'F', 'D', 'U']",0.75,2.88
832,8490,Malta,Saint Julian's,919605,"['I', 'L', 'K', 'M', 'F', 'N']",0.58,2.66
833,8493,Kyrgyzstan,Bishkek Shaary,511292,"['X', 'Y', 'O', 'H']",0.83,1.89
834,8511,Democratic People's Republic of Korea,Hamgyǒng-bukto,388787,"['Y', 'Q', 'U', 'F']",0.85,2.21
835,8522,Thailand,Chon Buri,784202,"['C', 'G']",0.64,2.51
836,8527,Guernsey,Unknown,858397,"['U', 'Q']",0.55,2.02
837,8534,Madagascar,Mahajanga,354055,"['X', 'G', 'Z', 'R', 'B', 'N', 'A']",0.8,2.23
838,8551,Norway,Møre og Romsdal,775495,"['K', 'U', 'M', 'Q', 'G', 'Z', 'J']",0.64,1.98
839,8558,Grenada,Saint David,395963,"['I', 'W', 'U', 'F', 'T', 'V']",0.99,2.37
840,8568,Qatar,Al Khawr wa adh Dhakhīrah,731703,"['O', 'H', 'Q', 'W', 'P', 'I', 'Z']",0.99,1.81
841,8593,Puerto Rico,Unknown,376505,"['W', 'I', 'O', 'K']",0.61,2.0
842,8596,Nigeria,Sokoto,662580,"['K', 'Y', 'B', 'N', 'P', 'R']",0.77,2.75
843,8599,Angola,Luanda,888287,"['T', 'E', 'D', 'I', 'Q']",0.97,2.77
844,8601,South Africa,Eastern Cape,291632,"['K', 'X', 'U']",0.61,2.28
845,8614,Heard Island and McDonald Islands,Unknown,472684,"['G', 'N', 'E']",0.89,2.03
846,8620,Netherlands,Groningen,748082,"['I', 'E', 'Q', 'F', 'Z', 'K', 'S']",0.98,2.13
847,8626,Thailand,Lop Buri,546785,"['K', 'W', 'O', 'Z', 'Q', 'A', 'L']",0.96,1.76
848,8635,Bahamas,Hope Town,519409,"['L', 'N', 'W', 'H', 'B', 'A', 'D']",0.7,1.93
849,8671,Suriname,Nickerie,585875,"['I', 'J']",0.6,2.21
850,8677,United Kingdom,"Vale of Glamorgan, The [Bro Morgannwg GB-BMG]",501398,"['H', 'I', 'Z', 'K']",0.55,2.74
851,8699,Azerbaijan,Biləsuvar,885914,"['X', 'O', 'E', 'B', 'N', 'G', 'V']",0.67,1.75
852,8714,Guatemala,Izabal,729980,"['F', 'Y', 'N', 'C', 'K', 'S', 'E']",0.75,2.28
853,8717,Kazakhstan,oblast,302558,['C'],0.99,1.87
854,8732,Niger,Maradi,706756,['A'],0.67,2.94
855,8748,Saint Pierre and Miquelon,Unknown,193722,"['E', 'N', 'M', 'O', 'X']",0.72,2.42
856,8750,Timor-Leste,Díli,191071,"['K', 'W', 'E']",0.76,2.69
857,8758,Guadeloupe,Unknown,499839,['S'],0.69,2.16
858,8765,Cambodia,Banteay Mean Choăy,241111,"['Y', 'S', 'B', 'C', 'I']",0.96,1.97
859,8771,Jamaica,Westmoreland,894149,['A'],0.59,1.88
860,8786,Viet Nam,Trà Vinh,629496,['N'],0.51,2.21
861,8812,Sudan,Gezira,123812,"['I', 'U', 'R', 'Z']",0.6,2.68
862,8820,Andorra,Encamp,797793,"['E', 'R']",0.56,2.49
863,8828,Chad,Mayo-Kebbi-Ouest,922654,"['B', 'Q']",0.56,1.85
864,8836,Bolivarian Republic of Venezuela,Sucre,606971,"['Q', 'F', 'A']",0.71,2.09
865,8848,Seychelles,Au Cap,775048,"['X', 'T', 'P']",0.8,2.13
866,8853,Congo,Cuvette-Ouest,902441,"['J', 'C', 'M', 'D']",0.67,2.13
867,8858,Marshall Islands,Aur,943584,['W'],0.94,1.86
868,8862,Islamic Republic of Iran,Qom,632287,"['G', 'W', 'X', 'Y']",0.91,2.66
869,8892,Madagascar,Antananarivo,520216,"['C', 'K', 'M']",0.65,1.88
870,8907,Burkina Faso,Gnagna,532958,"['V', 'X', 'N']",0.51,2.43
871,8921,Qatar,Az̧ Z̧a‘āyin,793022,"['W', 'E', 'I', 'B', 'Y', 'L']",0.73,1.81
872,8923,Tuvalu,Nanumaga,501597,"['M', 'E', 'W', 'P', 'Q']",0.74,2.12
873,8935,Pakistan,Azad Jammu and Kashmir,536256,"['W', 'Z', 'O', 'T']",0.84,2.93
874,8949,Pakistan,Gilgit-Baltistan,444718,"['C', 'J']",0.55,2.17
875,8950,Fiji,Central,858736,"['X', 'H', 'D', 'V', 'C']",0.81,1.78
876,8954,Sint Maarten (Dutch part),Unknown,934299,"['U', 'T', 'D', 'J', 'V']",0.66,2.21
877,8958,Montenegro,Danilovgrad,442955,"['X', 'F', 'T', 'O', 'P']",0.96,2.16
878,8962,Slovakia,Banskobystrický kraj,792944,"['L', 'B', 'X', 'M', 'I', 'K', 'N']",0.85,2.82
879,8978,Philippines,Agusan del Sur,954826,"['T', 'Z', 'E']",0.53,1.9
880,8984,Serbia,Moravički okrug,985246,"['G', 'L']",0.96,2.44
881,9011,Bangladesh,Joypurhat,390188,"['G', 'U', 'Z', 'S', 'D', 'I']",0.68,1.82
882,9023,Guatemala,Baja Verapaz,833238,"['U', 'T', 'Q', 'F', 'O', 'G', 'R']",0.89,1.77
883,9030,Cayman Islands,Unknown,334923,"['U', 'P', 'G', 'Q', 'C', 'E', 'Z']",0.97,2.75
884,9033,Georgia,Samtskhe-Javakheti,648248,['S'],0.86,2.63
885,9038,Switzerland,Bern,933359,"['N', 'U']",0.64,1.84
