fac_id,supplier_id,market_cap,country,city_name,currency,number_of_employees,Annual_sales
332892,73575,"195    1.963902e+09
Name: market_capitalization ($), dtype: float64",El Salvador,La Paz,Dollars,839,4916.86
312944,73575,"195    3.625978e+09
Name: market_capitalization ($), dtype: float64",Russian Federation,"Karelija, Respublika",Dollars,373,174.92
284470,73575,"195    1.524711e+10
Name: market_capitalization ($), dtype: float64",Honduras,Santa Bárbara,Dollars,274,98.85
785579,73575,"195    4.955326e+10
Name: market_capitalization ($), dtype: float64","Iran, Islamic Republic of",Kermānshāh,Dollars,845,7689.82
779996,73575,"195    9.673049e+10
Name: market_capitalization ($), dtype: float64",Afghanistan,Sar-e Pul,Dollars,480,3930.51
651438,73575,"195    4.269600e+10
Name: market_capitalization ($), dtype: float64",Malawi,Dowa,Dollars,301,40.43
469471,73575,"195    2.053591e+09
Name: market_capitalization ($), dtype: float64",Saudi Arabia,Al Bāḩah,Dollars,499,864.82
667191,73575,"195    2.069730e+10
Name: market_capitalization ($), dtype: float64",American Samoa,NA,Dollars,324,65.81
514875,67411,"268    6.742099e+10
Name: market_capitalization ($), dtype: float64",Burkina Faso,Boucle du Mouhoun,Dollars,837,551.63
956136,67411,"268    3.970295e+10
Name: market_capitalization ($), dtype: float64",Mexico,Guanajuato,Dollars,375,81.78
161699,67411,"268    2.701310e+10
Name: market_capitalization ($), dtype: float64",Egypt,As Suways,Dollars,947,66.97
205217,67411,"268    4.363108e+10
Name: market_capitalization ($), dtype: float64",Liechtenstein,Triesenberg,Dollars,211,98.68
705112,67411,"268    2.112105e+10
Name: market_capitalization ($), dtype: float64",United Kingdom,Rochdale,Dollars,273,9.7
450183,67411,"268    4.281593e+10
Name: market_capitalization ($), dtype: float64","Korea, Democratic People's Republic of",Hwanghae-namdo,Dollars,388,8.3
849541,67411,"268    1.056372e+11
Name: market_capitalization ($), dtype: float64",Cameroon,South,Dollars,248,7.83
929169,67411,"268    4.251333e+10
Name: market_capitalization ($), dtype: float64","Korea, Republic of",Jeollanam-do,Dollars,639,87.69
751526,67411,"268    8.140473e+10
Name: market_capitalization ($), dtype: float64",Kenya,Bomet,Dollars,385,3.31
164819,67411,"268    3.005253e+10
Name: market_capitalization ($), dtype: float64",Curaçao,NA,Dollars,864,149.31
128191,72157,"137    4.447633e+10
Name: market_capitalization ($), dtype: float64",Eritrea,Debubawi K’eyyĭḥ Baḥri,Dollars,949,424.77
343810,72157,"137    9.261351e+09
Name: market_capitalization ($), dtype: float64",Russian Federation,Volgogradskaja oblast',Dollars,542,51.96
707300,72157,"137    5.987055e+10
Name: market_capitalization ($), dtype: float64",Germany,Saarland,Dollars,988,90.1
474106,72157,"137    4.812947e+10
Name: market_capitalization ($), dtype: float64",Burundi,Rutana,Dollars,208,8106.73
982014,72157,"137    7.413749e+09
Name: market_capitalization ($), dtype: float64",Malawi,Nkhotakota,Dollars,959,5.82
192579,72157,"137    4.875511e+09
Name: market_capitalization ($), dtype: float64",Zambia,Western,Dollars,426,2462.55
459718,72157,"137    1.367947e+11
Name: market_capitalization ($), dtype: float64",Myanmar,Kayah,Dollars,375,4.24
866073,72157,"137    7.842214e+10
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Redonda,Dollars,930,91.84
619079,72157,"137    2.612554e+09
Name: market_capitalization ($), dtype: float64","Iran, Islamic Republic of",Eşfahān,Dollars,456,20.67
872868,72157,"137    4.702645e+10
Name: market_capitalization ($), dtype: float64","Palestine, State of",Ramallah,Dollars,181,91.22
323699,13355,"298    1.742127e+10
Name: market_capitalization ($), dtype: float64",Belize,Toledo,Dollars,580,518.26
434814,13355,"298    1.923731e+09
Name: market_capitalization ($), dtype: float64",Malaysia,Kedah,Dollars,321,33.85
502464,13355,"298    4.558950e+09
Name: market_capitalization ($), dtype: float64",Gambia,North Bank,Dollars,213,7.5
283795,13355,"298    7.530623e+08
Name: market_capitalization ($), dtype: float64",Mexico,San Luis Potosí,Dollars,586,957.99
703072,13355,"298    7.788407e+10
Name: market_capitalization ($), dtype: float64",China,Yunnan Sheng,Dollars,362,79.58
425834,13355,"298    1.470261e+09
Name: market_capitalization ($), dtype: float64",Seychelles,La Digue,Dollars,767,6.63
952649,13355,"298    4.525171e+10
Name: market_capitalization ($), dtype: float64",Ireland,Munster,Dollars,491,7.46
550815,13355,"298    9.592890e+09
Name: market_capitalization ($), dtype: float64",Maldives,Male Atoll,Dollars,624,187.69
294344,13355,"298    8.187888e+09
Name: market_capitalization ($), dtype: float64",Azerbaijan,Ağdaş,Dollars,907,93.24
457872,13355,"298    4.755818e+10
Name: market_capitalization ($), dtype: float64",Barbados,Saint James,Dollars,596,877.62
492438,27896,"31    1.532332e+10
Name: market_capitalization ($), dtype: float64",Bouvet Island,NA,Dollars,599,441.3
925336,27896,"31    5.081867e+10
Name: market_capitalization ($), dtype: float64",Denmark,Syddanmark,Dollars,131,37.39
441512,27896,"31    6.774911e+10
Name: market_capitalization ($), dtype: float64",Nepal,Rapti,Dollars,185,2670.45
769686,27896,"31    6.795035e+10
Name: market_capitalization ($), dtype: float64",Netherlands,Aruba,Dollars,759,7524.36
835387,27896,"31    6.791948e+10
Name: market_capitalization ($), dtype: float64",Chile,Antofagasta,Dollars,291,1848.87
232498,27896,"31    4.608154e+10
Name: market_capitalization ($), dtype: float64",Czechia,Brno-venkov,Dollars,126,67.14
791437,27896,"31    7.627554e+09
Name: market_capitalization ($), dtype: float64",Andorra,Sant Julià de Lòria,Denar,125,8.42
837045,27896,"31    5.475109e+10
Name: market_capitalization ($), dtype: float64",Mauritania,Nouakchott Nord,Dollars,572,1279.76
755909,27896,"31    1.792103e+10
Name: market_capitalization ($), dtype: float64",Pakistan,Balochistan,Dollars,133,2.68
755987,27896,"31    3.375945e+11
Name: market_capitalization ($), dtype: float64",Faroe Islands,NA,Dollars,584,214.46
845155,61603,"148    5.398977e+10
Name: market_capitalization ($), dtype: float64",Mauritania,Assaba,Dollars,196,10.41
597506,61603,"148    2.215674e+11
Name: market_capitalization ($), dtype: float64",Suriname,Marowijne,Dollars,347,6.69
825423,61603,"148    1.195469e+11
Name: market_capitalization ($), dtype: float64",Mayotte,NA,Dollars,760,8.41
520974,61603,"148    2.819176e+10
Name: market_capitalization ($), dtype: float64",Paraguay,Canindeyú,Dollars,612,5.33
521199,61603,"148    1.520195e+11
Name: market_capitalization ($), dtype: float64",Kiribati,Phoenix Islands,Dollars,211,28.4
539225,61603,"148    3.360605e+09
Name: market_capitalization ($), dtype: float64",Italy,Bolzano,Dollars,623,4035.28
938088,61603,"148    1.609277e+11
Name: market_capitalization ($), dtype: float64","Virgin Islands, British",NA,Dollars,427,5.27
829501,61603,"148    4.054334e+10
Name: market_capitalization ($), dtype: float64",Jersey,NA,Dollars,481,9.62
818672,61603,"148    5.187992e+10
Name: market_capitalization ($), dtype: float64",Burkina Faso,Est,Dollars,794,46.64
310691,61603,"148    9.236427e+10
Name: market_capitalization ($), dtype: float64",Eritrea,Al Janūbī,Dollars,729,850.13
175860,90059,"142    9.660072e+09
Name: market_capitalization ($), dtype: float64",Slovakia,Trenčiansky kraj,Dollars,273,867.72
344721,90059,"142    1.836006e+10
Name: market_capitalization ($), dtype: float64",Togo,Maritime (Région),Dollars,732,650.86
289665,90059,"142    1.333714e+11
Name: market_capitalization ($), dtype: float64",Mongolia,Arhangay,Dollars,937,328.16
309091,90059,"142    2.017581e+11
Name: market_capitalization ($), dtype: float64",Gabon,Moyen-Ogooué,Dollars,558,55.13
288516,90059,"142    4.813693e+10
Name: market_capitalization ($), dtype: float64",Nauru,Aiwo,Dollars,217,8.23
899962,90059,"142    4.821222e+10
Name: market_capitalization ($), dtype: float64",Cameroon,South-West,Dollars,871,5805.56
850486,90059,"142    3.004455e+08
Name: market_capitalization ($), dtype: float64",Bahrain,Ash Shamālīyah,Dollars,203,3.22
938063,90059,"142    5.727876e+10
Name: market_capitalization ($), dtype: float64",Samoa,Tuamasaga,Dollars,506,5.29
949288,90059,"142    5.807849e+10
Name: market_capitalization ($), dtype: float64","Virgin Islands, U.S.",NA,Dollars,558,92.34
897292,90059,"142    5.738764e+10
Name: market_capitalization ($), dtype: float64",Guernsey,NA,Dollars,931,34.17
694033,21602,"217    2.018367e+10
Name: market_capitalization ($), dtype: float64",Norway,Vestland,Dollars,247,618.66
840538,21602,"217    1.441198e+10
Name: market_capitalization ($), dtype: float64",Afghanistan,Badakhshān,Dollars,116,2.83
414149,21602,"217    1.912148e+10
Name: market_capitalization ($), dtype: float64","Congo, The Democratic Republic of the",Kasaï,Dollars,848,569.25
284361,21602,"217    4.100059e+09
Name: market_capitalization ($), dtype: float64",Congo,Likouala,Dollars,712,478.98
328103,21602,"217    1.602053e+10
Name: market_capitalization ($), dtype: float64",United States Minor Outlying Islands,Baker Island,Dollars,552,6.58
434869,21602,"217    1.139787e+10
Name: market_capitalization ($), dtype: float64",Burundi,Makamba,Dollars,184,49.28
367460,21602,"217    2.148221e+10
Name: market_capitalization ($), dtype: float64",Haiti,Sid,Dollars,715,5.12
686544,21602,"217    2.113444e+10
Name: market_capitalization ($), dtype: float64",Canada,Northwest Territories,Dollars,508,3452.59
797352,21602,"217    8.892700e+09
Name: market_capitalization ($), dtype: float64",Palau,Ngatpang,Dollars,837,6.68
571990,21602,"217    4.877053e+10
Name: market_capitalization ($), dtype: float64",Malaysia,Perlis,Dollars,664,5660.71
315816,11770,"80    1.458612e+10
Name: market_capitalization ($), dtype: float64",Saint Barthélemy,NA,Dollars,730,618.22
986829,11770,"80    6.925428e+06
Name: market_capitalization ($), dtype: float64",Åland Islands,NA,Dollars,930,94.1
175432,11770,"80    8.897700e+09
Name: market_capitalization ($), dtype: float64",Guernsey,NA,Dollars,592,3.87
161438,11770,"80    4.768258e+10
Name: market_capitalization ($), dtype: float64",Slovenia,Komenda,Dollars,885,45.72
456621,11770,"80    9.473539e+09
Name: market_capitalization ($), dtype: float64",Luxembourg,Capellen,Dollars,147,983.81
265440,11770,"80    3.168386e+10
Name: market_capitalization ($), dtype: float64",Greece,Ípeiros,Dollars,281,114.73
341078,11770,"80    2.113963e+10
Name: market_capitalization ($), dtype: float64",Antarctica,NA,Dollars,842,4.39
154982,11770,"80    1.141632e+10
Name: market_capitalization ($), dtype: float64",Seychelles,Grand Anse Praslin,Dollars,695,1.69
846600,11770,"80    6.381002e+10
Name: market_capitalization ($), dtype: float64",Jersey,NA,Dollars,719,727.86
302128,11770,"80    1.355202e+10
Name: market_capitalization ($), dtype: float64",United Kingdom,Lancashire,Dollars,595,726.58
915792,41542,"205    2.949060e+10
Name: market_capitalization ($), dtype: float64",Burundi,Karuzi,Dollars,838,5.78
141913,41542,"205    5.162428e+10
Name: market_capitalization ($), dtype: float64",Costa Rica,Heredia,Dollars,570,7.95
730552,41542,"205    1.101516e+09
Name: market_capitalization ($), dtype: float64",Nauru,Ewa,Dollars,510,95.43
713563,41542,"205    3.738737e+10
Name: market_capitalization ($), dtype: float64",El Salvador,San Salvador,Dollars,800,50.49
118420,41542,"205    1.158751e+11
Name: market_capitalization ($), dtype: float64",Cook Islands,NA,Denar,304,978.85
399132,41542,"205    5.463114e+10
Name: market_capitalization ($), dtype: float64",Guernsey,NA,Dollars,444,4645.36
763217,41542,"205    8.527381e+10
Name: market_capitalization ($), dtype: float64",France,Val-de-Marne,Dollars,346,8416.52
338242,41542,"205    1.472677e+11
Name: market_capitalization ($), dtype: float64",Norway,Svalbard (Arctic Region),Dollars,449,3349.64
755863,41542,"205    1.617873e+10
Name: market_capitalization ($), dtype: float64",Namibia,Ohangwena,Dollars,650,7.72
466181,41542,"205    2.281454e+10
Name: market_capitalization ($), dtype: float64",Equatorial Guinea,Região Insular,Dollars,419,854.85
407554,99869,"215    6.236698e+10
Name: market_capitalization ($), dtype: float64",Bahrain,Al Janūbīyah,Dollars,669,72.59
877245,99869,"215    8.236210e+10
Name: market_capitalization ($), dtype: float64",American Samoa,NA,Dollars,140,749.48
708244,99869,"215    4.644552e+09
Name: market_capitalization ($), dtype: float64","Korea, Democratic People's Republic of",P'yǒngan-namdo,Dollars,984,70.74
164864,99869,"215    3.225667e+10
Name: market_capitalization ($), dtype: float64",Ecuador,Pichincha,Dollars,615,712.31
905816,99869,"215    2.828492e+10
Name: market_capitalization ($), dtype: float64",Togo,Centrale,Dollars,180,4.14
280214,99869,"215    1.614392e+11
Name: market_capitalization ($), dtype: float64",Mali,Kayes,Dollars,988,18.83
535621,99869,"215    1.164516e+11
Name: market_capitalization ($), dtype: float64","Saint Helena, Ascension and Tristan da Cunha",Saint Helena,Dollars,313,232.54
263016,99869,"215    2.971259e+10
Name: market_capitalization ($), dtype: float64",Belize,Stann Creek,Dollars,167,1120.59
554305,99869,"215    1.114636e+11
Name: market_capitalization ($), dtype: float64",Lebanon,Bayrūt,Dollars,501,4963.99
961802,99869,"215    1.170143e+11
Name: market_capitalization ($), dtype: float64",Serbia,Južnobački okrug,Dollars,639,66.7
992621,17977,"26    4.221503e+10
Name: market_capitalization ($), dtype: float64",Central African Republic,Ouham-Pendé,Dollars,409,3.88
457563,17977,"26    3.615351e+09
Name: market_capitalization ($), dtype: float64",Eritrea,Debubawi K’eyyĭḥ Baḥri,Dollars,191,59.97
574753,17977,"26    6.332674e+10
Name: market_capitalization ($), dtype: float64",United States Minor Outlying Islands,Jarvis Island,Dollars,160,24.79
888405,17977,"26    1.577888e+11
Name: market_capitalization ($), dtype: float64",Isle of Man,NA,Dollars,477,4377.92
353772,17977,"26    5.956375e+10
Name: market_capitalization ($), dtype: float64",Mozambique,Manica,Dollars,876,871.19
323566,17977,"26    8.388289e+10
Name: market_capitalization ($), dtype: float64",Dominican Republic,Cibao Sur,Dollars,511,8.61
480811,17977,"26    1.027176e+11
Name: market_capitalization ($), dtype: float64",Réunion,NA,Dollars,592,651.9
188667,17977,"26    2.664024e+11
Name: market_capitalization ($), dtype: float64",Switzerland,Basel-Stadt,Dollars,596,73.96
226908,17977,"26    1.528708e+10
Name: market_capitalization ($), dtype: float64",Cook Islands,NA,Dollars,448,37.54
374374,17977,"26    4.172738e+10
Name: market_capitalization ($), dtype: float64",Panama,Herrera,Dollars,405,74.53
376365,19974,"32    1.733323e+09
Name: market_capitalization ($), dtype: float64",Qatar,Umm Şalāl,Dollars,233,1.62
582899,19974,"32    2.315266e+08
Name: market_capitalization ($), dtype: float64",Sweden,Östergötlands län [SE-05],Dollars,935,5116.22
851959,19974,"32    9.247738e+09
Name: market_capitalization ($), dtype: float64",Zimbabwe,Manicaland,Dollars,750,393.11
929837,19974,"32    1.409627e+10
Name: market_capitalization ($), dtype: float64",Malta,Fontana,Dollars,515,6.84
102520,19974,"32    1.786797e+10
Name: market_capitalization ($), dtype: float64",Faroe Islands,NA,Dollars,927,1.98
701538,19974,"32    1.762387e+09
Name: market_capitalization ($), dtype: float64",United Kingdom,Leicestershire,Dollars,827,633.83
388612,19974,"32    5.789597e+09
Name: market_capitalization ($), dtype: float64",Iraq,Al Başrah,Dollars,194,71.55
850164,19974,"32    1.479734e+10
Name: market_capitalization ($), dtype: float64",Hong Kong,NA,Dollars,816,598.87
206007,19974,"32    7.108398e+09
Name: market_capitalization ($), dtype: float64",Oman,Shamāl al Bāţinah,Dollars,901,907.28
141428,19974,"32    5.040118e+09
Name: market_capitalization ($), dtype: float64",Iceland,Seltjarnarnesbær,Dollars,332,6317.35
135260,99559,"216    3.217551e+10
Name: market_capitalization ($), dtype: float64",Mexico,Guanajuato,Dollars,181,595.19
322040,99559,"216    3.553453e+10
Name: market_capitalization ($), dtype: float64",American Samoa,NA,Dollars,845,319.35
363244,99559,"216    3.731637e+10
Name: market_capitalization ($), dtype: float64",Austria,Steiermark,Dollars,932,7448.96
961088,99559,"216    5.548431e+10
Name: market_capitalization ($), dtype: float64",Antarctica,NA,Dollars,173,8304.13
635846,99559,"216    1.307408e+10
Name: market_capitalization ($), dtype: float64",French Guiana,NA,Dollars,669,1.85
528262,99559,"216    8.424975e+10
Name: market_capitalization ($), dtype: float64",Romania,Dâmbovița,Dollars,718,1.16
433158,99559,"216    1.387965e+10
Name: market_capitalization ($), dtype: float64",French Guiana,NA,Dollars,952,6218.36
832300,99559,"216    4.987421e+10
Name: market_capitalization ($), dtype: float64",Namibia,Ohangwena,Dollars,285,36.81
382554,99559,"216    4.398837e+10
Name: market_capitalization ($), dtype: float64",Sudan,Khartoum,Dollars,372,5064.48
467081,99559,"216    1.920558e+11
Name: market_capitalization ($), dtype: float64",Kazakhstan,Akmolinskaja oblast',Dollars,715,894.74
330639,14522,"98    3.131648e+09
Name: market_capitalization ($), dtype: float64",China,Yunnan Sheng,Dollars,557,897.85
833791,14522,"98    4.034457e+09
Name: market_capitalization ($), dtype: float64",Jordan,Ma‘ān,Dollars,545,6.81
742939,14522,"98    4.814129e+09
Name: market_capitalization ($), dtype: float64",Azerbaijan,Yevlax,Dollars,718,4513.15
624227,14522,"98    1.742144e+10
Name: market_capitalization ($), dtype: float64",Bermuda,NA,Dollars,681,807.79
389285,14522,"98    1.399810e+10
Name: market_capitalization ($), dtype: float64",Montserrat,NA,Dollars,902,5445.66
247285,14522,"98    7.429108e+09
Name: market_capitalization ($), dtype: float64",Mexico,México,Dollars,410,7.82
708055,14522,"98    1.604531e+10
Name: market_capitalization ($), dtype: float64",Martinique,NA,Dollars,873,5886.5
679607,14522,"98    3.129762e+10
Name: market_capitalization ($), dtype: float64",Falkland Islands (Malvinas),NA,Dollars,768,7.29
513124,14522,"98    9.187929e+09
Name: market_capitalization ($), dtype: float64",Belarus,Gorod Minsk,Dollars,338,5272.53
655905,14522,"98    6.295184e+08
Name: market_capitalization ($), dtype: float64",Turks and Caicos Islands,NA,Dollars,706,4999.67
144039,80325,"152    1.110897e+10
Name: market_capitalization ($), dtype: float64",Malta,Saint Julian's,Dollars,130,88.63
663972,80325,"152    2.261269e+10
Name: market_capitalization ($), dtype: float64",United States Minor Outlying Islands,Navassa Island,Dollars,320,5985.81
906969,80325,"152    3.751336e+10
Name: market_capitalization ($), dtype: float64",Mexico,Tabasco,Dollars,162,8644.41
786775,80325,"152    6.549837e+10
Name: market_capitalization ($), dtype: float64",Saint Martin (French part),NA,Dollars,772,5640.11
696430,80325,"152    6.996976e+10
Name: market_capitalization ($), dtype: float64",Isle of Man,NA,Dollars,493,5191.38
258941,80325,"152    5.469320e+10
Name: market_capitalization ($), dtype: float64",Pitcairn,NA,Dollars,368,750.36
503518,80325,"152    1.542918e+11
Name: market_capitalization ($), dtype: float64",Mauritius,Grand Port,Dollars,124,7461.76
455527,80325,"152    2.586655e+10
Name: market_capitalization ($), dtype: float64",Guadeloupe,NA,Dollars,824,2879.54
255708,80325,"152    1.364819e+11
Name: market_capitalization ($), dtype: float64",Egypt,Al Fayyūm,Dollars,461,109.62
468611,80325,"152    7.862887e+09
Name: market_capitalization ($), dtype: float64",Zimbabwe,Mashonaland West,Dollars,560,6086.72
474222,64580,"274    3.902196e+10
Name: market_capitalization ($), dtype: float64","Korea, Republic of",Busan-gwangyeoksi,Dollars,138,7.69
338433,64580,"274    4.262386e+10
Name: market_capitalization ($), dtype: float64",Romania,Dolj,Dollars,630,2402.53
425846,64580,"274    1.189521e+11
Name: market_capitalization ($), dtype: float64",Jordan,Aţ Ţafīlah,Dollars,955,1779.55
661951,64580,"274    1.060290e+11
Name: market_capitalization ($), dtype: float64",Kenya,Makueni,Dollars,852,7942.3
749825,64580,"274    1.186801e+11
Name: market_capitalization ($), dtype: float64",Malta,Saint Lawrence,Dollars,840,939.7
293321,64580,"274    9.002107e+10
Name: market_capitalization ($), dtype: float64",Congo,Brazzaville,Dollars,121,6744.64
456027,64580,"274    3.629121e+10
Name: market_capitalization ($), dtype: float64",Saint Barthélemy,NA,Dollars,956,15.82
460541,64580,"274    1.682698e+10
Name: market_capitalization ($), dtype: float64",Estonia,Rakvere,Dollars,469,188.42
739622,64580,"274    1.033893e+11
Name: market_capitalization ($), dtype: float64",Uganda,Buikwe,Dollars,253,7.85
609638,64580,"274    7.480240e+10
Name: market_capitalization ($), dtype: float64",Lesotho,Quthing,Dollars,322,834.23
560694,93778,"154    2.087185e+11
Name: market_capitalization ($), dtype: float64",Norway,Jan Mayen (Arctic Region),Dollars,667,222.76
668890,93778,"154    1.528943e+11
Name: market_capitalization ($), dtype: float64",Myanmar,Kayah,Dollars,827,9669.6
425509,93778,"154    3.798920e+09
Name: market_capitalization ($), dtype: float64",Nigeria,Niger,Dollars,241,84.4
625517,93778,"154    3.928125e+10
Name: market_capitalization ($), dtype: float64",Grenada,Saint Mark,Dollars,480,5.33
535581,93778,"154    5.365248e+10
Name: market_capitalization ($), dtype: float64",Mozambique,Inhambane,Dollars,141,57.99
230197,93778,"154    1.006088e+11
Name: market_capitalization ($), dtype: float64",Serbia,Severnobački okrug,Dollars,789,20.36
202159,93778,"154    8.216397e+10
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint John,Dollars,709,5148.55
131286,93778,"154    1.320195e+11
Name: market_capitalization ($), dtype: float64","Congo, The Democratic Republic of the",Maniema,Dollars,128,1.68
138208,93778,"154    2.691834e+10
Name: market_capitalization ($), dtype: float64",Martinique,NA,Dollars,319,82.63
904135,93778,"154    1.556161e+11
Name: market_capitalization ($), dtype: float64",South Georgia and the South Sandwich Islands,NA,Dollars,515,268.51
538718,68800,"134    7.304983e+10
Name: market_capitalization ($), dtype: float64",Singapore,South West,Dollars,693,976.61
850939,68800,"134    1.663698e+11
Name: market_capitalization ($), dtype: float64",Somalia,Shabeellaha Dhexe,Dollars,318,84.82
814053,68800,"134    1.983437e+11
Name: market_capitalization ($), dtype: float64",Isle of Man,NA,Dollars,813,284.14
470157,68800,"134    1.182878e+10
Name: market_capitalization ($), dtype: float64",Solomon Islands,Malaita,Dollars,674,6.73
408796,68800,"134    2.056858e+11
Name: market_capitalization ($), dtype: float64",Equatorial Guinea,Wele-Nzas,Dollars,877,972.53
814789,68800,"134    4.039405e+09
Name: market_capitalization ($), dtype: float64",Malaysia,Johor,Dollars,427,2392.91
129926,68800,"134    1.905348e+10
Name: market_capitalization ($), dtype: float64",Suriname,Marowijne,Dollars,495,6.46
578530,68800,"134    3.272510e+10
Name: market_capitalization ($), dtype: float64",Israel,Al Quds,Dollars,835,78.46
262445,68800,"134    5.280996e+10
Name: market_capitalization ($), dtype: float64",Argentina,Córdoba,Dollars,762,11.91
645901,68800,"134    2.096178e+11
Name: market_capitalization ($), dtype: float64",Kuwait,Al Aḩmadī,Dollars,318,937.4
466174,65204,"150    5.526117e+09
Name: market_capitalization ($), dtype: float64",Finland,Egentliga Tavastland,Dollars,993,4303.81
435316,65204,"150    1.783703e+11
Name: market_capitalization ($), dtype: float64",Israel,Tall Abīb,Dollars,203,6421.53
483875,65204,"150    7.038052e+10
Name: market_capitalization ($), dtype: float64",Gibraltar,NA,Dollars,107,4503.38
977932,65204,"150    5.500930e+10
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint George,Dollars,558,8811.3
843589,65204,"150    2.143782e+10
Name: market_capitalization ($), dtype: float64",Saint Lucia,Castries,Dollars,899,7557.35
134311,65204,"150    7.202911e+10
Name: market_capitalization ($), dtype: float64",Guatemala,Quetzaltenango,Dollars,415,846.97
931593,65204,"150    1.769752e+11
Name: market_capitalization ($), dtype: float64",Chile,Arica y Parinacota,Dollars,471,5448.99
255610,65204,"150    3.200918e+09
Name: market_capitalization ($), dtype: float64",San Marino,Domagnano,Dollars,494,9.86
129187,65204,"150    6.274491e+10
Name: market_capitalization ($), dtype: float64",Tunisia,Tozeur,Dollars,390,51.97
830139,65204,"150    1.301095e+10
Name: market_capitalization ($), dtype: float64",Luxembourg,Clerf,Dollars,360,3.52
419830,12179,"82    2.199063e+10
Name: market_capitalization ($), dtype: float64",British Indian Ocean Territory,NA,Dollars,110,494.91
675248,12179,"82    1.909456e+10
Name: market_capitalization ($), dtype: float64",Palau,Aimeliik,Dollars,399,5091.97
239946,12179,"82    5.777211e+09
Name: market_capitalization ($), dtype: float64",Jamaica,Saint Ann,Dollars,398,37.82
350586,12179,"82    7.870276e+09
Name: market_capitalization ($), dtype: float64",Belarus,Gomel'skaja oblast',Dollars,844,62.99
247409,12179,"82    1.071970e+11
Name: market_capitalization ($), dtype: float64",Northern Mariana Islands,NA,Dollars,806,57.9
640661,12179,"82    8.513063e+10
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint Peter,Dollars,214,742.24
192913,12179,"82    6.361883e+10
Name: market_capitalization ($), dtype: float64",United Arab Emirates,Dubayy,Dollars,454,1.52
329166,12179,"82    3.155518e+10
Name: market_capitalization ($), dtype: float64",Slovakia,Banskobystrický kraj,Dollars,341,5.68
521964,12179,"82    1.879471e+10
Name: market_capitalization ($), dtype: float64",Ireland,Westmeath,Dollars,534,1.47
338725,12179,"82    8.353343e+10
Name: market_capitalization ($), dtype: float64",Solomon Islands,Malaita,Dollars,419,88.4
347417,31934,"73    2.358902e+10
Name: market_capitalization ($), dtype: float64",Bulgaria,Dobrich,Dollars,579,3459.51
856672,31934,"73    6.805954e+09
Name: market_capitalization ($), dtype: float64",Luxembourg,Capellen,Dollars,817,2183.12
767253,31934,"73    1.729877e+10
Name: market_capitalization ($), dtype: float64",Guam,NA,Dollars,467,34.85
744681,31934,"73    1.576251e+09
Name: market_capitalization ($), dtype: float64","Iran, Islamic Republic of",Sīstān va Balūchestān,Dollars,615,43.7
880760,31934,"73    4.420776e+10
Name: market_capitalization ($), dtype: float64",Cayman Islands,NA,Dollars,165,1.96
939830,31934,"73    1.510646e+10
Name: market_capitalization ($), dtype: float64",United Kingdom,Rochdale,Dollars,303,8.5
464800,31934,"73    5.918669e+10
Name: market_capitalization ($), dtype: float64",Cameroon,South,Dollars,469,78.56
536511,31934,"73    5.306155e+09
Name: market_capitalization ($), dtype: float64",Gambia,Central River,Dollars,625,1149.61
339743,31934,"73    1.438081e+11
Name: market_capitalization ($), dtype: float64",Macao,NA,Dollars,591,11.3
251129,31934,"73    1.706960e+09
Name: market_capitalization ($), dtype: float64",Svalbard and Jan Mayen,NA,Dollars,503,46.7
906204,35703,"221    7.376982e+10
Name: market_capitalization ($), dtype: float64",Zambia,Luapula,Dollars,194,8.64
208987,35703,"221    1.480763e+10
Name: market_capitalization ($), dtype: float64",Nepal,Janakpur,Dollars,922,558.4
564809,35703,"221    1.551527e+10
Name: market_capitalization ($), dtype: float64",Belize,Toledo,Dollars,861,5492.73
110895,35703,"221    3.061369e+10
Name: market_capitalization ($), dtype: float64",China,Shandong Sheng,Dollars,384,1465.64
168450,35703,"221    2.360679e+11
Name: market_capitalization ($), dtype: float64",Uruguay,Salto,Dollars,553,9.71
525434,35703,"221    1.260038e+11
Name: market_capitalization ($), dtype: float64",Tokelau,NA,Dollars,752,4023.22
386068,35703,"221    2.189353e+11
Name: market_capitalization ($), dtype: float64",Ireland,Longford,Dollars,324,4514.29
801874,35703,"221    1.575668e+10
Name: market_capitalization ($), dtype: float64",Czechia,Prostějov,Dollars,980,7936.88
980161,35703,"221    2.079218e+10
Name: market_capitalization ($), dtype: float64",Burundi,Karuzi,Ngultrum,158,3.91
226784,35703,"221    8.853738e+10
Name: market_capitalization ($), dtype: float64",Chad,Guéra,Dollars,473,6621.67
390444,67421,"46    3.894236e+10
Name: market_capitalization ($), dtype: float64",Azerbaijan,Şahbuz,Dollars,571,34.65
516505,67421,"46    7.144112e+10
Name: market_capitalization ($), dtype: float64",Honduras,Olancho,Dollars,794,5359.77
636238,67421,"46    1.396998e+11
Name: market_capitalization ($), dtype: float64",Mexico,Durango,Dollars,972,3560.49
474592,67421,"46    4.398141e+10
Name: market_capitalization ($), dtype: float64",Saint Vincent and the Grenadines,Saint Andrew,Dollars,687,1444.78
